Orlando Magic
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
mcgratr01,43:00,11,25,.440,0,1,.000,11,16,.688,0,5,5,4,3,2,1,3,33,-13
millemi01,41:00,11,16,.688,5,7,.714,1,2,.500,0,2,2,3,1,0,0,4,28,-8
armstda01,39:00,4,9,.444,1,2,.500,0,1,.000,1,8,9,11,2,1,3,2,9,-16
doleami01,22:00,4,7,.571,0,0,,0,0,,1,3,4,1,0,0,2,6,8,+5
outlabo01,18:00,2,4,.500,0,0,,1,6,.167,6,0,6,2,0,0,3,1,5,-18
garripa01,32:00,6,14,.429,1,3,.333,2,2,1.000,2,5,7,2,0,0,0,6,15,+2
reiddo01,14:00,0,3,.000,0,0,,0,0,,3,0,3,1,0,0,1,6,0,0
willimo01,10:00,2,2,1.000,0,0,,1,2,.500,0,2,2,0,0,0,1,1,5,-9
hudsotr01,8:00,0,3,.000,0,0,,0,0,,0,0,0,1,0,0,0,2,0,+1
alexaco01,7:00,0,1,.000,0,0,,0,0,,0,2,2,1,0,0,2,0,0,0
amaecjo01,6:00,0,0,,0,0,,0,0,,0,1,1,2,0,0,1,0,0,-4
Team Totals,240,40,84,.476,7,13,.538,16,29,.552,13,28,41,28,6,3,14,31,103,
Milwaukee Bucks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
allenra02,42:00,6,9,.667,2,3,.667,3,3,1.000,2,8,10,9,1,0,4,4,17,+13
cassesa01,39:00,5,15,.333,1,3,.333,6,6,1.000,1,4,5,10,2,0,2,4,17,+12
robingl01,36:00,11,22,.500,2,5,.400,2,2,1.000,1,2,3,2,0,0,2,5,26,+9
hamda01,22:00,0,0,,0,0,,7,10,.700,5,3,8,1,0,2,2,5,7,-6
johnser02,3:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-6
thomati01,32:00,6,13,.462,0,2,.000,8,8,1.000,2,6,8,3,1,1,1,4,20,+16
caffeja01,23:00,5,10,.500,0,0,,1,4,.250,1,8,9,2,0,2,0,0,11,+15
hunteli01,20:00,3,7,.429,0,2,.000,1,1,1.000,0,2,2,2,1,0,0,2,7,0
popema01,16:00,3,4,.750,0,1,.000,4,6,.667,0,0,0,1,1,0,0,3,10,+4
willisc01,7:00,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,1,2,0,+3
Team Totals,240,39,81,.481,5,16,.313,32,40,.800,12,35,47,31,6,5,12,29,115,
