Portland Trail Blazers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
grantbr01,43:00,2,7,.286,0,0,,8,10,.800,5,9,14,3,0,1,0,2,12
wallara01,40:00,6,12,.500,0,1,.000,2,2,1.000,1,4,5,1,1,3,1,4,14
stoudda01,30:00,3,10,.300,0,1,.000,4,6,.667,3,4,7,5,0,1,3,3,10
rideris01,23:00,2,12,.167,0,4,.000,0,0,,2,1,3,0,0,0,3,0,4
sabonar01,18:00,5,7,.714,1,1,1.000,0,0,,1,2,3,1,0,0,2,5,11
jacksji01,25:00,4,8,.500,0,1,.000,4,4,1.000,0,3,3,0,1,0,1,2,12
anthogr01,19:00,4,8,.500,3,5,.600,0,0,,0,0,0,0,1,1,3,0,11
williwa02,18:00,1,5,.200,1,3,.333,2,2,1.000,1,1,2,2,0,0,0,1,5
augmost01,13:00,2,5,.400,0,1,.000,1,2,.500,1,1,2,2,1,0,0,1,5
catoke01,11:00,1,3,.333,0,0,,0,0,,2,3,5,1,0,0,0,1,2
Team Totals,240,30,77,.390,5,17,.294,21,26,.808,16,28,44,15,4,6,13,19,86
Seattle SuperSonics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
paytoga01,42:00,8,16,.500,2,4,.500,2,4,.500,0,4,4,6,4,0,1,3,20
schrede01,39:00,8,16,.500,1,2,.500,0,0,,1,4,5,7,2,1,2,4,17
polynol01,35:00,4,8,.500,0,0,,0,0,,4,8,12,0,1,1,1,5,8
hawkihe01,30:00,2,10,.200,1,4,.250,4,4,1.000,0,3,3,1,0,0,0,1,9
stepavl01,6:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,2,0
bakervi01,38:00,7,14,.500,0,0,,1,6,.167,4,3,7,2,0,2,1,3,15
crottjo01,21:00,3,7,.429,0,1,.000,2,2,1.000,1,1,2,5,1,0,3,2,8
ellisda01,15:00,3,5,.600,1,2,.500,0,0,,0,1,1,0,0,0,0,1,7
mccoyje01,9:00,0,0,,0,0,,2,4,.500,1,3,4,0,0,1,1,3,2
williaa01,5:00,0,0,,0,0,,1,2,.500,0,1,1,1,0,0,0,0,1
Team Totals,240,35,77,.455,5,13,.385,12,22,.545,11,28,39,22,8,5,9,24,87
