Boston Celtics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
mercero01,43:00,10,24,.417,0,0,,4,4,1.000,2,6,8,1,1,0,2,2,24
piercpa01,36:00,7,16,.438,0,0,,5,6,.833,6,1,7,1,5,3,2,4,19
walkean02,32:00,7,21,.333,1,5,.200,2,2,1.000,4,8,12,4,1,0,5,4,17
anderke01,27:00,5,12,.417,0,1,.000,2,3,.667,1,0,1,8,1,0,1,1,12
rileyer01,11:00,0,0,,0,0,,0,0,,1,3,4,0,1,3,0,3,0
barroda01,21:00,4,11,.364,0,4,.000,0,0,,0,1,1,6,2,0,0,1,8
bowenbr01,17:00,2,3,.667,1,1,1.000,0,0,,0,0,0,2,1,0,0,1,5
declean01,16:00,1,2,.500,0,0,,2,2,1.000,3,1,4,0,1,1,2,4,4
battito01,16:00,2,2,1.000,0,0,,0,0,,1,1,2,0,0,0,1,5,4
jonespo01,11:00,0,1,.000,0,0,,0,0,,0,1,1,2,0,0,0,1,0
schindw01,10:00,2,4,.500,0,0,,1,2,.500,1,2,3,0,0,2,2,3,5
Team Totals,240,40,96,.417,2,11,.182,16,19,.842,19,24,43,24,13,9,15,29,98
Sacramento Kings
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
willija02,42:00,4,12,.333,0,4,.000,2,4,.500,0,2,2,7,0,0,4,2,10
willico02,37:00,9,22,.409,0,0,,4,6,.667,2,4,6,2,1,0,3,4,22
webbech01,37:00,10,12,.833,0,0,,2,6,.333,6,9,15,3,0,3,4,5,22
divacvl01,37:00,6,10,.600,0,0,,4,4,1.000,3,7,10,8,0,3,3,3,16
abdulta01,14:00,1,7,.143,0,0,,4,5,.800,2,1,3,0,2,0,1,3,6
fundela01,22:00,6,6,1.000,0,0,,1,1,1.000,2,6,8,0,1,0,3,2,13
maxweve01,19:00,1,7,.143,0,3,.000,0,0,,0,1,1,4,0,0,2,3,2
stojape01,13:00,3,5,.600,1,3,.333,0,0,,1,2,3,0,0,0,2,0,7
barryjo01,13:00,1,3,.333,0,2,.000,1,1,1.000,1,1,2,1,0,0,1,1,3
ollieke01,6:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,240,41,84,.488,1,12,.083,18,27,.667,17,33,50,25,4,6,23,23,101
