Seattle SuperSonics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
hawkihe01,40:00,5,15,.333,1,6,.167,2,2,1.000,4,2,6,2,2,0,1,3,13
paytoga01,34:00,3,15,.200,0,4,.000,1,2,.500,1,4,5,5,4,0,3,2,7
polynol01,30:00,8,16,.500,0,0,,0,3,.000,5,2,7,0,1,0,0,3,16
bakervi01,11:00,1,6,.167,0,0,,1,2,.500,2,1,3,0,0,0,0,1,3
stepavl01,9:00,1,4,.250,0,0,,1,2,.500,2,0,2,0,1,0,0,5,3
schrede01,33:00,6,10,.600,2,4,.500,8,9,.889,1,6,7,5,0,0,1,3,22
owensbi01,30:00,6,12,.500,1,1,1.000,6,8,.750,4,4,8,4,0,0,3,1,19
ellisda01,29:00,5,13,.385,4,7,.571,1,2,.500,1,3,4,3,0,0,1,2,15
barrydr01,18:00,0,0,,0,0,,0,0,,1,2,3,3,0,1,2,1,0
williaa01,6:00,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,5,0
Team Totals,240,35,91,.385,8,22,.364,20,30,.667,21,25,46,23,8,1,11,26,98
Denver Nuggets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
mcdyean01,40:00,4,11,.364,0,0,,15,21,.714,4,11,15,4,0,5,4,3,23
taylojo01,40:00,3,7,.429,2,5,.400,3,4,.750,1,7,8,0,2,3,5,3,11
vanexni01,34:00,7,19,.368,3,7,.429,3,3,1.000,0,2,2,3,1,0,2,5,20
fortsda01,29:00,3,5,.600,0,0,,5,6,.833,2,6,8,3,1,1,1,4,11
billuch01,26:00,5,9,.556,3,5,.600,3,3,1.000,1,2,3,2,0,0,4,3,16
alexaco01,23:00,3,5,.600,1,2,.500,0,2,.000,0,2,2,5,1,1,0,3,7
stithbr01,22:00,2,4,.500,1,2,.500,1,1,1.000,2,2,4,1,1,0,2,3,6
willier01,21:00,3,4,.750,0,0,,0,0,,0,0,0,0,0,0,2,3,6
clarkke01,5:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,1,0,1,2
Team Totals,240,31,65,.477,10,21,.476,30,40,.750,10,32,42,18,6,11,20,28,102
