Indiana Pacers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
millere01,40:00,7,17,.412,3,7,.429,4,6,.667,0,1,1,0,2,0,0,2,21
davisda01,34:00,3,6,.500,0,0,,1,1,1.000,2,7,9,0,0,2,0,2,7
smitsri01,31:00,8,17,.471,0,0,,0,2,.000,1,5,6,0,0,0,4,5,16
jacksma01,31:00,2,8,.250,0,3,.000,2,2,1.000,1,3,4,10,0,0,0,3,6
mullich01,16:00,1,4,.250,1,1,1.000,2,2,1.000,0,2,2,1,1,0,0,1,5
mckeyde01,30:00,2,3,.667,0,0,,0,0,,3,0,3,0,3,0,0,2,4
roseja01,27:00,4,13,.308,0,3,.000,2,2,1.000,1,2,3,3,0,3,1,2,10
davisan01,23:00,3,5,.600,0,0,,1,2,.500,1,4,5,1,1,1,1,1,7
besttr01,22:00,5,8,.625,1,2,.500,2,2,1.000,1,4,5,4,2,0,1,3,13
perkisa01,11:00,1,4,.250,1,2,.500,0,0,,0,0,0,0,0,0,0,1,3
Team Totals,265,36,85,.424,6,18,.333,14,19,.737,10,28,38,19,9,6,7,22,92
Atlanta Hawks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
mutomdi01,51:00,2,5,.400,0,0,,6,9,.667,7,13,20,1,0,2,2,2,10
smithst01,49:00,8,25,.320,4,11,.364,2,2,1.000,1,5,6,5,0,0,3,4,22
blaylmo01,42:00,8,21,.381,4,12,.333,0,0,,2,4,6,6,2,1,4,4,20
hendeal01,37:00,5,11,.455,0,0,,2,2,1.000,5,3,8,1,1,0,1,3,12
crawfch01,17:00,2,6,.333,0,0,,2,3,.667,0,0,0,0,0,0,0,3,6
corbity01,37:00,4,10,.400,3,6,.500,1,2,.500,2,1,3,0,0,0,1,2,12
longgr01,18:00,2,4,.500,0,0,,4,4,1.000,0,3,3,0,0,0,5,3,8
johnsan02,12:00,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,1,1,0
westma01,2:00,0,1,.000,0,0,,0,0,,1,0,1,0,0,0,1,0,0
Team Totals,265,31,84,.369,11,29,.379,17,22,.773,18,30,48,14,3,3,18,22,90
