Orlando Magic
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
howardw01,42:14,6,10,.600,0,0,,6,12,.500,8,6,14,2,1,1,4,3,18,-3
stevede01,29:22,6,15,.400,0,1,.000,2,3,.667,0,2,2,2,1,0,0,4,14,-8
nelsoja01,25:45,5,12,.417,0,2,.000,0,0,,0,0,0,3,1,0,4,5,10,-15
turkohe01,25:44,2,7,.286,2,3,.667,2,2,1.000,0,3,3,3,0,0,0,6,8,-1
battito01,20:26,2,2,1.000,0,0,,0,0,,2,3,5,0,1,0,1,5,4,-6
arroyca01,24:50,4,9,.444,0,0,,6,6,1.000,0,5,5,3,1,0,2,1,14,+3
doolike01,21:19,3,10,.300,0,0,,4,5,.800,0,2,2,0,0,0,0,1,10,+11
milicda01,20:36,1,3,.333,0,0,,0,0,,2,1,3,0,0,2,0,2,2,-2
augmost01,17:00,0,4,.000,0,0,,1,4,.250,1,1,2,0,0,0,0,1,1,-5
outlabo01,12:44,2,2,1.000,0,0,,0,0,,1,4,5,0,1,0,1,3,4,+1
Team Totals,240,31,74,.419,2,6,.333,21,32,.656,14,27,41,13,6,3,12,31,85,
Utah Jazz
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
okurme01,37:13,7,15,.467,0,0,,8,14,.571,2,5,7,0,0,2,1,4,22,+7
kirilan01,35:52,4,8,.500,0,0,,10,10,1.000,2,7,9,5,0,6,4,2,18,+10
willide01,35:43,5,12,.417,3,5,.600,2,2,1.000,0,3,3,4,1,0,2,5,15,+2
palacmi01,32:42,2,7,.286,0,0,,1,4,.250,2,2,4,4,0,1,1,3,5,+11
collija03,31:43,3,8,.375,0,0,,6,7,.857,2,3,5,3,1,0,1,3,12,+13
boozeca01,17:11,3,6,.500,0,0,,0,0,,1,4,5,3,0,0,0,6,6,-6
mcleoke01,16:09,1,5,.200,1,1,1.000,0,0,,0,1,1,3,0,0,1,1,3,-1
harprma01,15:55,3,6,.500,0,0,,0,1,.000,0,1,1,0,0,0,0,1,6,-11
brownde02,11:26,0,2,.000,0,0,,3,4,.750,0,1,1,0,1,1,0,0,3,-2
ostergr01,6:06,0,1,.000,0,0,,0,0,,1,2,3,0,0,3,0,1,0,+2
Team Totals,240,28,70,.400,4,6,.667,30,42,.714,10,29,39,22,3,13,10,26,90,
