Charlotte Bobcats
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
feltora01,31:29,6,12,.500,2,5,.400,6,8,.750,1,1,2,7,0,0,2,2,20,-20
knighbr01,30:02,4,11,.364,0,0,,5,6,.833,0,2,2,4,1,0,3,1,13,-14
wallage01,26:40,2,10,.200,0,0,,2,5,.400,1,4,5,1,3,0,1,3,6,-11
brezepr01,25:33,7,11,.636,0,0,,2,2,1.000,2,1,3,1,0,0,1,1,16,-14
jonesju01,15:56,1,5,.200,0,2,.000,1,2,.500,1,2,3,0,0,0,0,2,3,-8
elyme01,25:33,3,7,.429,0,0,,2,2,1.000,1,7,8,1,0,0,0,1,8,+2
robinbe01,20:57,3,6,.500,0,0,,2,2,1.000,0,5,5,1,1,0,1,2,8,-14
carroma01,17:50,3,7,.429,1,3,.333,1,1,1.000,2,0,2,0,0,0,0,3,8,+5
anderal01,17:27,3,7,.429,1,2,.500,4,5,.800,2,1,3,3,0,0,0,1,11,+9
voskuja01,16:21,1,5,.200,0,0,,2,2,1.000,2,5,7,2,0,1,0,1,4,-4
burleke01,6:06,1,3,.333,0,1,.000,2,2,1.000,0,0,0,0,1,0,1,0,4,+7
baxtelo01,6:06,0,1,.000,0,0,,1,2,.500,0,3,3,1,1,0,0,0,1,+7
Team Totals,240,34,85,.400,4,13,.308,30,39,.769,12,31,43,21,7,1,9,17,102,
New Jersey Nets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jefferi01,38:38,13,19,.684,3,6,.500,11,15,.733,2,9,11,3,1,0,1,2,40,+22
kiddja01,36:38,5,12,.417,2,6,.333,1,1,1.000,2,8,10,12,3,0,5,2,13,+16
cartevi01,33:10,8,15,.533,1,5,.200,3,5,.600,3,3,6,6,0,2,4,3,20,+21
collija04,29:09,2,3,.667,0,0,,1,2,.500,0,7,7,1,0,1,0,2,5,+17
krstine01,23:09,5,8,.625,0,0,,2,2,1.000,0,4,4,1,1,0,0,3,12,+24
robincl02,28:36,6,11,.545,2,4,.500,0,0,,0,5,5,2,0,0,0,5,14,-3
vaughja01,13:40,0,0,,0,0,,0,0,,0,0,0,4,0,0,0,2,0,0
wrighan01,13:08,0,2,.000,0,1,.000,1,2,.500,0,1,1,1,0,0,1,2,1,-11
murrala01,11:04,2,6,.333,0,1,.000,1,3,.333,2,2,4,0,0,0,1,2,5,-8
planizo01,8:46,1,2,.500,0,0,,1,2,.500,1,0,1,1,0,0,0,2,3,-15
padgesc01,4:03,0,1,.000,0,1,.000,0,0,,0,0,0,0,1,0,0,1,0,-8
Team Totals,240,42,79,.532,8,24,.333,21,32,.656,10,39,49,31,6,3,12,26,113,
