Atlanta Hawks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
smithjo03,45:20,9,12,.750,1,2,.500,2,2,1.000,3,5,8,5,2,2,4,3,21,-3
johnsjo02,45:01,10,18,.556,1,2,.500,7,9,.778,0,2,2,6,0,0,2,0,28,-5
harrial01,31:17,4,13,.308,1,4,.250,5,6,.833,0,3,3,3,1,0,3,4,14,-7
iveyro01,26:08,2,7,.286,0,0,,0,0,,1,2,3,2,1,1,0,3,4,+4
pachuza01,16:35,1,3,.333,0,0,,2,4,.500,0,1,1,3,2,0,1,6,4,+3
willima02,26:20,2,5,.400,0,0,,3,4,.750,2,6,8,0,0,1,3,3,7,+11
stoudsa01,19:58,2,10,.200,0,1,.000,3,3,1.000,0,1,1,1,1,0,2,4,7,-8
batises01,18:52,2,3,.667,0,0,,0,0,,5,4,9,0,0,0,0,6,4,-1
edwarjo01,10:29,2,3,.667,0,0,,0,0,,0,4,4,0,0,1,0,5,4,-4
Team Totals,240,34,74,.459,3,9,.333,22,28,.786,11,28,39,20,7,5,15,34,93,
Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
willija02,37:01,5,10,.500,1,5,.200,3,3,1.000,0,3,3,7,0,1,2,1,14,+7
walkean02,36:33,6,12,.500,0,3,.000,1,2,.500,1,5,6,6,2,1,2,2,13,-11
hasleud01,32:18,5,9,.556,0,0,,5,6,.833,1,5,6,1,1,0,2,4,15,+15
onealsh01,25:40,5,7,.714,0,0,,11,20,.550,2,6,8,1,1,2,5,6,21,+4
poseyja01,16:39,0,1,.000,0,1,.000,0,0,,0,4,4,0,1,0,0,2,0,+1
paytoga01,30:24,1,6,.167,0,2,.000,0,2,.000,0,2,2,3,2,0,2,2,2,-1
anderde01,22:59,4,10,.400,2,5,.400,4,4,1.000,2,2,4,3,1,0,1,3,14,-1
mournal01,21:40,4,4,1.000,0,0,,3,5,.600,0,1,1,0,1,3,1,3,11,0
andersh01,16:46,2,4,.500,0,0,,1,2,.500,0,1,1,0,1,0,1,1,5,-4
Team Totals,240,32,63,.508,3,16,.188,28,44,.636,6,29,35,21,10,7,16,24,95,
