Utah Jazz
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
malonka01,39:00,9,21,.429,0,0,,5,6,.833,7,7,14,2,1,3,2,4,23
stockjo01,29:00,1,6,.167,1,3,.333,6,8,.750,0,2,2,9,3,0,0,3,9
spencfe01,25:00,1,5,.200,0,0,,0,1,.000,0,2,2,0,0,0,2,3,2
malonje01,24:00,2,10,.200,0,0,,3,3,1.000,1,2,3,0,0,0,0,1,7
russebr01,12:00,1,6,.167,0,0,,0,0,,2,0,2,1,1,0,1,1,2
corbity01,26:00,3,11,.273,0,1,.000,2,2,1.000,2,5,7,2,3,0,2,0,8
chambto01,24:00,5,10,.500,0,0,,3,3,1.000,2,3,5,2,0,0,1,4,13
humphja01,23:00,4,8,.500,3,3,1.000,0,0,,1,1,2,0,0,0,2,1,11
benoida01,16:00,3,6,.500,1,3,.333,0,0,,1,0,1,1,1,1,1,4,7
bondwa01,11:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,3,2
crottjo01,9:00,0,2,.000,0,0,,2,2,1.000,0,0,0,4,0,0,0,1,2
gallach01,2:00,2,2,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,4
Team Totals,240,32,88,.364,5,10,.500,21,25,.840,16,22,38,21,9,4,11,26,90
Los Angeles Lakers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
divacvl01,47:00,2,10,.200,0,1,.000,1,1,1.000,2,21,23,9,2,2,5,3,5
lynchge01,39:00,5,8,.625,0,0,,3,4,.750,5,7,12,3,1,0,2,3,13
smithto02,36:00,7,18,.389,1,2,.500,4,4,1.000,3,0,3,8,1,0,4,5,19
campbel01,25:00,2,4,.500,0,0,,3,3,1.000,2,2,4,1,0,2,0,1,7
vanexni01,4:00,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,1,4,0
threase01,31:00,3,9,.333,0,0,,2,3,.667,0,2,2,3,2,0,2,4,8
jordare01,25:00,9,12,.750,1,1,1.000,9,10,.900,3,2,5,3,1,1,2,2,28
worthja01,25:00,12,19,.632,0,0,,2,4,.500,0,1,1,3,0,0,0,1,26
rambiku01,8:00,0,2,.000,0,1,.000,1,2,.500,0,2,2,2,0,1,0,0,1
Team Totals,240,40,83,.482,2,6,.333,25,31,.806,15,37,52,33,7,6,16,23,107
