Portland Trail Blazers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
stricro02,43:00,6,15,.400,0,0,,0,0,,3,2,5,11,2,0,4,0,12
drexlcl01,35:00,13,24,.542,2,7,.286,1,2,.500,4,7,11,5,1,1,4,4,29
robincl02,34:00,6,15,.400,0,1,.000,1,2,.500,1,6,7,5,1,2,2,4,13
grantha01,32:00,9,20,.450,0,0,,3,4,.750,8,1,9,1,2,0,4,4,21
willibu01,28:00,0,2,.000,0,0,,0,0,,5,5,10,1,2,0,5,5,0
portete01,22:00,5,13,.385,3,5,.600,2,2,1.000,0,4,4,9,4,0,3,1,15
bryanma01,21:00,1,3,.333,0,0,,2,4,.500,0,5,5,1,0,1,1,2,4
kerseje01,18:00,6,8,.750,0,0,,2,2,1.000,2,4,6,1,0,0,0,4,14
murratr01,7:00,0,2,.000,0,0,,0,0,,0,1,1,0,1,2,0,3,0
Team Totals,240,46,102,.451,5,13,.385,11,16,.688,23,35,58,34,13,6,23,27,108
Golden State Warriors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
sprewla01,46:00,11,19,.579,4,8,.500,1,3,.333,0,2,2,8,3,3,6,4,27
owensbi01,43:00,7,15,.467,0,0,,8,9,.889,5,5,10,1,3,0,1,3,22
mullich01,42:00,7,18,.389,2,5,.400,4,9,.444,3,5,8,9,1,0,7,0,20
webbech01,32:00,5,11,.455,0,0,,2,6,.333,2,5,7,6,0,1,1,4,12
gatlich01,27:00,6,12,.500,0,0,,3,3,1.000,2,5,7,0,1,0,1,4,15
jennike01,18:00,2,5,.400,0,2,.000,3,5,.600,0,2,2,1,1,0,0,0,7
johnsav01,11:00,1,2,.500,0,0,,0,0,,0,0,0,2,1,0,1,0,2
alexavi01,10:00,3,4,.750,0,0,,0,0,,0,1,1,2,0,0,0,1,6
grayeje01,8:00,1,5,.200,0,1,.000,0,0,,1,1,2,1,0,0,0,0,2
houstby01,3:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0
Team Totals,240,43,91,.473,6,16,.375,21,35,.600,13,26,39,30,10,4,17,17,113
