Toronto Raptors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
oaklech01,41:00,5,8,.625,1,2,.500,0,0,,0,7,7,6,2,1,0,5,11
mcgratr01,39:00,9,21,.429,2,2,1.000,5,6,.833,8,2,10,2,2,1,6,3,25
cartevi01,37:00,3,20,.150,1,4,.250,9,10,.900,2,2,4,6,1,0,2,4,16
davisan01,37:00,3,6,.500,0,0,,3,6,.500,1,8,9,2,0,0,2,1,9
chrisdo01,26:00,1,5,.200,1,4,.250,2,4,.500,1,1,2,2,2,0,2,1,5
willike02,22:00,6,14,.429,0,0,,1,2,.500,2,9,11,1,0,0,0,3,13
boguemu01,22:00,2,5,.400,2,3,.667,0,0,,1,0,1,1,3,0,2,1,6
curryde01,10:00,1,2,.500,1,1,1.000,0,0,,0,1,1,1,0,0,1,1,3
brownde01,6:00,0,0,,0,0,,0,0,,0,2,2,2,1,0,0,1,0
Team Totals,240,30,81,.370,8,16,.500,20,28,.714,15,32,47,23,11,2,15,20,88
New York Knicks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
sprewla01,45:00,9,16,.563,1,1,1.000,2,4,.500,1,1,2,4,0,0,4,3,21
houstal01,40:00,7,15,.467,2,4,.500,5,6,.833,1,3,4,1,4,0,2,2,21
johnsla02,36:00,7,11,.636,1,3,.333,0,0,,1,5,6,2,2,0,1,3,15
ewingpa01,31:00,6,15,.400,0,0,,3,3,1.000,2,7,9,0,1,1,3,3,15
wardch01,16:00,0,2,.000,0,1,.000,2,2,1.000,0,2,2,5,1,1,1,3,2
childch01,31:00,3,5,.600,1,3,.333,5,6,.833,0,5,5,1,1,0,2,3,12
cambyma01,24:00,2,4,.500,0,0,,0,0,,0,5,5,1,0,2,2,5,4
thomaku01,15:00,1,4,.250,0,0,,0,0,,0,1,1,0,0,1,2,2,2
dudlech02,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
brunsri01,1:00,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0
Team Totals,240,35,72,.486,5,12,.417,17,21,.810,5,29,34,14,10,5,17,24,92
