Minnesota Timberwolves
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
sprewla01,49:00,9,22,.409,1,5,.200,6,6,1.000,1,8,9,6,2,2,4,2,25,+5
garneke01,44:00,11,23,.478,0,1,.000,8,9,.889,2,13,15,3,3,5,1,4,30,-6
hassetr01,39:00,7,12,.583,0,0,,2,2,1.000,2,1,3,5,0,1,2,5,16,-1
cassesa01,32:00,4,14,.286,1,4,.250,0,0,,0,2,2,4,1,0,1,6,9,+6
johnser02,30:00,4,4,1.000,0,0,,1,1,1.000,1,1,2,4,2,0,0,3,9,+19
hoibefr01,35:00,4,9,.444,4,8,.500,2,3,.667,1,4,5,0,0,0,0,1,14,-4
madsema01,14:00,2,2,1.000,0,0,,0,2,.000,1,4,5,0,0,1,0,3,4,-3
olowomi01,10:00,1,4,.250,0,0,,0,0,,0,0,0,0,1,0,0,3,2,-10
trentga01,8:00,1,2,.500,0,0,,0,2,.000,0,1,1,1,0,0,0,1,2,+7
martida01,4:00,0,1,.000,0,0,,3,4,.750,0,1,1,0,1,0,0,1,3,-8
Team Totals,265,43,93,.462,6,18,.333,22,29,.759,8,35,43,23,10,9,8,29,114,
Sacramento Kings
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
stojape01,49:00,10,24,.417,5,13,.385,4,7,.571,2,7,9,3,2,0,3,0,29,-5
webbech01,47:00,6,16,.375,0,1,.000,5,6,.833,0,9,9,3,0,0,2,5,17,-5
bibbymi01,43:00,7,15,.467,2,4,.500,3,3,1.000,0,5,5,10,1,2,4,6,19,+7
chrisdo01,42:00,7,14,.500,0,1,.000,10,11,.909,5,7,12,4,2,0,4,4,24,+3
divacvl01,22:00,3,5,.600,0,0,,3,5,.600,4,1,5,4,0,0,2,2,9,+1
millebr01,37:00,4,8,.500,0,0,,0,0,,4,6,10,2,0,1,1,5,8,+2
peelean01,24:00,3,9,.333,1,4,.250,0,0,,0,3,3,1,0,1,2,2,7,-8
buforro01,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Team Totals,265,40,91,.440,8,23,.348,25,32,.781,15,38,53,27,5,4,18,24,113,
