Chicago Bulls
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
jordami01,40:00,9,20,.450,0,2,.000,8,9,.889,2,3,5,5,3,0,2,2,26
pippesc01,40:00,10,17,.588,1,1,1.000,0,0,,4,7,11,9,6,0,3,4,21
grantho01,34:00,5,9,.556,0,0,,7,9,.778,3,7,10,0,1,0,0,3,17
cartwbi01,21:00,2,5,.400,0,0,,0,0,,1,4,5,2,1,0,1,3,4
paxsojo01,20:00,6,9,.667,0,0,,2,2,1.000,0,1,1,1,0,0,4,3,14
armstbj01,22:00,4,9,.444,1,1,1.000,2,2,1.000,1,2,3,0,1,1,2,1,11
kingst01,16:00,3,4,.750,0,0,,2,3,.667,1,0,1,3,0,1,1,2,8
hodgecr01,16:00,0,4,.000,0,3,.000,0,0,,0,0,0,2,1,0,1,2,0
perduwi01,14:00,2,7,.286,0,1,.000,0,0,,2,1,3,1,1,1,1,4,4
hopsode01,7:00,0,1,.000,0,0,,1,2,.500,1,0,1,1,0,0,0,1,1
levincl01,5:00,2,3,.667,0,0,,0,0,,0,0,0,0,0,0,1,1,4
willisc01,5:00,0,0,,0,0,,1,2,.500,1,0,1,0,0,0,0,2,1
Team Totals,240,43,88,.489,2,8,.250,23,29,.793,16,25,41,24,14,3,16,28,111
Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
seikaro01,41:00,7,10,.700,0,1,.000,10,16,.625,4,8,12,2,1,1,4,5,24
longgr01,41:00,5,8,.625,0,0,,4,6,.667,4,5,9,4,0,1,2,4,14
douglsh01,40:00,4,12,.333,0,2,.000,9,9,1.000,1,2,3,12,4,0,7,4,17
burtowi01,36:00,7,12,.583,0,1,.000,4,4,1.000,0,3,3,0,0,0,4,5,18
ricegl01,36:00,4,12,.333,0,2,.000,1,2,.500,2,2,4,3,2,0,3,1,9
edwarke01,26:00,8,14,.571,3,5,.600,0,0,,1,3,4,2,1,1,2,2,19
daviste01,9:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,2,0
colesbi01,8:00,0,0,,0,0,,0,0,,0,1,1,2,0,0,0,1,0
kesslal01,3:00,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0
Team Totals,240,35,71,.493,3,11,.273,28,37,.757,12,26,38,25,8,3,23,24,101
