GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201302100BOS,315,48,113,.425,8,26,.308,10,17,.588,15,50,65,25,10,11,21,19,114,0,0
201302120TOR,240,44,85,.518,6,16,.375,14,20,.700,18,27,45,24,13,5,18,20,108,0,0
201302130BRK,240,42,79,.532,12,17,.706,12,22,.545,11,18,29,25,8,5,14,24,108,0,0
201302190DEN,240,33,77,.429,7,20,.350,24,36,.667,10,35,45,21,7,3,7,17,97,1,1
201302220WAS,240,39,81,.481,4,22,.182,31,37,.838,8,28,36,27,11,5,11,24,113,0,0
201302230CHA,240,44,83,.530,7,19,.368,18,22,.818,11,29,40,30,11,10,17,28,113,0,1
201302250DEN,240,49,88,.557,5,18,.278,16,27,.593,13,31,44,30,13,7,9,25,119,1,1
201302270POR,240,45,87,.517,3,14,.214,18,31,.581,13,29,42,29,16,6,15,24,111,0,1
201303010DEN,240,43,95,.453,7,21,.333,12,17,.706,10,33,43,26,14,7,14,23,105,1,1
201303040DEN,240,46,86,.535,5,15,.333,7,9,.778,12,36,48,30,10,6,17,19,104,1,1
201303050SAC,240,46,85,.541,8,16,.500,20,32,.625,13,27,40,30,12,6,12,26,120,0,1
201303070DEN,240,43,77,.558,11,23,.478,10,12,.833,7,31,38,33,7,10,11,17,107,1,1
201303090DEN,240,42,78,.538,9,17,.529,18,22,.818,6,37,43,23,13,8,19,21,111,1,1
201303110PHO,240,44,86,.512,3,12,.250,17,25,.680,14,31,45,25,12,2,14,16,108,0,1
201303130DEN,240,41,84,.488,9,21,.429,26,37,.703,18,35,53,22,11,8,14,18,117,1,1
201303150DEN,240,35,77,.455,1,12,.083,16,22,.727,13,29,42,18,8,10,16,17,87,1,1
201303180CHI,265,46,100,.460,7,20,.350,20,27,.741,20,33,53,26,10,5,13,19,119,0,1
201303190OKC,240,43,96,.448,4,21,.190,24,29,.828,17,35,52,23,10,4,12,23,114,0,1
201303210DEN,240,37,76,.487,7,11,.636,20,27,.741,11,23,34,18,13,8,19,19,101,1,1
201303230DEN,240,37,85,.435,4,14,.286,23,32,.719,13,33,46,25,8,7,15,19,101,1,1
201303250NOH,240,25,66,.379,5,16,.313,31,39,.795,11,21,32,14,8,5,13,15,86,0,0
201303270SAS,240,42,88,.477,0,10,.000,15,17,.882,14,27,41,26,8,3,15,24,99,0,0
201303290DEN,240,42,74,.568,4,14,.286,21,31,.677,8,25,33,23,12,5,12,28,109,1,1
201304030UTA,240,41,73,.562,7,18,.389,24,32,.750,8,34,42,22,7,8,14,19,113,0,1
201304040DEN,240,35,89,.393,6,17,.353,19,30,.633,18,32,50,22,7,6,8,15,95,1,1
201304060DEN,240,54,99,.545,11,25,.440,13,21,.619,13,33,46,40,12,4,9,26,132,1,1
201304100DEN,240,39,86,.453,6,15,.400,12,21,.571,16,37,53,26,8,9,17,16,96,1,1
201304120DAL,265,41,93,.441,8,24,.333,15,21,.714,13,33,46,22,14,4,19,18,105,0,0
201304140DEN,240,43,81,.531,8,22,.364,24,27,.889,9,30,39,30,15,7,21,22,118,1,1
201304150MIL,240,37,85,.435,6,14,.429,32,46,.696,18,40,58,21,5,5,17,24,112,0,1
201304170DEN,240,49,93,.527,4,16,.250,16,20,.800,15,39,54,28,8,8,16,13,118,1,1
