GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201212300DET,240,36,77,.468,10,23,.435,12,17,.706,10,23,33,19,7,5,12,18,94,0,0
201301020MIL,240,43,88,.489,5,17,.294,19,24,.792,13,34,47,24,4,9,16,16,110,1,0
201301040MIL,240,39,87,.448,6,14,.429,17,23,.739,17,32,49,23,10,7,25,21,101,1,0
201301050IND,240,31,82,.378,5,18,.278,13,18,.722,13,26,39,18,7,10,13,14,80,0,0
201301080MIL,240,42,91,.462,9,17,.529,15,19,.789,18,28,46,25,6,10,11,18,108,1,1
201301090CHI,240,39,84,.464,10,22,.455,16,21,.762,11,37,48,21,11,15,16,18,104,0,1
201301110MIL,240,36,91,.396,1,16,.063,14,19,.737,13,35,48,16,6,12,12,19,87,1,0
201301130TOR,240,40,77,.519,8,19,.421,19,23,.826,8,24,32,29,5,6,12,25,107,0,1
201301150LAL,240,34,95,.358,7,28,.250,13,22,.591,21,33,54,15,4,4,11,14,88,0,0
201301170PHO,240,39,92,.424,6,16,.375,14,20,.700,13,38,51,24,7,11,18,18,98,0,1
201301190POR,240,39,88,.443,6,18,.333,26,32,.813,10,33,43,26,12,4,14,22,110,0,1
201301220MIL,240,41,79,.519,7,16,.438,21,33,.636,12,26,38,24,10,5,12,13,110,1,1
201301250CLE,240,43,92,.467,14,28,.500,8,13,.615,11,30,41,34,6,6,17,20,108,0,0
201301260MIL,240,41,101,.406,13,30,.433,14,20,.700,22,36,58,24,7,7,12,15,109,1,1
201301290DET,240,46,98,.469,11,23,.478,14,22,.636,21,27,48,28,13,8,10,21,117,0,1
201301300MIL,240,34,82,.415,6,14,.429,14,19,.737,15,26,41,17,3,7,18,19,88,1,0
201302010NYK,240,33,83,.398,8,20,.400,12,17,.706,12,28,40,18,7,3,13,22,86,0,0
201302020MIL,240,42,90,.467,9,24,.375,14,20,.700,14,28,42,26,6,9,16,16,107,1,1
201302050DEN,240,48,100,.480,3,16,.188,5,11,.455,12,32,44,27,6,11,16,28,104,0,0
201302060UTA,240,29,82,.354,6,19,.316,22,29,.759,9,28,37,15,12,9,16,21,86,0,0
201302090MIL,240,34,86,.395,7,17,.412,25,28,.893,12,30,42,19,12,7,13,14,100,1,0
201302110MIL,240,36,95,.379,5,23,.217,13,22,.591,17,26,43,23,13,5,9,17,90,1,0
201302130MIL,240,37,88,.420,4,18,.222,16,21,.762,16,25,41,21,9,10,13,21,94,1,1
201302190BRK,265,46,96,.479,7,20,.350,12,18,.667,12,31,43,23,4,10,8,21,111,0,0
201302200MIL,240,35,75,.467,6,14,.429,18,31,.581,7,41,48,22,5,9,17,24,94,1,0
201302230MIL,240,41,89,.461,4,12,.333,16,20,.800,17,41,58,28,8,2,17,14,102,1,0
201302260DAL,240,34,82,.415,7,18,.389,20,26,.769,8,31,39,22,10,1,12,20,95,0,1
201302270HOU,240,43,89,.483,9,24,.375,15,20,.750,9,34,43,27,10,6,17,23,110,0,1
201303020MIL,265,46,92,.500,5,14,.357,25,30,.833,13,35,48,32,8,7,14,20,122,1,1
201303040MIL,265,45,95,.474,10,24,.417,9,13,.692,12,30,42,29,13,10,17,23,109,1,1
201303060LAC,240,38,79,.481,13,29,.448,12,15,.800,5,29,34,29,6,1,13,14,101,0,0
201303090GSW,240,38,78,.487,13,28,.464,14,19,.737,6,36,42,29,8,5,15,20,103,0,1
201303100SAC,240,40,87,.460,7,19,.368,28,38,.737,11,33,44,22,6,8,9,24,115,0,1
201303120MIL,240,43,89,.483,8,21,.381,14,17,.824,7,35,42,30,8,6,9,22,108,1,0
201303130WAS,240,39,85,.459,6,18,.333,9,12,.750,11,33,44,23,8,4,14,22,93,0,0
201303150MIL,240,33,89,.371,9,25,.360,19,21,.905,19,29,48,18,6,4,10,16,94,1,0
201303170MIL,240,40,90,.444,12,27,.444,23,26,.885,13,33,46,25,6,3,14,13,115,1,1
201303190MIL,240,42,87,.483,9,19,.474,9,13,.692,15,28,43,29,8,8,11,12,102,1,1
201303200ATL,240,37,99,.374,8,19,.421,8,11,.727,16,30,46,20,7,8,10,17,90,0,0
201303220IND,240,31,101,.307,3,19,.158,13,22,.591,22,30,52,17,4,6,8,21,78,0,0
201303240MIL,240,42,92,.457,5,21,.238,10,18,.556,19,31,50,26,6,5,15,17,99,1,0
201303270PHI,240,37,89,.416,6,24,.250,12,13,.923,14,30,44,18,9,3,14,9,92,0,0
201303280MIL,240,45,93,.484,7,19,.368,16,22,.727,15,28,43,22,12,4,12,25,113,1,1
201303300MIL,240,37,98,.378,12,29,.414,13,15,.867,19,26,45,24,7,2,9,20,99,1,0
201304010MIL,240,51,100,.510,14,27,.519,15,17,.882,14,31,45,32,7,2,10,21,131,1,1
201304030MIL,240,42,96,.438,8,23,.348,6,9,.667,20,25,45,19,10,9,19,15,98,1,0
201304050NYK,240,29,76,.382,12,30,.400,13,18,.722,8,32,40,16,5,2,13,16,83,0,0
201304060MIL,240,36,76,.474,6,19,.316,22,29,.759,9,31,40,27,11,12,15,22,100,1,1
201304090MIA,240,33,75,.440,9,25,.360,8,14,.571,5,32,37,19,13,2,19,15,83,0,0
201304100ORL,265,39,101,.386,8,28,.286,17,26,.654,15,41,56,26,7,11,12,16,103,0,0
201304120ATL,240,38,92,.413,17,33,.515,11,16,.688,13,35,48,27,14,4,18,19,104,0,0
201304130CHA,240,34,87,.391,9,29,.310,8,12,.667,9,27,36,23,6,3,12,20,85,0,0
201304150MIL,240,42,100,.420,12,35,.343,15,23,.652,18,26,44,25,10,6,11,24,111,1,0
201304170OKC,240,36,85,.424,10,27,.370,13,18,.722,17,36,53,18,5,3,12,11,95,0,1
