GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201210310DET,240,39,79,.494,10,27,.370,17,23,.739,12,33,45,28,12,3,20,24,105,0,1
201211020ATL,240,38,90,.422,8,30,.267,25,29,.862,23,35,58,22,8,2,21,18,109,0,1
201211030HOU,265,34,96,.354,5,26,.192,12,18,.667,16,40,56,19,12,4,18,16,85,1,0
201211070HOU,240,31,84,.369,8,33,.242,17,23,.739,16,27,43,18,15,2,18,22,87,1,0
201211090MEM,240,31,76,.408,9,27,.333,14,15,.933,8,33,41,17,5,6,20,17,85,0,0
201211100HOU,240,33,82,.402,9,26,.346,21,26,.808,8,34,42,23,10,3,14,17,96,1,1
201211120HOU,240,36,80,.450,12,34,.353,26,33,.788,11,29,40,25,5,6,11,20,110,1,0
201211140HOU,240,36,80,.450,10,29,.345,18,22,.818,7,33,40,19,3,7,11,17,100,1,1
201211160POR,265,41,88,.466,9,25,.360,26,31,.839,16,31,47,24,9,3,18,29,117,0,0
201211180LAL,240,44,90,.489,9,23,.391,11,18,.611,11,31,42,30,8,1,15,22,108,0,0
201211190UTA,240,30,86,.349,7,21,.333,24,31,.774,15,34,49,18,4,9,14,22,91,0,0
201211210HOU,240,32,74,.432,7,19,.368,22,31,.710,10,35,45,15,8,6,23,18,93,1,1
201211230HOU,240,46,89,.517,14,25,.560,25,28,.893,11,38,49,22,8,6,14,17,131,1,1
201211270HOU,240,44,83,.530,13,26,.500,16,21,.762,12,33,45,30,11,1,14,15,117,1,1
201211280OKC,240,36,87,.414,8,21,.381,18,30,.600,16,22,38,20,11,2,16,16,98,0,0
201212010HOU,240,46,83,.554,11,22,.500,21,26,.808,10,28,38,26,9,7,16,17,124,1,1
201212040HOU,240,38,101,.376,7,34,.206,24,31,.774,21,29,50,22,7,4,10,28,107,1,1
201212070SAS,240,37,95,.389,11,33,.333,7,8,.875,10,27,37,23,11,2,18,14,92,0,0
201212080HOU,240,35,72,.486,12,35,.343,27,38,.711,4,33,37,28,8,4,19,26,109,1,0
201212100HOU,265,41,97,.423,16,30,.533,28,36,.778,11,29,40,24,12,8,14,21,126,1,0
201212120HOU,240,34,76,.447,9,24,.375,22,30,.733,6,41,47,19,6,8,18,19,99,1,1
201212140HOU,240,37,76,.487,10,27,.370,17,23,.739,7,38,45,23,7,8,17,16,101,1,1
201212160TOR,240,32,78,.410,7,23,.304,25,32,.781,8,36,44,14,6,1,12,19,96,0,0
201212170NYK,240,40,78,.513,10,29,.345,19,24,.792,6,36,42,18,13,4,17,16,109,0,1
201212190HOU,240,42,75,.560,11,27,.407,30,36,.833,7,34,41,29,4,3,10,20,125,1,1
201212220HOU,240,44,82,.537,12,28,.429,21,26,.808,9,29,38,32,11,5,15,13,121,1,1
201212250CHI,240,46,82,.561,8,20,.400,20,24,.833,10,35,45,25,8,5,10,21,120,0,1
201212260MIN,240,33,81,.407,9,31,.290,12,15,.800,7,40,47,19,7,2,16,19,87,0,1
201212280SAS,240,45,86,.523,11,32,.344,15,26,.577,12,27,39,27,11,1,24,22,116,0,0
201212290HOU,240,33,83,.398,8,30,.267,20,27,.741,6,30,36,18,13,2,24,19,94,1,0
201212310HOU,240,45,84,.536,16,29,.552,17,22,.773,4,36,40,30,10,5,9,11,123,1,1
201301020HOU,240,41,83,.494,5,24,.208,17,23,.739,11,38,49,21,5,3,11,16,104,1,1
201301040MIL,240,45,83,.542,13,33,.394,12,19,.632,8,27,35,30,13,3,19,20,115,0,1
201301050CLE,240,37,79,.468,12,34,.353,26,36,.722,12,31,43,23,11,4,17,23,112,0,1
201301080HOU,240,48,87,.552,11,25,.440,18,23,.783,9,33,42,26,8,4,18,15,125,1,1
201301090NOH,240,30,75,.400,9,27,.333,10,13,.769,10,29,39,15,9,3,22,20,79,0,0
201301110BOS,240,35,80,.438,9,33,.273,12,29,.414,12,26,38,23,9,1,14,21,91,0,0
201301120PHI,240,37,84,.440,8,32,.250,18,22,.818,9,33,42,21,6,0,16,18,100,0,0
201301150HOU,240,41,82,.500,13,37,.351,14,25,.560,12,22,34,25,10,1,15,23,109,1,0
201301160DAL,240,33,84,.393,11,27,.407,23,30,.767,9,43,52,17,6,6,16,29,100,0,0
201301180IND,240,34,83,.410,13,30,.433,14,16,.875,11,25,36,21,7,10,18,17,95,0,0
201301190MIN,240,25,78,.321,8,31,.258,21,28,.750,21,22,43,14,8,2,20,29,79,0,0
201301210CHA,240,29,74,.392,10,29,.345,32,41,.780,11,36,47,20,7,3,13,23,100,0,1
201301230HOU,240,37,83,.446,11,34,.324,10,13,.769,7,31,38,24,8,7,22,21,95,1,0
201301250NOH,240,34,71,.479,11,21,.524,21,26,.808,13,31,44,23,8,7,21,24,100,0,1
201301260HOU,240,43,87,.494,12,28,.429,21,27,.778,14,36,50,31,6,3,11,18,119,1,1
201301280UTA,240,47,89,.528,16,34,.471,15,18,.833,10,34,44,27,12,4,5,18,125,0,1
201301300DEN,240,39,81,.481,8,27,.296,24,35,.686,10,32,42,22,11,6,21,29,110,0,0
201302020HOU,240,42,82,.512,7,20,.350,18,23,.783,14,36,50,27,5,5,14,19,109,1,1
201302050HOU,240,46,91,.505,23,40,.575,25,35,.714,14,34,48,35,6,2,8,24,140,1,1
201302060MIA,240,39,80,.488,9,25,.360,21,25,.840,8,31,39,19,6,2,16,26,108,0,0
201302080HOU,240,47,79,.595,12,26,.462,12,16,.750,7,32,39,27,5,9,10,19,118,1,1
201302100SAC,240,44,89,.494,10,33,.303,13,17,.765,14,29,43,29,6,7,15,21,111,0,0
201302120GSW,240,43,91,.473,10,34,.294,20,25,.800,10,38,48,32,8,3,11,21,116,0,1
201302130LAC,240,36,82,.439,5,24,.208,19,22,.864,13,28,41,18,10,2,21,23,96,0,0
201302200HOU,240,44,92,.478,15,33,.455,19,23,.826,11,31,42,26,14,4,18,23,122,1,1
201302220BRK,240,41,77,.532,16,30,.533,8,12,.667,7,30,37,25,5,4,16,22,106,0,1
201302230WAS,240,38,84,.452,19,46,.413,8,14,.571,13,26,39,24,7,3,16,19,103,0,0
201302270HOU,240,42,89,.472,7,23,.304,16,25,.640,13,34,47,26,11,1,17,20,107,1,0
201303010ORL,240,42,77,.545,15,32,.469,19,28,.679,9,25,34,28,8,1,12,16,118,0,1
201303030HOU,240,46,80,.575,14,34,.412,30,40,.750,10,35,45,30,13,0,13,21,136,1,1
201303060DAL,240,35,78,.449,12,32,.375,26,33,.788,8,32,40,22,5,5,12,18,108,0,0
201303080GSW,240,27,74,.365,15,35,.429,25,34,.735,7,38,45,21,11,2,12,17,94,0,1
201303090PHO,240,37,86,.430,19,41,.463,12,18,.667,15,24,39,22,10,5,19,24,105,0,0
201303130HOU,240,39,76,.513,10,21,.476,23,30,.767,11,35,46,26,10,5,22,12,111,1,1
201303150HOU,240,36,74,.486,11,31,.355,25,31,.806,12,32,44,25,7,2,18,20,108,1,1
201303170HOU,240,28,86,.326,9,35,.257,13,16,.813,12,36,48,16,6,5,15,15,78,1,0
201303200HOU,240,34,76,.447,6,23,.261,26,32,.813,9,35,44,15,10,4,15,23,100,1,1
201303220HOU,240,44,77,.571,10,29,.345,18,27,.667,13,41,54,26,8,6,22,18,116,1,1
201303240HOU,240,32,80,.400,9,26,.346,23,27,.852,12,32,44,19,7,7,13,22,96,1,1
201303270HOU,240,32,83,.386,6,21,.286,21,26,.808,15,27,42,18,7,4,14,25,91,1,0
201303290MEM,240,34,81,.420,9,27,.333,17,21,.810,15,20,35,19,10,5,14,26,94,0,0
201303300HOU,240,35,80,.438,9,24,.375,19,27,.704,12,36,48,17,7,5,20,18,98,1,1
201304010HOU,240,44,98,.449,9,29,.310,14,22,.636,20,34,54,27,4,6,9,19,111,1,1
201304030SAC,240,42,86,.488,10,30,.333,18,21,.857,12,35,47,32,7,4,19,28,112,0,1
201304050POR,240,39,76,.513,12,28,.429,26,35,.743,10,34,44,24,8,4,12,18,116,0,1
201304060DEN,240,39,83,.470,14,34,.412,22,32,.688,11,30,41,30,5,10,18,22,114,0,0
201304090HOU,240,37,86,.430,6,30,.200,21,24,.875,15,29,44,19,11,5,16,16,101,1,1
201304120HOU,240,23,74,.311,11,32,.344,21,28,.750,15,36,51,18,4,7,20,26,78,1,0
201304140HOU,240,45,83,.542,13,27,.481,18,24,.750,6,40,46,28,11,12,17,17,121,1,1
201304150PHO,240,43,92,.467,11,29,.379,15,23,.652,8,35,43,21,5,11,16,21,112,0,0
201304170LAL,265,35,84,.417,8,33,.242,17,24,.708,9,37,46,21,6,5,13,28,95,0,0
