GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201210300LAL,240,38,77,.494,3,13,.231,12,31,.387,15,31,46,24,6,5,14,21,91,1,0
201210310POR,240,36,72,.500,8,18,.444,26,32,.813,15,30,45,21,6,2,24,29,106,0,0
201211020LAL,240,34,68,.500,7,16,.438,20,28,.714,7,31,38,15,7,7,20,23,95,1,0
201211040LAL,240,40,77,.519,10,22,.455,18,26,.692,16,30,46,27,11,8,15,20,108,1,1
201211070UTA,240,25,74,.338,4,23,.174,32,46,.696,15,33,48,11,10,3,18,14,86,0,0
201211090LAL,240,36,90,.400,8,28,.286,21,28,.750,16,42,58,22,9,6,16,14,101,1,1
201211110LAL,240,36,81,.444,8,25,.320,23,30,.767,18,32,50,23,6,7,17,13,103,1,1
201211130LAL,240,31,74,.419,6,20,.300,14,22,.636,13,35,48,18,5,9,17,14,82,1,0
201211160LAL,240,42,89,.472,8,21,.381,22,28,.786,17,31,48,25,7,9,11,15,114,1,1
201211180LAL,240,46,85,.541,9,20,.450,18,28,.643,9,32,41,27,10,3,13,15,119,1,1
201211200LAL,240,35,73,.479,6,21,.286,19,37,.514,8,35,43,23,5,5,11,18,95,1,1
201211210SAC,240,29,65,.446,12,26,.462,27,39,.692,6,27,33,16,6,4,20,22,97,0,0
201211230MEM,240,33,74,.446,12,27,.444,20,24,.833,11,17,28,19,6,5,18,28,98,0,0
201211240DAL,240,40,82,.488,12,22,.545,23,34,.676,11,50,61,21,11,4,19,23,115,0,1
201211270LAL,240,24,76,.316,6,28,.214,23,43,.535,15,41,56,13,10,5,19,25,77,1,0
201211300LAL,240,47,87,.540,17,33,.515,11,17,.647,15,31,46,33,11,6,15,22,122,1,1
201212020LAL,240,36,86,.419,6,17,.353,25,39,.641,12,34,46,20,5,2,11,16,103,1,0
201212040HOU,240,38,83,.458,7,21,.333,22,34,.647,15,38,53,16,7,11,18,25,105,0,0
201212050NOH,240,37,80,.463,13,28,.464,16,22,.727,9,37,46,24,11,8,9,16,103,0,1
201212070OKC,240,36,84,.429,11,28,.393,25,31,.806,15,30,45,17,11,5,17,23,108,0,0
201212090LAL,240,40,85,.471,15,28,.536,15,18,.833,17,22,39,29,5,7,14,21,110,1,0
201212110CLE,240,31,75,.413,7,27,.259,25,40,.625,15,39,54,11,7,3,18,22,94,0,0
201212130NYK,240,35,84,.417,12,37,.324,25,29,.862,12,32,44,13,4,4,13,21,107,0,0
201212140WAS,240,37,82,.451,8,29,.276,20,28,.714,13,32,45,18,10,6,13,20,102,0,1
201212160PHI,240,39,80,.488,14,34,.412,19,24,.792,11,30,41,22,13,4,14,9,111,0,1
201212180LAL,240,35,88,.398,10,31,.323,21,27,.778,16,32,48,21,6,10,11,18,101,1,1
201212220GSW,265,49,107,.458,9,27,.333,11,14,.786,15,34,49,33,9,3,20,20,118,0,1
201212250LAL,240,37,77,.481,5,21,.238,21,31,.677,8,34,42,22,4,4,11,17,100,1,1
201212260DEN,240,41,83,.494,11,29,.379,21,30,.700,11,27,38,29,2,8,14,23,114,0,0
201212280LAL,240,40,86,.465,7,24,.292,17,28,.607,16,36,52,29,4,7,11,15,104,1,1
201301010LAL,240,37,94,.394,3,22,.136,22,33,.667,14,38,52,17,5,6,7,17,99,1,0
201301040LAC,240,35,76,.461,6,25,.240,26,36,.722,10,26,36,19,9,6,12,22,102,0,0
201301060LAL,240,38,82,.463,10,30,.333,19,27,.704,13,35,48,30,4,11,18,20,105,1,0
201301080HOU,240,43,91,.473,14,31,.452,12,13,.923,9,28,37,25,10,5,16,21,112,0,0
201301090SAS,240,44,95,.463,8,27,.296,9,15,.600,6,34,40,22,12,2,9,14,105,0,0
201301110LAL,240,39,98,.398,6,28,.214,17,22,.773,16,30,46,23,7,5,12,19,101,1,0
201301130LAL,240,40,69,.580,13,25,.520,20,27,.741,7,34,41,32,11,5,22,13,113,1,1
201301150LAL,240,42,84,.500,10,29,.345,10,18,.556,8,38,46,30,5,7,8,20,104,1,1
201301170LAL,240,31,72,.431,10,22,.455,18,28,.643,8,34,42,22,3,1,20,23,90,1,0
201301200TOR,240,38,88,.432,9,27,.333,18,21,.857,12,25,37,20,7,4,13,15,103,0,0
201301210CHI,240,32,81,.395,3,17,.176,16,23,.696,15,35,50,15,5,9,15,16,83,0,0
201301230MEM,240,31,73,.425,7,17,.412,24,32,.750,7,27,34,15,5,8,15,13,93,0,0
201301250LAL,240,43,80,.538,9,21,.429,7,13,.538,12,33,45,26,7,3,18,14,102,1,1
201301270LAL,240,41,74,.554,7,17,.412,16,29,.552,6,37,43,29,6,3,13,20,105,1,1
201301290LAL,240,39,79,.494,12,33,.364,21,33,.636,9,41,50,34,7,4,14,17,111,1,1
201301300PHO,240,33,78,.423,8,27,.296,12,19,.632,11,35,46,19,7,4,19,16,86,0,0
201302010MIN,240,39,92,.424,12,32,.375,21,25,.840,17,40,57,27,6,6,12,14,111,0,1
201302030DET,240,39,83,.470,6,20,.300,14,22,.636,7,34,41,24,9,3,14,15,98,0,1
201302050BRK,240,37,82,.451,3,13,.231,15,18,.833,5,35,40,20,5,5,13,18,92,0,1
201302070BOS,240,36,87,.414,5,23,.217,18,30,.600,13,30,43,16,2,3,12,19,95,0,0
201302080CHA,240,36,80,.450,8,26,.308,20,25,.800,6,40,46,23,6,10,13,17,100,0,1
201302100MIA,240,35,70,.500,7,12,.583,20,26,.769,5,24,29,16,9,3,14,17,97,0,0
201302120LAL,240,36,83,.434,7,21,.333,12,18,.667,12,36,48,23,9,5,19,15,91,1,1
201302140LAL,240,38,75,.507,6,20,.300,19,27,.704,10,27,37,30,9,2,16,17,101,1,0
201302200LAL,240,42,83,.506,7,22,.318,22,31,.710,14,35,49,24,5,3,12,21,113,1,1
201302220LAL,240,40,85,.471,6,18,.333,25,34,.735,12,35,47,18,8,5,16,14,111,1,1
201302240DAL,240,34,72,.472,13,25,.520,22,31,.710,7,38,45,17,7,2,16,16,103,0,1
201302250DEN,240,43,78,.551,8,19,.421,14,31,.452,8,28,36,21,6,5,15,17,108,0,0
201302280LAL,240,44,83,.530,16,32,.500,12,21,.571,13,36,49,30,7,6,14,20,116,1,1
201303030LAL,240,38,78,.487,10,21,.476,13,18,.722,7,36,43,21,9,1,21,19,99,1,1
201303050OKC,240,31,77,.403,12,29,.414,31,40,.775,16,30,46,11,0,1,16,21,105,0,0
201303060NOH,240,38,78,.487,11,28,.393,21,29,.724,6,30,36,26,9,6,11,17,108,0,1
201303080LAL,265,39,91,.429,14,39,.359,26,36,.722,14,33,47,23,10,5,13,14,118,1,1
201303100LAL,240,39,86,.453,5,26,.192,7,14,.500,19,31,50,21,5,9,13,16,90,1,1
201303120ORL,240,34,73,.466,9,25,.360,29,47,.617,7,34,41,20,8,5,10,16,106,0,1
201303130ATL,240,36,92,.391,8,29,.276,12,16,.750,12,33,45,17,6,1,8,21,92,0,0
201303150IND,240,33,78,.423,13,26,.500,20,30,.667,7,41,48,27,9,8,15,17,99,0,1
201303170LAL,240,41,72,.569,12,28,.429,19,29,.655,6,37,43,28,2,7,13,12,113,1,1
201303180PHO,240,29,87,.333,5,22,.227,13,16,.813,14,31,45,15,10,1,18,13,76,0,0
201303220LAL,240,39,81,.481,11,23,.478,11,17,.647,9,39,48,27,5,3,17,15,100,1,0
201303250GSW,240,36,91,.396,6,26,.231,25,36,.694,15,36,51,17,6,2,9,15,103,0,0
201303270MIN,240,44,82,.537,10,22,.455,22,38,.579,12,32,44,27,10,9,21,25,120,0,1
201303280MIL,240,34,77,.442,5,20,.250,30,39,.769,11,29,40,19,7,6,18,20,103,0,0
201303300SAC,240,38,82,.463,10,30,.333,17,26,.654,15,27,42,28,9,7,7,16,103,0,1
201304020LAL,240,36,81,.444,8,24,.333,21,33,.636,19,38,57,23,8,8,16,16,101,1,1
201304050LAL,240,34,74,.459,5,20,.250,13,18,.722,8,35,43,22,5,2,18,17,86,1,1
201304070LAC,240,33,76,.434,7,24,.292,22,30,.733,10,26,36,25,6,5,11,14,95,0,0
201304090LAL,240,40,79,.506,7,25,.280,17,22,.773,9,33,42,26,9,8,15,16,104,1,1
201304100POR,240,43,73,.589,6,19,.316,21,24,.875,6,33,39,19,7,9,15,17,113,0,1
201304120LAL,240,34,66,.515,12,25,.480,38,50,.760,3,33,36,22,2,2,12,17,118,1,1
201304140LAL,240,31,85,.365,9,27,.333,20,31,.645,16,42,58,18,6,7,14,14,91,1,1
201304170LAL,265,33,90,.367,10,32,.313,23,34,.676,17,40,57,27,6,6,12,17,99,1,1
