GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201212080MIA,240,35,78,.449,8,18,.444,12,13,.923,9,25,34,16,5,3,17,23,90,0,0
201212110NOH,240,26,80,.325,4,16,.250,14,22,.636,12,42,54,14,8,9,15,28,70,1,0
201212120OKC,240,33,83,.398,9,22,.409,13,16,.813,13,30,43,20,7,7,10,26,88,0,0
201212140NOH,240,42,78,.538,11,24,.458,7,10,.700,7,23,30,26,5,6,14,16,102,1,0
201212160POR,240,36,80,.450,11,20,.550,11,15,.733,16,27,43,21,5,1,14,15,94,0,0
201212180GSW,240,35,75,.467,9,27,.333,17,17,1.000,7,26,33,23,11,3,14,24,96,0,0
201212190LAC,240,29,75,.387,2,19,.105,17,22,.773,14,28,42,15,3,5,20,18,77,0,0
201212210SAS,240,39,86,.453,2,16,.125,14,16,.875,11,33,44,15,6,3,12,18,94,0,0
201212220NOH,240,33,82,.402,4,11,.364,5,7,.714,15,27,42,18,10,10,12,24,75,1,0
201212260ORL,240,38,76,.500,2,12,.167,19,20,.950,8,28,36,19,5,7,8,17,97,0,1
201212280NOH,265,37,82,.451,5,13,.385,18,24,.750,11,40,51,23,2,6,16,23,97,1,0
201212290CHA,240,35,82,.427,11,24,.458,17,23,.739,13,25,38,24,10,9,15,20,98,0,1
201301010NOH,240,36,82,.439,10,20,.500,4,12,.333,14,33,47,20,3,5,13,17,86,1,0
201301020HOU,240,38,90,.422,5,16,.313,11,20,.550,14,32,46,21,5,4,10,20,92,0,0
201301050DAL,265,39,86,.453,8,21,.381,13,16,.813,6,38,44,23,7,3,10,10,99,0,1
201301070NOH,240,40,83,.482,5,13,.385,10,12,.833,14,28,42,23,12,3,14,15,95,1,1
201301090NOH,240,35,84,.417,5,19,.263,13,16,.813,16,30,46,26,11,10,16,17,88,1,1
201301110NOH,240,44,84,.524,8,22,.364,8,9,.889,12,32,44,29,5,3,12,26,104,1,1
201301130NYK,240,33,82,.402,4,23,.174,17,22,.773,12,35,47,14,6,4,13,23,87,0,0
201301150PHI,240,44,83,.530,10,18,.556,13,18,.722,15,33,48,22,6,6,14,18,111,0,1
201301160BOS,240,31,71,.437,2,17,.118,26,31,.839,11,37,48,12,5,3,17,21,90,0,1
201301190NOH,240,45,79,.570,9,24,.375,13,23,.565,11,26,37,30,11,6,16,26,112,1,0
201301210NOH,240,43,89,.483,12,25,.480,16,21,.762,20,29,49,25,4,4,15,27,114,1,1
201301230SAS,240,38,81,.469,10,17,.588,16,23,.696,10,36,46,24,6,4,13,20,102,0,0
201301250NOH,240,31,80,.388,3,20,.150,17,20,.850,12,22,34,20,8,7,15,26,82,1,0
201301270MEM,240,33,77,.429,9,20,.450,16,23,.696,14,29,43,20,6,7,15,19,91,0,1
201301290LAL,240,39,92,.424,9,19,.474,19,21,.905,8,29,37,21,8,0,9,25,106,0,0
201301300UTA,240,37,78,.474,8,22,.364,17,28,.607,10,33,43,22,5,7,12,32,99,0,0
201302010DEN,240,38,72,.528,4,13,.308,18,21,.857,5,31,36,19,4,8,21,20,98,0,0
201302020MIN,240,28,70,.400,3,14,.214,27,33,.818,9,19,28,15,12,4,23,25,86,0,0
201302060NOH,240,39,75,.520,4,14,.286,11,17,.647,9,24,33,24,10,7,11,17,93,1,1
201302080ATL,240,45,86,.523,9,16,.563,12,18,.667,11,33,44,24,4,5,13,19,111,0,1
201302100TOR,240,34,69,.493,5,13,.385,16,25,.640,6,27,33,16,3,7,17,17,89,0,0
201302110DET,240,41,83,.494,10,21,.476,13,14,.929,10,39,49,26,7,10,14,25,105,0,1
201302130NOH,240,41,87,.471,5,12,.417,12,18,.667,15,37,52,26,7,6,6,13,99,1,1
201302190NOH,240,35,84,.417,4,17,.235,13,20,.650,11,28,39,23,8,7,15,16,87,1,0
201302200CLE,240,37,76,.487,7,15,.467,19,22,.864,11,28,39,16,2,6,13,28,100,0,0
201302220NOH,240,37,91,.407,5,17,.294,21,24,.875,14,31,45,25,8,4,12,20,100,1,0
201302240NOH,240,45,89,.506,6,16,.375,14,15,.933,15,31,46,31,5,9,9,13,110,1,1
201302260NOH,240,40,87,.460,5,14,.357,12,15,.800,12,26,38,22,8,8,7,22,97,1,0
201302270OKC,240,27,77,.351,6,21,.286,14,18,.778,7,18,25,17,5,4,12,23,74,0,0
201303010NOH,240,35,81,.432,7,20,.350,23,31,.742,18,29,47,17,5,7,11,16,100,1,1
201303040NOH,240,37,80,.463,8,21,.381,20,26,.769,11,29,40,21,1,10,11,21,102,1,0
201303060NOH,240,38,88,.432,9,24,.375,17,20,.850,15,37,52,24,5,8,17,23,102,1,0
201303090MEM,240,34,79,.430,2,12,.167,15,17,.882,11,31,42,17,4,1,12,19,85,0,0
201303100NOH,240,40,86,.465,11,20,.550,7,9,.778,19,29,48,25,9,4,13,11,98,1,1
201303120BRK,240,40,78,.513,5,16,.313,13,15,.867,11,20,31,23,6,9,13,25,98,0,0
201303150WAS,240,35,80,.438,3,19,.158,14,19,.737,11,29,40,15,6,0,11,21,87,0,0
201303170MIN,240,39,85,.459,5,13,.385,12,16,.750,20,21,41,20,10,3,18,26,95,0,0
201303180NOH,240,28,83,.337,3,17,.176,13,13,1.000,13,28,41,17,10,5,13,13,72,1,0
201303200NOH,240,31,71,.437,5,16,.313,20,26,.769,11,34,45,20,7,7,18,17,87,1,1
201303220NOH,240,36,76,.474,4,14,.286,14,18,.778,16,33,49,19,4,9,15,22,90,1,1
201303250NOH,240,41,85,.482,14,25,.560,14,15,.933,17,28,45,30,8,10,12,24,110,1,1
201303270NOH,240,35,71,.493,4,14,.286,17,24,.708,10,25,35,19,6,2,11,25,91,1,0
201303290NOH,240,34,74,.459,5,18,.278,16,18,.889,11,23,34,19,8,3,19,21,89,1,0
201303310NOH,240,40,74,.541,12,21,.571,20,29,.690,9,36,45,23,7,5,14,19,112,1,1
201304030GSW,240,33,83,.398,4,15,.267,18,23,.783,9,30,39,21,8,4,12,23,88,0,0
201304050UTA,240,32,77,.416,2,12,.167,17,20,.850,13,27,40,13,7,5,16,20,83,0,0
201304070PHO,240,32,80,.400,4,15,.267,27,29,.931,15,33,48,19,7,6,15,25,95,0,1
201304090LAL,240,37,84,.440,5,20,.250,17,18,.944,8,28,36,23,7,4,15,24,96,0,0
201304100SAC,240,38,78,.487,6,18,.333,28,35,.800,13,28,41,19,6,5,17,18,110,0,0
201304120NOH,240,35,83,.422,6,19,.316,17,32,.531,19,29,48,21,3,1,12,23,93,1,0
201304140NOH,240,33,87,.379,9,22,.409,14,18,.778,20,27,47,22,4,2,10,12,89,1,0
201304170DAL,240,31,84,.369,4,11,.364,21,28,.750,25,33,58,11,5,3,19,17,87,0,0
