GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201212280CLE,240,38,78,.487,13,24,.542,13,16,.813,8,35,43,27,8,11,14,15,102,0,1
201212290ATL,240,44,80,.550,10,20,.500,11,14,.786,10,26,36,26,8,2,16,23,109,1,1
201212310HOU,240,43,90,.478,12,23,.522,6,7,.857,4,32,36,24,6,6,14,16,104,0,0
201301010NOH,240,41,83,.494,9,22,.409,4,8,.500,9,30,39,30,7,7,5,11,95,0,1
201301040DET,240,31,75,.413,10,29,.345,12,20,.600,6,32,38,26,7,4,17,20,84,0,0
201301050ATL,240,28,68,.412,10,29,.345,15,19,.789,8,28,36,18,8,4,18,19,81,1,0
201301080MIN,240,38,77,.494,10,22,.455,17,21,.810,10,34,44,21,5,6,15,23,103,0,0
201301090CLE,240,37,84,.440,7,22,.318,2,5,.400,11,35,46,19,4,7,13,17,83,0,0
201301110ATL,240,40,72,.556,9,19,.474,14,23,.609,4,29,33,24,10,5,13,18,103,1,1
201301120WAS,240,30,78,.385,7,24,.292,16,25,.640,6,32,38,23,8,4,16,20,83,0,0
201301140CHI,240,24,82,.293,2,14,.143,8,10,.800,11,28,39,15,5,6,14,24,58,0,0
201301160ATL,240,45,78,.577,8,21,.381,11,17,.647,16,25,41,33,8,2,16,18,109,1,1
201301180BRK,240,35,80,.438,9,21,.429,10,14,.714,5,30,35,22,6,3,15,26,89,0,0
201301190ATL,240,35,85,.412,8,21,.381,15,22,.682,13,37,50,20,2,2,15,14,93,1,0
201301210ATL,240,41,71,.577,10,16,.625,12,21,.571,7,25,32,32,11,5,22,23,104,1,1
201301230CHA,240,43,87,.494,12,25,.480,6,12,.500,13,32,45,31,7,6,16,22,104,0,1
201301250ATL,290,42,94,.447,12,36,.333,27,36,.750,12,37,49,31,10,6,12,21,123,1,1
201301270NYK,240,39,65,.600,10,23,.435,16,20,.800,7,23,30,21,7,2,19,21,104,0,0
201301300ATL,240,36,75,.480,10,26,.385,11,18,.611,3,33,36,26,10,8,17,18,93,1,1
201302020ATL,240,31,79,.392,6,19,.316,8,15,.533,12,33,45,17,3,7,14,12,76,1,0
201302050IND,240,36,81,.444,8,21,.381,23,28,.821,5,34,39,26,5,3,16,33,103,0,0
201302060ATL,240,38,74,.514,10,24,.417,17,23,.739,6,40,46,28,4,5,13,16,103,1,1
201302080ATL,240,35,74,.473,13,24,.542,17,23,.739,5,28,33,30,8,6,17,15,100,1,0
201302110DAL,240,40,77,.519,9,26,.346,16,23,.696,8,40,48,26,7,2,18,20,105,0,1
201302130ORL,240,41,92,.446,10,34,.294,16,23,.696,17,37,54,32,6,3,9,12,108,0,1
201302200ATL,240,36,72,.500,7,26,.269,11,16,.688,5,37,42,28,6,2,19,20,90,1,0
201302220ATL,240,49,92,.533,12,27,.444,12,19,.632,10,35,45,33,7,9,6,25,122,1,1
201302230MIL,240,39,91,.429,14,28,.500,11,14,.786,10,31,41,27,10,4,11,16,103,0,1
201302250DET,240,40,79,.506,14,33,.424,20,24,.833,8,29,37,31,10,4,13,16,114,0,1
201302270UTA,240,38,78,.487,5,17,.294,21,26,.808,8,30,38,23,8,5,9,20,102,0,1
201303010PHO,240,31,73,.425,8,23,.348,17,22,.773,8,35,43,21,9,6,20,19,87,0,0
201303030LAL,240,41,82,.500,8,22,.364,8,15,.533,3,33,36,34,13,8,14,19,98,0,0
201303040DEN,240,36,89,.404,7,24,.292,9,11,.818,10,25,35,20,4,8,15,11,88,0,0
201303060ATL,240,43,80,.538,11,24,.458,10,17,.588,7,31,38,28,5,5,14,17,107,1,1
201303080BOS,265,40,88,.455,9,27,.333,13,17,.765,10,31,41,32,7,3,14,17,102,0,0
201303090ATL,240,32,77,.416,5,18,.278,11,16,.688,13,31,44,20,3,2,17,20,80,1,0
201303120MIA,240,33,78,.423,5,22,.227,10,14,.714,10,33,43,19,11,1,22,25,81,0,0
201303130ATL,240,37,79,.468,8,22,.364,14,21,.667,9,43,52,22,1,2,12,17,96,1,1
201303150ATL,240,41,84,.488,12,23,.522,13,16,.813,8,33,41,27,14,4,20,19,107,1,1
201303170BRK,240,44,84,.524,8,21,.381,9,13,.692,9,29,38,30,14,5,11,20,105,0,1
201303180ATL,240,42,75,.560,8,21,.381,21,29,.724,5,26,31,26,7,2,15,15,113,1,0
201303200ATL,240,38,79,.481,8,18,.444,14,17,.824,9,38,47,26,7,6,16,15,98,1,1
201303220ATL,240,37,83,.446,7,24,.292,12,16,.750,6,35,41,27,8,6,11,14,93,1,0
201303240MIL,240,39,78,.500,10,26,.385,16,21,.762,7,30,37,28,9,4,13,12,104,0,1
201303250IND,240,36,80,.450,7,21,.333,15,25,.600,10,28,38,18,11,7,16,17,94,0,0
201303270TOR,240,40,81,.494,10,21,.476,17,20,.850,8,32,40,27,11,0,11,21,107,0,1
201303290BOS,240,40,88,.455,8,20,.400,19,24,.792,10,30,40,28,6,2,13,15,107,0,0
201303300ATL,240,34,78,.436,6,21,.286,23,31,.742,9,35,44,18,9,6,16,24,97,1,1
201304010ATL,240,37,81,.457,9,30,.300,19,26,.731,10,27,37,26,8,3,11,17,102,1,1
201304030ATL,240,32,66,.485,9,26,.346,9,19,.474,7,28,35,22,7,2,15,10,82,1,0
201304050ATL,240,34,73,.466,5,17,.294,17,27,.630,6,35,41,23,5,4,12,19,90,1,0
201304060SAS,240,35,83,.422,5,12,.417,22,25,.880,9,29,38,23,10,2,12,23,97,0,0
201304100PHI,240,49,91,.538,8,22,.364,18,19,.947,9,35,44,34,8,2,10,17,124,0,1
201304120ATL,240,43,85,.506,6,20,.300,17,25,.680,8,38,46,26,14,5,17,13,109,1,1
201304160ATL,240,35,88,.398,9,28,.321,17,23,.739,14,28,42,22,8,1,11,19,96,1,0
201304170NYK,240,37,90,.411,2,21,.095,16,17,.941,15,38,53,14,7,2,12,15,92,0,0
