GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201301160OKC,240,44,85,.518,9,19,.474,20,26,.769,15,20,35,24,11,11,14,27,117,1,1
201301180DAL,265,39,95,.411,6,20,.300,33,36,.917,18,35,53,13,8,2,17,23,117,0,1
201301200DEN,265,35,76,.461,8,24,.333,40,48,.833,11,28,39,22,10,5,23,28,118,0,0
201301220LAC,240,41,78,.526,15,27,.556,12,14,.857,10,27,37,24,6,4,16,26,109,0,1
201301230GSW,240,36,78,.462,5,16,.313,22,27,.815,9,30,39,20,9,7,19,20,99,0,0
201301250SAC,240,37,76,.487,6,23,.261,25,30,.833,8,39,47,27,10,6,20,20,105,0,1
201301270LAL,240,36,81,.444,4,16,.250,20,26,.769,10,29,39,24,9,6,9,26,96,0,0
201301310OKC,240,40,72,.556,5,14,.357,21,25,.840,4,39,43,25,5,11,16,18,106,1,1
201302020CLE,240,41,83,.494,7,21,.333,21,26,.808,14,33,47,19,10,11,16,20,110,0,0
201302040OKC,240,41,87,.471,10,25,.400,20,27,.741,8,40,48,25,11,8,11,19,112,1,1
201302060OKC,240,48,95,.505,8,23,.348,15,20,.750,10,40,50,29,12,16,12,12,119,1,1
201302080OKC,240,50,87,.575,14,21,.667,13,18,.722,10,30,40,29,10,11,8,20,127,1,1
201302100PHO,240,34,76,.447,9,17,.529,20,27,.741,5,35,40,23,15,9,13,7,97,0,1
201302120UTA,240,38,68,.559,5,15,.333,13,23,.565,7,19,26,15,11,13,20,16,94,0,0
201302140OKC,240,32,73,.438,3,13,.231,33,34,.971,5,30,35,16,5,5,16,23,100,1,0
201302200HOU,240,42,87,.483,11,28,.393,24,27,.889,13,35,48,25,6,11,23,22,119,0,0
201302220OKC,240,48,83,.578,9,14,.643,22,22,1.000,8,33,41,28,7,7,17,26,127,1,1
201302240OKC,240,36,79,.456,6,17,.353,24,27,.889,14,38,52,17,9,9,17,19,102,1,1
201302270OKC,240,42,76,.553,8,18,.444,27,28,.964,13,35,48,27,7,9,10,14,119,1,1
201303010DEN,240,36,83,.434,7,20,.350,24,34,.706,10,40,50,19,7,12,19,18,103,0,0
201303030LAC,240,38,80,.475,7,21,.333,25,34,.735,14,24,38,23,12,5,13,22,108,0,1
201303050OKC,240,46,96,.479,8,23,.348,22,24,.917,14,28,42,20,10,5,2,27,122,1,1
201303070NYK,240,31,70,.443,8,21,.381,25,29,.862,7,35,42,16,8,8,16,17,95,0,1
201303080CHA,240,46,81,.568,12,24,.500,12,16,.750,12,37,49,28,5,8,11,19,116,0,1
201303100OKC,240,30,68,.441,4,16,.250,27,33,.818,3,38,41,21,9,6,14,22,91,1,1
201303110SAS,240,33,77,.429,6,17,.353,21,24,.875,13,30,43,16,5,7,17,18,93,0,0
201303130OKC,240,37,69,.536,7,16,.438,29,33,.879,11,37,48,20,9,7,24,27,110,1,1
201303150OKC,240,42,76,.553,4,13,.308,29,43,.674,8,44,52,21,6,4,17,16,117,1,1
201303170DAL,240,39,80,.488,5,21,.238,24,30,.800,12,34,46,17,9,8,16,17,107,0,1
201303190OKC,240,37,85,.435,4,25,.160,26,31,.839,12,33,45,21,8,8,14,24,104,1,0
201303200MEM,265,30,84,.357,2,18,.111,27,32,.844,14,32,46,9,7,7,15,28,89,0,0
201303220ORL,240,34,80,.425,5,21,.238,24,33,.727,10,39,49,17,8,11,13,14,97,0,1
201303240OKC,240,43,82,.524,4,11,.364,13,18,.722,9,34,43,23,12,5,10,14,103,1,1
201303270OKC,240,29,63,.460,8,14,.571,37,41,.902,7,34,41,20,9,8,14,21,103,1,1
201303290MIN,240,36,79,.456,5,16,.313,16,20,.800,11,30,41,16,5,10,16,28,93,0,0
201303300MIL,240,40,75,.533,4,16,.250,25,32,.781,10,38,48,24,7,12,13,20,109,0,1
201304040OKC,240,38,82,.463,12,24,.500,12,13,.923,9,38,47,21,7,13,12,17,100,1,1
201304050IND,240,37,78,.474,4,12,.333,19,23,.826,15,38,53,18,4,4,12,21,97,0,1
201304070OKC,240,45,78,.577,9,17,.529,21,25,.840,10,27,37,23,5,11,12,22,120,1,0
201304090UTA,240,32,81,.395,9,21,.429,17,18,.944,10,36,46,18,12,7,9,19,90,0,1
201304110GSW,240,42,83,.506,12,27,.444,20,23,.870,10,36,46,30,10,10,17,21,116,0,1
201304120POR,240,40,77,.519,9,22,.409,17,21,.810,7,33,40,16,8,9,13,17,106,0,1
201304150OKC,240,42,92,.457,5,23,.217,15,20,.750,17,32,49,23,10,6,10,18,104,1,1
201304170OKC,240,37,89,.416,3,21,.143,12,14,.857,13,31,44,16,8,2,8,14,89,1,0
