GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201211010SAS,240,29,77,.377,7,17,.412,19,23,.826,12,36,48,18,6,5,18,20,84,0,0
201211020OKC,240,39,76,.513,5,9,.556,23,32,.719,8,39,47,18,2,10,12,22,106,1,1
201211040OKC,240,33,71,.465,9,22,.409,20,22,.909,7,30,37,27,4,9,20,21,95,1,0
201211060OKC,240,35,74,.473,9,25,.360,29,34,.853,7,39,46,24,10,9,17,22,108,1,1
201211080CHI,240,36,73,.493,5,13,.385,20,21,.952,8,30,38,23,10,8,22,19,97,0,1
201211090OKC,240,38,71,.535,8,20,.400,21,26,.808,8,30,38,21,8,4,16,25,105,1,1
201211110OKC,240,40,73,.548,7,15,.467,19,22,.864,4,37,41,20,7,10,21,22,106,1,1
201211120DET,240,27,73,.370,1,10,.100,37,42,.881,9,35,44,10,7,12,14,20,92,0,1
201211140OKC,240,35,72,.486,6,13,.462,21,26,.808,10,30,40,23,6,6,15,19,97,1,0
201211160NOH,240,40,74,.541,14,29,.483,16,20,.800,7,29,36,31,7,7,13,24,110,0,1
201211180OKC,240,42,83,.506,13,20,.650,22,26,.846,10,30,40,31,9,3,10,16,119,1,1
201211210OKC,265,36,79,.456,11,23,.478,34,39,.872,12,32,44,20,12,5,19,24,117,1,1
201211230BOS,240,37,79,.468,6,24,.250,20,24,.833,8,32,40,22,6,7,16,23,100,0,0
201211240PHI,265,39,88,.443,6,21,.286,32,37,.865,18,24,42,21,11,5,12,20,116,0,1
201211260OKC,240,40,78,.513,13,27,.481,21,23,.913,9,45,54,31,3,7,14,21,114,1,1
201211280OKC,240,47,87,.540,9,22,.409,17,22,.773,15,31,46,26,10,11,15,22,120,1,1
201211300OKC,240,39,75,.520,4,9,.444,24,33,.727,16,31,47,21,11,14,21,19,106,1,1
201212010NOH,240,40,79,.506,7,16,.438,13,17,.765,11,34,45,21,10,12,14,17,100,0,1
201212040BRK,240,40,66,.606,7,14,.500,30,34,.882,2,31,33,22,5,7,12,19,117,0,1
201212070OKC,240,41,84,.488,9,17,.529,23,28,.821,11,25,36,22,6,3,14,24,114,1,1
201212090OKC,240,37,76,.487,5,19,.263,25,30,.833,9,31,40,16,4,5,9,16,104,1,1
201212120OKC,240,31,71,.437,5,15,.333,25,32,.781,8,35,43,19,9,8,10,18,92,1,1
201212140OKC,240,41,83,.494,9,21,.429,22,22,1.000,14,29,43,29,10,6,18,24,113,1,1
201212170OKC,240,38,85,.447,4,14,.286,27,30,.900,15,34,49,22,9,7,12,21,107,1,1
201212190ATL,240,36,84,.429,9,25,.360,19,20,.950,13,39,52,20,8,12,15,16,100,0,1
201212200MIN,240,33,82,.402,5,20,.250,22,26,.846,11,32,43,17,10,6,16,24,93,0,0
201212250MIA,240,30,71,.423,5,16,.313,32,38,.842,11,28,39,14,8,1,16,25,97,0,0
201212270OKC,265,39,93,.419,10,25,.400,23,28,.821,17,39,56,23,8,13,12,18,111,1,1
201212290HOU,240,45,94,.479,13,29,.448,21,23,.913,12,41,53,22,16,9,21,18,124,0,1
201212310OKC,240,44,87,.506,5,15,.333,21,24,.875,14,29,43,23,6,7,5,15,114,1,1
201301020OKC,240,36,73,.493,8,19,.421,13,17,.765,6,28,34,22,5,8,19,23,93,1,0
201301040OKC,240,39,75,.520,10,17,.588,21,27,.778,10,37,47,18,13,3,18,12,109,1,1
201301060TOR,240,38,77,.494,6,22,.273,22,24,.917,12,29,41,24,8,4,16,20,104,0,1
201301070WAS,240,34,80,.425,6,25,.240,25,30,.833,13,31,44,21,8,5,11,14,99,0,0
201301090OKC,240,36,76,.474,11,20,.550,23,27,.852,10,29,39,19,13,7,12,25,106,1,1
201301110LAL,240,44,87,.506,9,29,.310,19,28,.679,12,41,53,28,8,6,17,22,116,0,1
201301130POR,240,32,71,.451,6,23,.261,17,22,.773,6,37,43,20,6,3,15,19,87,0,1
201301140PHO,240,40,84,.476,5,17,.294,17,22,.773,9,33,42,16,9,6,10,18,102,0,1
