GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201212030DET,240,36,84,.429,4,18,.222,13,19,.684,15,34,49,21,6,13,11,16,89,1,1
201212050DET,240,35,79,.443,6,21,.286,21,31,.677,15,29,44,22,4,5,17,26,97,1,0
201212070DET,240,36,70,.514,8,14,.571,24,31,.774,5,23,28,14,6,1,8,19,104,1,0
201212080CLE,240,35,75,.467,9,15,.600,25,33,.758,10,25,35,17,5,5,9,22,104,0,1
201212100PHI,240,32,81,.395,5,18,.278,28,33,.848,14,26,40,18,7,5,13,20,97,0,0
201212110DET,240,34,81,.420,5,13,.385,21,31,.677,14,37,51,18,8,10,16,28,94,1,0
201212140BRK,290,40,99,.404,5,16,.313,20,26,.769,18,36,54,21,5,4,11,21,105,0,0
201212150DET,240,32,83,.386,3,13,.231,10,15,.667,11,30,41,18,5,4,10,16,77,1,0
201212170DET,240,29,71,.408,7,20,.350,11,19,.579,8,26,34,15,4,7,15,17,76,1,0
201212190TOR,240,35,84,.417,3,12,.250,18,30,.600,22,22,44,15,4,2,10,19,91,0,0
201212210DET,240,38,90,.422,10,24,.417,14,21,.667,16,42,58,24,4,13,12,18,100,1,1
201212220WAS,240,36,88,.409,8,19,.421,16,20,.800,19,39,58,22,7,3,17,25,96,0,1
201212260ATL,290,48,109,.440,14,27,.519,9,15,.600,21,41,62,21,5,5,17,23,119,0,0
201212280DET,240,43,74,.581,12,19,.632,11,17,.647,7,31,38,24,6,2,14,20,109,1,1
201212300DET,240,39,82,.476,6,18,.333,12,15,.800,16,31,47,16,5,5,16,13,96,1,1
201301010DET,240,39,75,.520,8,20,.400,17,22,.773,13,31,44,19,7,8,17,15,103,1,1
201301040DET,240,35,85,.412,3,15,.200,12,21,.571,17,39,56,18,8,9,13,17,85,1,1
201301060DET,265,40,80,.500,8,26,.308,13,19,.684,14,30,44,22,5,11,22,27,101,1,0
201301110MIL,240,39,90,.433,8,22,.364,17,25,.680,14,37,51,24,8,8,12,13,103,0,1
201301120DET,240,34,65,.523,6,16,.375,13,21,.619,7,25,32,21,9,6,17,22,87,1,0
201301170DET,240,35,79,.443,6,17,.353,11,22,.500,11,25,36,22,7,4,15,21,87,1,0
201301200DET,240,36,78,.462,9,19,.474,22,31,.710,12,38,50,24,9,7,20,23,103,1,1
201301220DET,240,42,91,.462,7,23,.304,14,21,.667,16,38,54,23,8,5,8,13,105,1,1
201301230CHI,240,34,82,.415,4,13,.308,10,14,.714,13,24,37,20,6,4,12,22,82,0,0
201301250MIA,240,34,72,.472,4,12,.333,16,23,.696,12,23,35,11,9,2,18,18,88,0,0
201301270ORL,240,40,79,.506,11,23,.478,13,18,.722,7,30,37,25,8,7,12,14,104,0,1
201301290DET,240,34,84,.405,2,11,.182,20,28,.714,21,30,51,18,7,4,20,20,90,1,0
201301300IND,240,32,88,.364,3,18,.167,12,27,.444,16,28,44,11,8,10,13,17,79,0,0
201302010DET,240,45,83,.542,4,14,.286,23,43,.535,13,36,49,27,8,11,11,21,117,1,1
201302030DET,240,41,92,.446,5,14,.357,10,15,.667,10,37,47,26,10,8,14,18,97,1,0
201302040NYK,240,38,90,.422,3,13,.231,6,12,.500,17,26,43,15,10,5,12,13,85,0,0
201302060DET,240,36,83,.434,3,17,.176,15,21,.714,14,27,41,28,7,7,14,29,90,1,0
201302080DET,240,46,89,.517,10,22,.455,17,20,.850,15,34,49,26,5,4,12,20,119,1,1
201302090MIL,240,41,83,.494,8,17,.471,15,19,.789,11,35,46,25,11,2,20,20,105,0,1
201302110DET,240,29,81,.358,5,19,.263,23,33,.697,14,27,41,21,13,3,13,16,86,1,0
201302130DET,240,35,79,.443,9,18,.500,17,25,.680,14,34,48,19,10,4,17,20,96,1,1
201302190DET,240,38,82,.463,9,20,.450,6,10,.600,6,23,29,28,7,4,16,18,91,1,0
201302200CHA,240,40,81,.494,8,17,.471,17,23,.739,8,34,42,26,4,8,9,23,105,0,1
201302220IND,240,29,82,.354,3,19,.158,21,37,.568,15,26,41,15,8,5,16,26,82,0,0
201302230DET,240,26,77,.338,2,14,.143,18,24,.750,10,29,39,14,9,2,14,22,72,1,0
201302250DET,240,41,84,.488,3,14,.214,18,22,.818,10,31,41,25,8,1,17,18,103,1,0
201302270WAS,240,39,72,.542,9,15,.600,9,16,.563,5,31,36,35,10,4,16,15,96,0,1
201303010NOH,240,39,78,.500,7,19,.368,10,16,.625,11,29,40,26,6,3,14,21,95,0,0
201303030SAS,240,28,86,.326,6,19,.316,13,18,.722,13,33,46,17,4,1,19,23,75,0,0
201303060DET,240,32,74,.432,7,20,.350,6,10,.600,8,28,36,23,8,6,20,14,77,1,0
201303080DET,240,39,96,.406,9,30,.300,12,19,.632,18,34,52,19,7,3,10,20,99,1,0
201303100LAC,240,30,64,.469,11,23,.478,26,42,.619,9,19,28,25,5,4,14,21,97,0,0
201303110UTA,240,34,80,.425,7,20,.350,15,18,.833,6,24,30,14,5,5,7,15,90,0,0
201303130GSW,240,40,89,.449,5,17,.294,12,14,.857,14,24,38,26,6,0,9,22,97,0,0
201303160POR,240,40,76,.526,5,17,.294,16,24,.667,7,26,33,19,7,3,13,22,101,0,0
201303180DET,240,34,78,.436,1,18,.056,13,15,.867,10,23,33,20,6,4,15,21,82,1,0
201303220MIA,240,34,83,.410,7,22,.318,14,18,.778,18,29,47,21,9,5,22,24,89,0,0
201303230CHA,240,36,79,.456,10,26,.385,10,14,.714,8,32,40,31,8,3,15,18,92,0,1
201303260DET,240,32,79,.405,7,20,.350,11,13,.846,11,26,37,18,8,4,15,12,82,1,0
201303290DET,240,31,76,.408,5,18,.278,15,23,.652,11,23,34,25,4,4,13,13,82,1,0
201303310CHI,240,36,72,.500,7,16,.438,15,22,.682,8,37,45,22,5,5,16,23,94,0,0
201304010TOR,240,43,77,.558,7,15,.467,15,21,.714,7,22,29,24,4,1,8,17,108,0,1
201304030BOS,240,34,93,.366,4,24,.167,21,30,.700,25,27,52,20,10,1,15,20,93,0,0
201304060MIN,240,40,75,.533,6,15,.400,15,21,.714,11,30,41,22,10,6,24,25,101,0,0
201304070DET,240,39,73,.534,9,18,.500,12,17,.706,8,32,40,25,6,2,13,23,99,1,1
201304100CLE,240,40,80,.500,4,16,.250,27,42,.643,5,28,33,20,6,1,5,20,111,0,1
201304120DET,240,43,83,.518,12,18,.667,15,20,.750,15,30,45,31,10,3,22,20,113,1,1
201304150DET,240,41,83,.494,9,25,.360,18,22,.818,12,31,43,23,7,3,14,21,109,1,1
201304170BRK,240,37,78,.474,1,13,.077,24,32,.750,10,29,39,17,17,5,23,24,99,0,0
