GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201302200MIN,240,28,70,.400,5,13,.385,33,44,.750,10,41,51,21,9,5,15,23,94,1,1
201302220OKC,240,41,85,.482,6,17,.353,23,29,.793,9,23,32,26,11,5,10,23,111,0,0
201302240MIN,240,37,85,.435,1,11,.091,24,31,.774,14,27,41,23,12,2,17,21,99,1,0
201302260PHO,265,31,90,.344,5,19,.263,16,25,.640,12,40,52,21,14,7,16,17,83,0,0
201302280LAL,240,37,81,.457,7,21,.333,13,15,.867,6,29,35,26,9,6,12,19,94,0,0
201303020POR,240,34,87,.391,1,12,.083,25,36,.694,14,33,47,19,8,5,8,17,94,0,0
201303040MIN,240,33,88,.375,5,20,.250,10,15,.667,15,24,39,23,14,3,18,18,81,1,0
201303060MIN,240,31,76,.408,4,14,.286,21,31,.677,9,25,34,16,11,1,14,14,87,1,1
201303090DEN,240,35,84,.417,5,18,.278,13,19,.684,10,30,40,23,5,7,22,21,88,0,0
201303100MIN,240,32,88,.364,2,18,.111,11,14,.786,8,32,40,21,6,4,9,18,77,1,0
201303120MIN,240,44,82,.537,12,20,.600,7,18,.389,11,38,49,30,6,11,16,21,107,1,1
201303130IND,240,35,80,.438,6,19,.316,15,18,.833,10,26,36,19,4,4,12,26,91,0,0
201303150HOU,240,39,81,.481,6,24,.250,16,20,.800,9,27,36,25,6,7,13,25,100,0,0
201303170MIN,240,36,64,.563,5,15,.333,20,27,.741,7,20,27,18,8,10,18,19,97,1,1
201303180MEM,240,29,86,.337,6,24,.250,13,18,.722,14,31,45,14,7,4,11,12,77,0,0
201303210SAC,240,41,98,.418,1,19,.053,15,18,.833,17,28,45,27,7,2,12,23,98,0,0
201303220PHO,240,42,79,.532,2,12,.167,31,40,.775,10,40,50,28,10,4,14,18,117,0,1
201303240MIN,240,39,78,.500,6,12,.500,13,19,.684,6,26,32,27,8,4,13,19,97,1,0
201303260DET,240,42,79,.532,14,26,.538,7,8,.875,8,33,41,26,10,3,13,14,105,0,1
201303270MIN,240,45,97,.464,5,17,.294,22,30,.733,17,28,45,23,15,3,15,26,117,1,0
201303290MIN,240,37,83,.446,5,15,.333,22,27,.815,13,33,46,20,10,1,10,16,101,1,1
201303300MIN,240,29,67,.433,5,16,.313,23,34,.676,8,27,35,19,3,2,16,22,86,1,0
201304010MIN,240,40,83,.482,5,18,.278,25,27,.926,4,27,31,30,10,4,8,11,110,1,1
201304030MIL,240,44,84,.524,8,13,.615,11,16,.688,13,29,42,33,12,3,18,15,107,0,1
201304050MIN,240,30,67,.448,3,15,.200,30,40,.750,7,33,40,23,9,3,13,17,93,1,0
201304060MIN,240,36,83,.434,6,14,.429,29,38,.763,15,23,38,23,16,6,14,20,107,1,1
201304090GSW,240,33,90,.367,7,19,.368,16,20,.800,6,38,44,29,6,6,10,18,89,0,0
201304100LAC,240,35,90,.389,6,23,.261,19,22,.864,13,25,38,23,12,4,9,14,95,0,0
201304120UTA,240,36,78,.462,8,22,.364,20,21,.952,9,22,31,21,10,3,10,18,100,0,0
201304130MIN,240,41,83,.494,6,15,.400,17,19,.895,11,25,36,19,17,6,18,14,105,1,1
201304150MIN,240,32,75,.427,2,17,.118,14,18,.778,3,35,38,21,7,3,12,18,80,1,0
201304170SAS,240,42,91,.462,12,29,.414,12,16,.750,8,37,45,26,11,2,12,17,108,0,1
