GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201211020MIN,240,32,87,.368,2,17,.118,26,36,.722,17,36,53,17,4,10,11,17,92,1,1
201211040TOR,240,29,64,.453,6,16,.375,22,31,.710,8,28,36,18,8,8,24,17,86,0,0
201211050BRK,240,44,88,.500,7,20,.350,12,15,.800,16,29,45,30,9,7,11,18,107,0,1
201211070MIN,240,34,76,.447,7,20,.350,15,22,.682,13,33,46,22,11,9,19,18,90,1,1
201211090MIN,240,35,70,.500,2,9,.222,24,28,.857,5,29,34,23,7,5,12,16,96,1,1
201211100CHI,240,33,85,.388,3,13,.231,11,15,.733,13,27,40,23,7,3,11,20,80,0,0
201211120DAL,240,30,65,.462,4,15,.267,26,32,.813,7,42,49,20,8,7,17,22,90,0,1
201211140MIN,240,31,81,.383,5,19,.263,20,37,.541,19,34,53,20,7,11,17,14,87,1,0
201211160MIN,240,34,79,.430,7,18,.389,23,29,.793,11,23,34,19,6,12,12,23,98,1,0
201211210MIN,240,34,89,.382,10,28,.357,16,25,.640,17,28,45,19,11,4,15,21,94,1,0
201211230POR,240,32,78,.410,3,18,.167,28,37,.757,17,30,47,15,10,2,14,21,95,0,0
201211240GSW,240,33,86,.384,5,27,.185,14,19,.737,11,28,39,25,8,3,10,24,85,0,0
201211270SAC,240,38,83,.458,6,22,.273,15,18,.833,12,39,51,25,8,8,17,16,97,0,1
201211280LAC,240,31,82,.378,6,22,.273,27,35,.771,21,31,52,18,5,6,18,25,95,0,0
201211300MIN,240,34,87,.391,8,19,.421,19,27,.704,16,40,56,15,6,6,15,13,95,1,1
201212040PHI,240,41,77,.532,13,25,.520,10,17,.588,7,40,47,28,6,2,15,18,105,0,1
201212050BOS,240,37,84,.440,6,19,.316,14,30,.467,13,28,41,19,11,3,13,19,94,0,0
201212070MIN,240,30,70,.429,4,19,.211,27,35,.771,13,40,53,18,13,8,21,17,91,1,1
201212120MIN,240,38,87,.437,2,14,.143,30,37,.811,17,27,44,25,11,6,13,22,108,1,1
201212140NOH,240,47,88,.534,7,17,.412,12,17,.706,14,26,40,29,9,3,12,12,113,0,1
201212150MIN,265,41,94,.436,6,23,.261,26,32,.813,17,31,48,28,15,5,16,18,114,1,1
201212170ORL,240,39,96,.406,7,25,.280,8,12,.667,15,28,43,25,7,2,17,15,93,0,0
201212180MIA,240,37,86,.430,4,17,.235,14,19,.737,18,35,53,18,5,1,19,21,92,0,0
201212200MIN,240,37,84,.440,9,20,.450,16,23,.696,12,33,45,27,6,6,15,19,99,1,1
201212230NYK,240,34,84,.405,7,22,.318,16,18,.889,13,34,47,20,5,2,16,22,91,0,0
201212260MIN,240,32,84,.381,7,28,.250,13,17,.765,12,38,50,18,10,4,14,12,84,1,0
201212290MIN,240,45,89,.506,5,18,.278,16,26,.615,11,40,51,27,2,3,10,14,111,1,1
201301020UTA,240,29,84,.345,2,17,.118,24,30,.800,16,25,41,17,6,12,11,18,84,0,0
201301030DEN,240,37,83,.446,6,16,.375,21,30,.700,17,35,52,21,2,3,13,17,101,0,1
201301050MIN,240,38,91,.418,5,16,.313,16,18,.889,19,33,52,22,6,8,13,13,97,1,0
201301080MIN,240,40,87,.460,8,15,.533,20,26,.769,13,30,43,29,9,3,9,16,108,1,1
201301090OKC,240,31,72,.431,3,12,.250,19,24,.792,11,27,38,21,8,4,19,18,84,0,0
201301110NOH,240,31,69,.449,4,18,.222,26,33,.788,6,25,31,20,7,4,14,13,92,0,0
201301130SAS,240,33,89,.371,4,16,.250,18,23,.783,14,24,38,23,12,5,13,10,88,0,0
201301140DAL,240,35,85,.412,6,20,.300,22,29,.759,20,26,46,19,4,2,15,15,98,0,0
201301170MIN,240,30,84,.357,4,19,.211,13,20,.650,13,28,41,19,9,5,14,17,77,1,0
201301190MIN,240,30,64,.469,3,14,.214,29,36,.806,9,28,37,14,4,4,15,19,92,1,1
201301210ATL,240,36,74,.486,5,14,.357,19,26,.731,10,20,30,24,12,6,17,21,96,0,0
201301230MIN,240,38,83,.458,3,15,.200,4,6,.667,6,31,37,25,7,7,13,17,83,1,0
201301250WAS,240,39,88,.443,3,14,.214,20,33,.606,22,26,48,27,8,2,16,20,101,0,0
201301260CHA,240,37,77,.481,10,20,.500,17,23,.739,7,23,30,23,8,4,16,24,101,0,0
201301300MIN,240,33,76,.434,5,19,.263,19,27,.704,8,30,38,20,9,3,13,25,90,1,0
201302010MIN,240,41,89,.461,10,22,.455,8,18,.444,8,32,40,23,8,4,13,18,100,1,0
201302020MIN,240,45,77,.584,5,15,.333,20,29,.690,15,29,44,30,12,5,18,27,115,1,1
201302040MIN,240,40,85,.471,3,13,.231,15,19,.789,10,19,29,23,13,2,12,20,98,1,0
201302060MIN,240,33,81,.407,8,18,.444,20,23,.870,12,37,49,16,7,5,15,19,94,1,0
201302080MIN,240,37,80,.463,1,13,.077,19,27,.704,12,29,41,19,6,2,9,18,94,1,0
201302100MEM,240,34,69,.493,4,16,.250,16,25,.640,10,23,33,24,7,2,19,20,88,0,0
201302110CLE,240,39,75,.520,8,14,.571,14,17,.824,10,26,36,25,10,6,20,17,100,0,1
201302130MIN,240,29,85,.341,5,22,.227,30,38,.789,14,35,49,18,8,3,10,19,93,1,0
