GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201210310TOR,240,37,78,.474,5,11,.455,11,16,.688,9,37,46,22,3,10,18,16,90,0,1
201211020CHA,240,33,83,.398,7,26,.269,16,27,.593,14,38,52,19,5,5,17,16,89,0,0
201211030IND,290,39,99,.394,4,22,.182,24,27,.889,21,46,67,16,10,14,21,19,106,1,1
201211050SAS,240,27,79,.342,6,20,.300,19,22,.864,17,31,48,11,3,7,19,17,79,0,0
201211070ATL,240,35,85,.412,8,26,.308,8,9,.889,11,30,41,18,10,7,15,14,86,0,0
201211090MIN,240,37,84,.440,5,18,.278,15,17,.882,11,26,37,18,7,4,13,21,94,0,0
201211100IND,240,34,80,.425,7,16,.438,14,24,.583,14,34,48,16,4,4,12,12,89,1,1
201211130IND,240,24,75,.320,5,15,.333,19,25,.760,14,35,49,14,8,7,12,16,72,1,0
201211140MIL,240,30,80,.375,5,20,.250,20,31,.645,16,37,53,19,3,4,19,18,85,0,0
201211160IND,240,39,83,.470,6,16,.375,19,31,.613,10,36,46,23,11,5,8,15,103,1,1
201211180NYK,240,28,71,.394,8,20,.400,12,18,.667,9,38,47,21,4,7,19,18,76,0,0
201211190WAS,240,34,70,.486,3,19,.158,25,29,.862,8,38,46,20,5,10,20,27,96,0,1
201211210IND,265,40,92,.435,15,27,.556,20,28,.714,17,32,49,26,6,16,8,24,115,1,1
201211230IND,240,38,92,.413,7,16,.438,14,21,.667,19,30,49,27,1,5,13,23,97,1,0
201211270LAL,240,29,79,.367,4,19,.211,17,27,.630,10,40,50,17,9,6,17,32,79,0,1
201211300SAC,240,37,85,.435,9,26,.346,14,19,.737,10,31,41,27,7,6,9,19,97,0,1
201212010GSW,240,34,74,.459,8,22,.364,16,20,.800,8,28,36,20,6,7,16,19,92,0,0
201212040CHI,240,29,80,.363,2,10,.200,20,27,.741,16,30,46,17,10,4,12,21,80,0,1
201212050IND,240,36,80,.450,9,26,.346,18,19,.947,13,33,46,20,6,7,13,12,99,1,1
201212070IND,240,34,76,.447,10,23,.435,11,18,.611,9,33,42,27,5,9,18,22,89,1,0
201212090OKC,240,38,82,.463,6,17,.353,11,13,.846,9,25,34,13,4,4,7,20,93,0,0
201212120IND,240,34,83,.410,5,18,.278,23,28,.821,13,35,48,23,7,8,13,21,96,1,1
201212140IND,240,35,77,.455,8,14,.571,17,27,.630,14,34,48,19,4,10,16,21,95,1,1
201212150DET,240,35,72,.486,7,24,.292,11,16,.688,5,37,42,25,8,9,13,21,88,0,1
201212180MIL,240,32,80,.400,2,8,.250,27,34,.794,18,33,51,15,7,3,20,22,93,0,0
201212190IND,240,41,80,.513,9,16,.563,13,18,.722,6,31,37,21,7,8,15,26,104,1,1
201212210CLE,240,39,80,.488,5,16,.313,16,25,.640,11,33,44,24,9,5,17,21,99,0,1
201212220NOH,240,33,77,.429,4,17,.235,11,18,.611,13,31,44,20,5,10,14,21,81,0,1
201212280IND,240,34,77,.442,8,16,.500,21,29,.724,16,32,48,19,6,2,15,22,97,1,1
201212290ATL,240,38,80,.475,5,15,.333,19,22,.864,11,25,36,20,6,6,10,15,100,0,0
201212310IND,240,28,70,.400,12,25,.480,20,24,.833,11,27,38,21,9,9,18,19,88,1,1
201301020IND,240,29,77,.377,5,16,.313,26,31,.839,11,37,48,17,9,3,16,14,89,1,1
201301040BOS,240,27,85,.318,4,17,.235,17,28,.607,16,31,47,14,8,7,18,15,75,0,0
201301050IND,240,40,92,.435,3,20,.150,12,20,.600,22,37,59,19,5,6,12,18,95,1,1
201301080IND,240,33,91,.363,9,22,.409,12,19,.632,22,33,55,20,9,2,9,21,87,1,1
201301100IND,240,31,79,.392,5,21,.238,14,16,.875,12,36,48,16,8,5,10,19,81,1,1
201301120IND,240,38,89,.427,11,28,.393,9,12,.750,17,31,48,24,11,6,14,21,96,1,1
201301130BRK,240,35,83,.422,6,24,.250,10,12,.833,9,30,39,18,8,9,9,21,86,0,0
201301150CHA,240,36,87,.414,8,22,.364,23,28,.821,18,42,60,25,5,9,16,24,103,0,1
201301160ORL,240,37,85,.435,2,17,.118,10,12,.833,12,32,44,18,6,7,15,17,86,0,0
201301180IND,240,40,87,.460,11,19,.579,14,17,.824,14,27,41,21,11,9,13,20,105,1,1
201301210MEM,240,34,69,.493,8,17,.471,6,11,.545,9,25,34,22,8,11,20,14,82,0,1
201301230POR,240,30,80,.375,6,23,.261,14,17,.824,10,24,34,16,8,2,13,20,80,0,0
201301260UTA,265,44,82,.537,7,21,.333,15,18,.833,17,25,42,21,9,5,21,24,110,0,0
