GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201301280DEN,240,39,85,.459,11,23,.478,12,17,.706,16,27,43,23,6,5,18,27,101,0,0
201301300IND,240,36,81,.444,7,14,.500,19,21,.905,15,41,56,23,8,4,17,18,98,1,1
201302010IND,240,39,70,.557,7,17,.412,17,24,.708,8,26,34,21,5,3,12,22,102,1,1
201302040IND,240,39,74,.527,6,14,.429,27,34,.794,13,34,47,23,6,8,16,19,111,1,1
201302050IND,240,36,75,.480,11,25,.440,31,40,.775,5,32,37,28,7,8,12,26,114,1,1
201302060PHI,240,32,81,.395,5,17,.294,19,25,.760,16,38,54,20,10,4,9,8,88,0,1
201302080IND,265,35,78,.449,9,22,.409,19,28,.679,10,32,42,23,6,7,18,22,98,1,0
201302110IND,265,33,96,.344,5,22,.227,13,18,.722,17,36,53,16,6,7,8,26,84,1,0
201302130IND,240,41,95,.432,6,19,.316,13,19,.684,18,35,53,24,7,9,7,21,101,1,1
201302200IND,240,42,79,.532,11,24,.458,30,39,.769,14,40,54,28,8,9,21,25,125,1,1
201302220IND,240,41,73,.562,10,14,.714,22,33,.667,4,43,47,29,10,6,14,25,114,1,1
201302230DET,240,34,75,.453,8,22,.364,14,19,.737,10,38,48,21,8,6,20,25,90,0,1
201302260IND,240,41,84,.488,6,21,.286,20,27,.741,14,28,42,22,14,9,12,17,108,1,1
201302280IND,240,32,75,.427,9,25,.360,18,25,.720,14,26,40,18,6,4,20,22,91,1,0
201303010TOR,240,34,70,.486,7,20,.350,18,22,.818,10,33,43,20,7,4,19,24,93,0,1
201303030IND,240,33,71,.465,6,13,.462,25,33,.758,10,32,42,19,10,6,14,21,97,1,1
201303060IND,240,32,88,.364,6,27,.222,11,14,.786,16,34,50,12,9,11,14,13,81,1,0
201303080ORL,240,43,83,.518,11,19,.579,18,23,.783,13,32,45,33,5,9,12,19,115,0,1
201303100MIA,240,26,63,.413,10,27,.370,29,34,.853,6,27,33,14,8,1,16,23,91,0,0
201303130IND,240,41,82,.500,9,25,.360,16,26,.615,15,34,49,22,8,6,12,26,107,1,1
201303150IND,240,37,99,.374,12,27,.444,7,9,.778,17,37,54,17,6,6,16,26,93,1,0
201303160PHI,240,34,88,.386,6,16,.375,17,21,.810,18,29,47,25,5,3,13,20,91,0,0
201303180CLE,240,39,88,.443,8,22,.364,25,29,.862,15,42,57,29,8,9,14,16,111,0,1
201303190IND,240,34,87,.391,6,23,.261,21,24,.875,15,48,63,18,4,6,15,21,95,1,1
201303220IND,240,38,79,.481,3,12,.250,23,30,.767,11,45,56,23,6,11,14,20,102,1,1
201303230CHI,240,30,78,.385,5,14,.357,19,24,.792,9,34,43,13,8,5,7,20,84,0,0
201303250IND,240,40,84,.476,8,23,.348,12,15,.800,15,34,49,18,7,6,20,17,100,1,1
201303270HOU,240,35,78,.449,6,18,.333,24,28,.857,9,36,45,20,9,5,12,21,100,0,1
201303280DAL,240,40,84,.476,7,15,.467,16,26,.615,15,40,55,22,8,4,13,19,103,0,1
201303300PHO,240,37,80,.463,4,15,.267,34,46,.739,19,26,45,18,12,5,14,20,112,0,1
201304010LAC,240,39,71,.549,10,23,.435,21,28,.750,9,26,35,29,8,4,14,25,109,0,1
201304050IND,240,27,72,.375,2,21,.095,19,24,.792,9,22,31,13,6,3,11,19,75,1,0
201304060WAS,240,35,86,.407,3,20,.150,12,15,.800,10,37,47,17,2,1,14,21,85,0,0
201304090IND,240,32,79,.405,4,16,.250,31,46,.674,18,27,45,13,14,6,9,14,99,1,1
201304120IND,240,40,80,.500,8,19,.421,21,26,.808,12,23,35,25,9,7,16,24,109,1,0
201304140NYK,240,28,65,.431,8,28,.286,16,26,.615,13,32,45,20,6,3,26,19,80,0,0
201304170IND,240,36,80,.450,6,26,.231,17,27,.630,13,29,42,17,8,4,16,14,95,1,0
