Golden State Warriors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
jamisan01,40:00,9,16,.563,0,0,,7,9,.778,6,11,17,2,0,1,3,5,25
blaylmo01,37:00,2,11,.182,1,7,.143,0,0,,1,4,5,6,2,0,1,1,5
millsch01,35:00,4,20,.200,0,3,.000,1,2,.500,3,2,5,3,2,1,4,2,9
caffeja01,32:00,3,6,.500,0,0,,1,4,.250,2,5,7,1,0,0,2,2,7
starkjo01,30:00,3,12,.250,0,1,.000,1,1,1.000,0,3,3,3,1,0,1,5,7
cummite01,22:00,6,13,.462,0,0,,3,3,1.000,4,2,6,1,0,0,1,4,15
farmeto01,13:00,1,5,.200,0,0,,4,4,1.000,4,1,5,0,0,0,1,1,6
carrch01,12:00,2,4,.500,0,2,.000,2,4,.500,1,3,4,0,0,0,0,1,6
cummivo01,11:00,0,1,.000,0,1,.000,3,4,.750,0,0,0,1,0,0,0,0,3
foylead01,8:00,0,2,.000,0,0,,0,0,,0,2,2,1,0,1,1,1,0
Team Totals,240,30,90,.333,1,14,.071,22,31,.710,21,33,54,18,5,3,14,22,83
New York Knicks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
sprewla01,42:00,9,20,.450,1,4,.250,2,4,.500,0,2,2,5,2,1,1,3,21
thomaku01,24:00,6,7,.857,0,0,,2,3,.667,2,5,7,0,1,1,1,5,14
wardch01,22:00,0,2,.000,0,1,.000,0,0,,0,3,3,3,2,0,2,0,0
houstal01,20:00,5,11,.455,0,0,,5,8,.625,0,2,2,1,1,0,2,5,15
langan01,6:00,1,1,1.000,0,0,,0,1,.000,0,1,1,1,1,1,0,0,2
childch01,33:00,0,3,.000,0,1,.000,1,1,1.000,0,4,4,8,0,0,1,2,1
cambyma01,31:00,6,17,.353,0,0,,1,1,1.000,4,5,9,0,3,2,6,6,13
johnsla02,29:00,6,12,.500,1,2,.500,2,3,.667,2,4,6,2,1,1,1,5,15
dudlech02,18:00,0,2,.000,0,0,,0,0,,3,3,6,0,0,1,0,2,0
wallajo01,15:00,4,9,.444,0,0,,0,0,,3,2,5,0,0,0,1,0,8
Team Totals,240,37,84,.440,2,8,.250,13,21,.619,14,31,45,20,11,7,15,28,89
