Los Angeles Lakers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
bryanko01,43:00,13,20,.650,0,0,,2,2,1.000,3,3,6,3,4,0,1,5,28
onealsh01,37:00,8,10,.800,0,0,,3,7,.429,1,3,4,8,0,2,2,1,19
foxri01,31:00,4,7,.571,2,4,.500,2,2,1.000,3,3,6,6,1,0,0,1,12
harpero01,22:00,5,9,.556,2,5,.400,1,2,.500,1,0,1,4,1,0,0,1,13
greenac01,21:00,5,9,.556,0,0,,2,2,1.000,1,2,3,1,1,1,1,2,12
fishede01,23:00,4,11,.364,0,0,,0,0,,2,2,4,1,0,0,3,1,8
horryro01,22:00,3,10,.300,2,4,.500,2,2,1.000,3,4,7,2,2,0,0,4,10
shawbr01,22:00,3,5,.600,0,0,,0,0,,2,1,3,2,0,1,1,3,6
knightr01,14:00,0,6,.000,0,0,,0,0,,0,3,3,0,0,1,0,2,0
georgde01,5:00,0,3,.000,0,0,,0,2,.000,0,0,0,0,0,0,0,1,0
Team Totals,240,45,90,.500,6,13,.462,12,19,.632,16,21,37,27,9,5,8,21,108
Vancouver Grizzlies
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
abdursh01,42:00,11,17,.647,0,0,,8,10,.800,3,10,13,4,3,2,1,1,30
bibbymi01,42:00,4,11,.364,1,4,.250,0,0,,0,1,1,14,0,0,6,2,9
dickemi01,41:00,12,17,.706,4,7,.571,4,6,.667,1,4,5,3,0,1,3,2,32
harriot01,32:00,5,9,.556,0,0,,0,0,,2,5,7,2,0,0,1,5,10
reevebr01,23:00,5,8,.625,0,0,,2,3,.667,3,1,4,2,1,0,2,4,12
scottde01,24:00,1,4,.250,0,3,.000,0,0,,0,1,1,1,1,0,0,3,2
carran01,22:00,1,5,.200,0,0,,0,0,,1,3,4,0,0,1,1,3,2
lopezfe01,8:00,0,2,.000,0,0,,0,0,,1,2,3,1,0,1,0,0,0
palacmi01,6:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,2,0,2
Team Totals,240,40,74,.541,5,14,.357,14,19,.737,11,27,38,27,5,5,16,20,99
