Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
murrala01,38:00,7,16,.438,1,4,.250,5,6,.833,7,0,7,1,1,1,1,1,20
kempsh01,34:00,4,13,.308,0,0,,5,6,.833,3,2,5,1,1,1,5,4,13
surabo01,33:00,3,12,.250,2,7,.286,2,4,.500,0,2,2,3,0,0,2,1,10
knighbr01,25:00,2,6,.333,0,0,,0,0,,0,3,3,4,0,0,1,1,4
bryanma01,24:00,3,5,.600,0,0,,0,0,,3,2,5,0,1,0,3,5,6
millean02,25:00,3,10,.300,0,0,,3,3,1.000,0,2,2,4,2,0,1,3,9
declean01,20:00,4,6,.667,0,0,,0,0,,3,5,8,1,1,1,0,3,8
persowe01,17:00,2,9,.222,0,1,.000,0,0,,0,0,0,1,0,1,1,1,4
ferryda01,14:00,3,4,.750,0,1,.000,0,0,,1,3,4,0,0,0,1,3,6
hendece02,8:00,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0
hendrma01,2:00,0,0,,0,0,,0,0,,1,1,2,1,0,0,0,0,0
Team Totals,240,31,83,.373,3,13,.231,15,19,.789,18,20,38,16,6,4,15,22,80
Seattle SuperSonics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
bakervi01,42:00,12,20,.600,0,0,,4,4,1.000,1,7,8,1,1,4,2,4,28
paytoga01,39:00,9,18,.500,1,4,.250,6,7,.857,1,6,7,8,1,0,3,1,25
barrybr01,39:00,7,11,.636,3,6,.500,4,4,1.000,1,4,5,7,0,0,5,2,21
grantho01,33:00,1,6,.167,0,0,,1,2,.500,2,4,6,5,0,1,2,3,3
patteru01,18:00,2,4,.500,0,0,,0,0,,2,0,2,1,0,0,1,3,4
lewisra02,28:00,4,6,.667,0,1,.000,0,0,,0,4,4,1,2,1,0,2,8
davisem01,16:00,0,4,.000,0,1,.000,0,0,,1,5,6,4,1,0,0,1,0
mccoyje01,14:00,1,3,.333,0,0,,3,4,.750,2,0,2,0,0,2,0,4,5
persoch01,7:00,1,1,1.000,1,1,1.000,0,2,.000,0,1,1,0,0,0,0,1,3
willish01,2:00,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,1,0,2
stepavl01,2:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,240,38,74,.514,5,13,.385,18,23,.783,10,31,41,27,5,8,14,21,99
