Denver Nuggets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
mcdyean01,39:00,5,9,.556,0,0,,4,4,1.000,7,6,13,4,2,4,4,4,14
vanexni01,37:00,8,25,.320,4,8,.500,0,0,,0,6,6,5,0,0,1,3,20
billuch01,35:00,5,13,.385,0,5,.000,0,0,,0,3,3,4,0,0,1,4,10
lafrera01,26:00,8,16,.500,1,4,.250,3,5,.600,3,3,6,1,1,0,2,3,20
poseyja01,26:00,5,10,.500,1,3,.333,0,1,.000,2,3,5,4,2,0,0,4,11
mccloge01,31:00,5,12,.417,1,5,.200,0,0,,3,2,5,1,0,1,2,5,11
clarkke01,20:00,4,10,.400,0,0,,1,1,1.000,0,3,3,0,0,1,0,1,9
bowenry01,12:00,2,3,.667,0,0,,0,0,,1,1,2,0,1,0,0,1,4
rogerro02,11:00,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,1,0
stithbr01,3:00,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,0
Team Totals,240,42,98,.429,7,25,.280,8,11,.727,16,27,43,19,7,7,10,26,99
Charlotte Hornets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
masonan01,44:00,8,12,.667,0,0,,5,5,1.000,1,11,12,8,5,1,3,3,21
wesleda01,41:00,5,12,.417,3,7,.429,1,2,.500,1,3,4,8,0,1,4,1,14
millebr01,33:00,5,9,.556,0,0,,7,7,1.000,1,7,8,1,1,2,2,6,17
robined01,30:00,5,14,.357,0,0,,0,0,,2,3,5,0,0,0,0,2,10
jonesed02,29:00,3,10,.300,1,3,.333,6,7,.857,0,6,6,5,1,1,6,4,13
davisri01,24:00,5,6,.833,0,0,,1,1,1.000,1,2,3,2,0,0,1,1,11
davisba01,23:00,6,11,.545,0,0,,1,2,.500,3,1,4,3,1,0,2,2,13
fulleto02,16:00,2,6,.333,0,0,,3,5,.600,2,3,5,0,0,0,0,1,7
Team Totals,240,39,80,.488,4,10,.400,24,29,.828,11,36,47,27,8,5,18,20,106
