Minnesota Timberwolves
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
garneke01,41:00,11,17,.647,0,0,,0,0,,1,10,11,3,2,1,5,4,22
jacksbo01,38:00,7,12,.583,1,3,.333,6,6,1.000,0,4,4,2,0,0,2,3,21
nestera01,28:00,4,8,.500,0,0,,1,2,.500,3,2,5,2,0,3,0,1,9
sealyma01,25:00,2,6,.333,0,0,,0,0,,1,0,1,2,0,0,4,4,4
mitchsa01,23:00,2,6,.333,0,0,,0,0,,0,0,0,3,0,0,0,2,4
peelean01,27:00,4,9,.444,1,2,.500,3,4,.750,0,2,2,1,0,0,0,2,12
smithjo02,23:00,2,5,.400,0,0,,0,0,,0,5,5,1,1,0,0,1,4
szczewa02,22:00,6,9,.667,0,0,,0,0,,1,1,2,2,0,1,0,2,12
averywi01,10:00,1,2,.500,1,2,.500,2,2,1.000,0,0,0,2,1,0,1,3,5
garrede01,3:00,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,1,2,0
Team Totals,240,39,75,.520,3,7,.429,12,14,.857,6,24,30,18,4,5,13,24,93
Washington Wizards
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
howarju01,43:00,6,13,.462,0,0,,2,2,1.000,3,10,13,7,3,0,4,2,14
stricro02,36:00,2,10,.200,0,1,.000,11,14,.786,1,5,6,4,1,0,1,2,15
murratr01,34:00,6,10,.600,1,3,.333,0,0,,0,1,1,2,1,0,1,4,13
richmmi01,33:00,8,16,.500,2,3,.667,1,3,.333,1,0,1,1,2,0,3,3,19
whiteja01,24:00,5,9,.556,0,0,,1,1,1.000,5,2,7,0,0,0,1,2,11
williaa01,26:00,4,5,.800,0,0,,4,4,1.000,0,4,4,0,0,2,0,2,12
austiis01,17:00,2,5,.400,0,0,,1,3,.333,2,3,5,2,0,2,1,1,5
hamilri01,15:00,3,5,.600,1,2,.500,0,0,,0,1,1,2,0,0,0,0,7
whitnch01,12:00,2,5,.400,1,3,.333,2,2,1.000,1,1,2,2,1,0,1,1,7
Team Totals,240,38,78,.487,5,12,.417,22,29,.759,13,27,40,20,8,4,12,17,103
