Denver Nuggets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
vanexni01,40:00,4,14,.286,1,4,.250,8,8,1.000,1,5,6,6,1,0,7,4,17
mcdyean01,39:00,10,19,.526,0,0,,4,6,.667,1,7,8,1,1,3,5,4,24
lafrera01,39:00,6,12,.500,0,0,,6,7,.857,5,9,14,2,1,0,2,4,18
abdulta01,34:00,4,10,.400,0,0,,6,8,.750,1,5,6,3,0,0,1,0,14
poseyja01,33:00,2,4,.500,1,3,.333,2,2,1.000,1,4,5,1,1,0,1,2,7
clarkke01,30:00,4,9,.444,0,0,,2,2,1.000,3,3,6,1,0,0,2,3,10
stithbr01,18:00,0,2,.000,0,0,,0,0,,0,2,2,2,0,0,0,2,0
gatlich01,7:00,2,4,.500,1,1,1.000,0,0,,0,2,2,0,0,0,0,2,5
Team Totals,240,32,74,.432,3,8,.375,28,33,.848,12,37,49,16,4,3,18,21,95
Toronto Raptors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
cartevi01,40:00,14,30,.467,0,2,.000,3,4,.750,2,1,3,1,1,1,1,2,31
oaklech01,33:00,2,7,.286,0,2,.000,2,2,1.000,2,5,7,3,2,1,1,6,6
davisan01,31:00,6,11,.545,0,0,,2,6,.333,0,5,5,3,1,0,0,4,14
chrisdo01,31:00,3,8,.375,1,5,.200,1,2,.500,1,2,3,4,1,2,3,3,8
workmha01,4:00,0,0,,0,0,,0,0,,0,1,1,1,1,0,0,0,0
boguemu01,27:00,5,9,.556,1,4,.250,0,0,,1,7,8,5,0,0,0,3,11
willike02,25:00,3,9,.333,0,0,,3,4,.750,5,3,8,3,1,2,1,5,9
mcgratr01,20:00,1,9,.111,0,0,,1,4,.250,4,1,5,2,0,2,2,1,3
curryde01,19:00,3,8,.375,3,8,.375,0,0,,0,0,0,3,1,0,1,0,9
stewami01,10:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,2,0
Team Totals,240,37,91,.407,5,21,.238,12,22,.545,15,26,41,25,8,8,9,26,91
