Washington Wizards
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
howarju01,42:00,6,11,.545,0,0,,1,1,1.000,2,8,10,5,1,0,3,3,13
richmmi01,32:00,3,12,.250,0,1,.000,5,6,.833,0,3,3,4,2,0,3,2,11
whitnch01,22:00,2,5,.400,0,2,.000,0,0,,0,3,3,3,3,1,6,4,4
kingge02,20:00,2,4,.500,0,0,,0,0,,2,0,2,4,0,1,0,4,4
whiteja01,17:00,3,7,.429,0,0,,1,2,.500,5,3,8,0,0,1,1,3,7
hamilri01,36:00,7,18,.389,3,3,1.000,2,2,1.000,2,5,7,0,1,0,3,4,19
murratr01,20:00,4,8,.500,2,4,.500,2,2,1.000,1,4,5,1,0,0,2,1,12
reiddo01,17:00,3,4,.750,0,0,,2,2,1.000,1,1,2,0,1,1,1,2,8
williaa01,16:00,1,4,.250,0,0,,0,0,,2,2,4,0,1,1,0,1,2
boothca01,15:00,1,5,.200,0,0,,2,2,1.000,2,3,5,2,2,3,3,3,4
profila01,3:00,0,0,,0,0,,0,0,,0,1,1,1,0,0,0,0,0
Team Totals,240,32,78,.410,5,10,.500,15,17,.882,17,33,50,20,11,8,22,27,84
Philadelphia 76ers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
iversal01,41:00,9,23,.391,0,3,.000,6,10,.600,2,4,6,4,4,0,4,2,24
ratlith01,34:00,3,5,.600,0,0,,5,8,.625,4,6,10,0,2,2,2,2,11
snower01,32:00,1,5,.200,0,0,,2,4,.500,0,1,1,10,5,0,0,4,4
hillty01,31:00,8,12,.667,0,0,,1,2,.500,3,6,9,0,1,0,0,2,17
lynchge01,29:00,3,8,.375,0,0,,1,2,.500,2,3,5,0,2,0,3,3,7
kukocto01,26:00,8,12,.667,2,3,.667,5,7,.714,0,2,2,6,3,0,3,1,23
mckieaa01,18:00,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2
geigema01,16:00,2,4,.500,0,0,,1,2,.500,1,2,3,1,2,1,0,1,5
ollieke01,7:00,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,0,2,0
jonesju01,2:00,0,2,.000,0,0,,0,0,,0,0,0,0,0,0,1,1,0
maccuto01,2:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
bowmair01,2:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0
Team Totals,240,35,74,.473,2,6,.333,21,35,.600,12,26,38,22,19,3,13,18,93
