Boston Celtics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
wesleda01,43:00,6,10,.600,1,1,1.000,4,4,1.000,2,4,6,8,0,0,6,4,17
minorgr01,30:00,4,10,.400,0,0,,5,6,.833,3,2,5,1,0,0,0,1,13
foxri01,29:00,3,6,.500,0,0,,3,5,.600,1,4,5,7,2,0,3,3,9
ellispe01,20:00,3,4,.750,0,0,,0,2,.000,1,4,5,0,1,1,0,5,6
montrer01,15:00,6,7,.857,0,0,,0,1,.000,3,2,5,0,1,2,2,4,12
dayto01,38:00,10,20,.500,4,8,.500,4,9,.444,3,5,8,2,1,0,2,2,28
barroda01,34:00,4,12,.333,1,4,.250,2,3,.667,2,4,6,4,1,0,3,3,11
willier01,20:00,5,9,.556,0,0,,3,5,.600,2,2,4,0,0,0,1,2,13
listeal01,11:00,0,0,,0,0,,1,2,.500,0,3,3,0,0,1,0,2,1
Team Totals,240,41,78,.526,6,13,.462,22,37,.595,17,30,47,22,6,4,17,26,110
Milwaukee Bucks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
robingl01,40:00,13,17,.765,0,0,,4,5,.800,0,2,2,5,2,2,3,6,30
douglsh01,40:00,6,14,.429,0,1,.000,8,9,.889,1,2,3,9,2,0,2,3,20
bakervi01,33:00,10,19,.526,1,1,1.000,4,4,1.000,6,6,12,1,0,1,4,6,25
newmajo01,30:00,4,8,.500,1,1,1.000,0,0,,0,2,2,1,0,0,0,2,9
benjabe01,15:00,2,5,.400,0,0,,0,0,,2,5,7,0,0,1,0,1,4
keysra01,28:00,2,6,.333,1,3,.333,0,0,,1,2,3,2,1,0,0,4,5
respesh01,25:00,2,9,.222,0,4,.000,0,0,,1,2,3,2,2,0,1,4,4
cummite01,15:00,1,5,.200,0,0,,3,4,.750,0,1,1,0,0,0,1,2,5
maybele01,11:00,0,2,.000,0,1,.000,1,2,.500,0,1,1,2,0,0,0,2,1
conloma01,3:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,2,0
Team Totals,240,40,86,.465,3,11,.273,20,24,.833,11,24,35,22,7,4,11,32,103
