Dallas Mavericks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
mccloge01,41:00,14,24,.583,8,14,.571,1,1,1.000,0,2,2,1,1,0,2,3,37
jonespo01,39:00,3,5,.600,2,2,1.000,1,2,.500,2,9,11,0,3,1,2,5,9
kiddja01,39:00,3,14,.214,0,4,.000,0,0,,2,5,7,11,2,1,5,1,6
willilo01,36:00,0,2,.000,0,0,,0,4,.000,7,2,9,4,1,3,3,2,0
jacksji01,30:00,3,13,.231,0,2,.000,2,3,.667,1,1,2,2,0,0,2,3,8
harrilu01,17:00,6,10,.600,1,2,.500,2,4,.500,0,1,1,1,0,0,1,0,15
woodda01,13:00,2,4,.500,1,1,1.000,0,0,,1,3,4,1,1,0,1,1,5
parksch02,8:00,0,1,.000,0,0,,2,2,1.000,1,1,2,0,0,0,0,2,2
dumasto01,8:00,1,3,.333,0,1,.000,0,2,.000,0,0,0,1,0,0,1,1,2
meyerlo01,7:00,1,3,.333,0,0,,0,0,,1,3,4,0,0,0,2,1,2
brooksc01,2:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,240,33,79,.418,12,26,.462,8,18,.444,15,27,42,21,8,5,19,19,86
Sacramento Kings
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
grantbr01,38:00,12,18,.667,0,0,,1,1,1.000,1,1,2,3,1,1,0,1,25
richmmi01,38:00,6,12,.500,4,7,.571,2,2,1.000,2,2,4,5,1,0,2,4,18
edneyty01,33:00,4,10,.400,0,0,,1,2,.500,2,2,4,5,1,0,4,2,9
polynol01,30:00,8,13,.615,0,0,,0,0,,2,8,10,2,0,1,3,3,16
causwdu01,19:00,1,6,.167,0,0,,0,0,,2,4,6,0,0,3,0,0,2
simmoli01,23:00,2,4,.500,0,1,.000,1,2,.500,0,5,5,3,2,1,0,3,5
smithmi02,20:00,2,2,1.000,0,0,,0,2,.000,1,8,9,3,1,2,1,0,4
marcisa01,17:00,3,6,.500,0,1,.000,2,2,1.000,0,0,0,2,1,0,3,1,8
hurlebo01,12:00,0,2,.000,0,2,.000,0,0,,0,2,2,3,3,0,0,1,0
willico02,10:00,3,6,.500,0,0,,2,4,.500,0,0,0,0,1,1,4,2,8
Team Totals,240,41,79,.519,4,11,.364,9,15,.600,10,32,42,26,11,9,17,17,95
