Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
wadedw01,38:44,13,23,.565,2,4,.500,11,14,.786,1,1,2,6,2,4,2,3,39,+10
moonja01,36:44,5,7,.714,3,5,.600,4,5,.800,0,6,6,1,1,3,0,3,17,+10
chalmma01,35:20,2,5,.400,0,0,,1,1,1.000,0,5,5,7,1,0,2,5,5,-1
onealje01,34:22,6,16,.375,0,0,,2,2,1.000,2,1,3,2,0,1,1,3,14,+7
hasleud01,30:32,6,10,.600,0,0,,4,4,1.000,1,5,6,1,0,0,0,3,16,+4
beaslmi01,18:46,1,4,.250,0,0,,1,2,.500,0,4,4,0,0,1,0,1,3,+2
headlu01,15:47,1,1,1.000,0,0,,3,4,.750,0,3,3,2,2,1,2,2,5,+7
magloja01,12:14,0,0,,0,0,,0,2,.000,0,0,0,0,1,1,0,3,0,-7
jonesja02,11:22,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-1
cookda02,6:09,1,3,.333,0,1,.000,0,0,,0,0,0,0,0,0,0,0,2,-6
Team Totals,240,35,70,.500,5,11,.455,26,34,.765,4,26,30,19,7,11,7,23,101,
Detroit Pistons
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
mcdyean01,41:07,8,13,.615,0,0,,0,0,,3,9,12,3,0,1,0,4,16,-9
princta01,37:55,6,16,.375,0,3,.000,2,2,1.000,0,3,3,5,1,0,1,2,14,-6
stuckro01,37:37,9,18,.500,0,0,,6,6,1.000,0,1,1,3,1,0,4,4,24,+4
afflaar01,29:34,4,10,.400,1,5,.200,4,4,1.000,0,2,2,2,2,1,2,4,13,0
brownkw01,28:42,1,2,.500,0,0,,5,6,.833,1,6,7,3,0,0,0,3,7,+10
bynumwi01,23:26,2,9,.222,0,0,,5,5,1.000,0,1,1,2,0,0,3,3,9,-12
maxieja01,20:59,2,3,.667,0,0,,2,4,.500,6,1,7,0,0,3,0,3,6,-13
herrmwa01,15:48,2,6,.333,1,4,.250,0,0,,0,2,2,0,0,0,0,0,5,-2
johnsam01,4:52,1,1,1.000,0,0,,0,0,,1,0,1,0,0,0,0,1,2,+3
Team Totals,240,35,78,.449,2,12,.167,24,27,.889,11,25,36,18,4,5,10,24,96,
