New York Knicks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
blackro01,45:00,9,17,.529,0,0,,1,1,1.000,1,2,3,4,1,0,3,2,19
ewingpa01,42:00,10,19,.526,0,0,,8,11,.727,1,5,6,4,1,6,1,4,28
smithch01,41:00,5,10,.500,0,0,,7,8,.875,3,5,8,5,0,1,3,3,17
riverdo01,20:00,5,6,.833,1,1,1.000,1,2,.500,1,4,5,4,1,0,1,1,12
oaklech01,13:00,1,4,.250,0,0,,0,0,,2,4,6,0,0,0,1,4,2
anthogr01,32:00,1,6,.167,0,1,.000,0,0,,2,3,5,2,5,0,2,2,2
masonan01,31:00,2,4,.500,0,0,,0,0,,2,3,5,1,0,1,1,2,4
starkjo01,23:00,3,12,.250,0,5,.000,4,6,.667,0,1,1,3,2,0,0,5,10
willihe01,13:00,3,4,.750,0,0,,0,0,,1,1,2,1,1,0,1,3,6
campbto01,4:00,0,2,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0
davishu01,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,265,39,84,.464,1,7,.143,21,28,.750,13,28,41,25,11,8,13,27,100
Milwaukee Bucks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
edwarbl01,47:00,7,17,.412,3,3,1.000,4,4,1.000,1,4,5,6,2,1,3,2,21
brickfr01,46:00,9,14,.643,0,0,,2,5,.400,1,4,5,6,0,1,2,3,20
aventan01,40:00,8,14,.571,0,1,.000,1,2,.500,3,6,9,0,0,1,1,4,17
roberal01,25:00,3,7,.429,0,1,.000,1,2,.500,2,1,3,4,0,0,3,5,7
murdoer01,21:00,0,4,.000,0,0,,2,2,1.000,0,4,4,4,1,0,2,4,2
dayto01,34:00,7,14,.500,3,4,.750,5,7,.714,3,0,3,0,1,2,3,5,22
maybele01,32:00,4,7,.571,1,3,.333,0,0,,0,2,2,4,1,0,3,3,9
schayda01,20:00,2,4,.500,0,0,,0,0,,1,4,5,2,0,0,2,3,4
Team Totals,265,40,81,.494,7,12,.583,15,22,.682,11,25,36,26,5,5,19,29,102
