New Jersey Nets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
colemde01,42:00,10,18,.556,0,1,.000,8,9,.889,4,12,16,3,2,4,2,4,28
anderke01,42:00,5,16,.313,0,1,.000,3,3,1.000,2,4,6,10,0,0,2,1,13
petrodr01,41:00,10,17,.588,1,3,.333,8,9,.889,1,1,2,3,0,0,5,5,29
morrich01,37:00,3,12,.250,0,0,,2,3,.667,3,3,6,0,2,0,3,1,8
bowiesa01,28:00,2,8,.250,0,0,,1,2,.500,0,3,3,0,1,1,0,3,5
dudlech02,20:00,1,2,.500,0,0,,3,6,.500,6,4,10,0,2,0,0,6,5
brownch01,13:00,3,6,.500,0,0,,3,6,.500,2,2,4,0,0,0,0,3,9
robinru01,9:00,2,7,.286,1,2,.500,0,0,,0,0,0,1,0,0,1,1,5
mahorri01,4:00,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,2,0
georgta01,4:00,0,4,.000,0,1,.000,0,0,,0,1,1,2,0,0,0,0,0
Team Totals,240,36,90,.400,2,8,.250,28,38,.737,18,30,48,19,7,6,13,26,102
Orlando Magic
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
skilesc01,48:00,5,13,.385,1,2,.500,2,3,.667,0,6,6,12,0,0,3,2,13
anderni01,42:00,6,17,.353,0,3,.000,2,2,1.000,0,6,6,6,0,2,2,2,14
onealsh01,38:00,12,19,.632,0,0,,5,11,.455,6,6,12,0,0,5,1,6,29
tolbeto01,29:00,4,8,.500,0,1,.000,0,0,,2,6,8,1,1,0,2,3,8
scottde01,26:00,4,12,.333,1,4,.250,2,4,.500,0,1,1,2,1,0,3,2,11
royaldo01,22:00,3,8,.375,0,0,,4,6,.667,1,1,2,1,0,0,1,3,10
catlete01,19:00,2,2,1.000,0,0,,4,6,.667,1,2,3,0,0,0,3,6,8
kitegr01,10:00,0,0,,0,0,,0,0,,1,4,5,0,0,0,1,1,0
bowiean01,6:00,2,4,.500,0,0,,2,2,1.000,0,0,0,0,0,0,1,3,6
Team Totals,240,38,83,.458,2,10,.200,21,34,.618,11,32,43,22,2,7,17,28,99
