Detroit Pistons
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
aguirma01,35:00,8,14,.571,0,1,.000,2,2,1.000,1,5,6,4,0,0,1,2,18
dumarjo01,34:00,5,11,.455,1,3,.333,3,4,.750,1,1,2,5,0,0,2,3,14
woolror01,28:00,6,14,.429,0,0,,2,3,.667,1,5,6,2,1,0,1,2,14
polynol01,26:00,6,8,.750,0,0,,0,0,,5,6,11,0,1,0,1,1,12
walkeda01,21:00,1,5,.200,0,0,,0,0,,0,1,1,1,0,0,3,2,2
millste01,27:00,6,19,.316,0,0,,1,1,1.000,4,3,7,1,2,0,2,5,13
laimbbi01,25:00,3,8,.375,0,0,,1,2,.500,3,4,7,2,0,0,1,3,7
glassge01,20:00,5,9,.556,1,2,.500,0,0,,0,1,1,2,2,1,1,5,11
morriis01,15:00,3,11,.273,0,0,,2,3,.667,1,1,2,1,1,0,1,5,8
randama01,9:00,1,5,.200,0,1,.000,0,0,,3,0,3,0,0,1,1,1,2
Team Totals,240,44,104,.423,2,7,.286,11,15,.733,19,27,46,18,7,2,14,29,101
Seattle SuperSonics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
kempsh01,32:00,7,12,.583,0,0,,3,5,.600,2,5,7,2,1,3,3,5,17
paytoga01,30:00,8,12,.667,1,1,1.000,4,4,1.000,0,0,0,7,4,0,2,4,21
cagemi01,28:00,3,7,.429,0,0,,0,3,.000,4,9,13,1,2,0,0,1,6
mckeyde01,26:00,6,10,.600,2,3,.667,4,6,.667,0,2,2,3,1,0,2,1,18
mcmilna01,6:00,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,0,0
barroda01,32:00,8,9,.889,3,4,.750,0,0,,1,2,3,2,0,0,1,0,19
benjabe01,26:00,4,7,.571,0,0,,6,7,.857,0,11,11,1,1,2,4,5,14
johnsed03,18:00,6,11,.545,0,0,,5,8,.625,3,3,6,2,0,0,1,3,17
paddige01,18:00,3,7,.429,0,0,,2,2,1.000,1,1,2,3,0,1,1,0,8
piercri01,17:00,5,9,.556,0,1,.000,4,4,1.000,0,0,0,2,1,1,1,1,14
schefst01,7:00,1,3,.333,0,0,,2,2,1.000,2,2,4,0,0,0,0,2,4
Team Totals,240,51,88,.580,6,9,.667,30,41,.732,13,36,49,24,10,7,15,22,138
