Detroit Pistons
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
dumarjo01,46:00,17,33,.515,2,3,.667,9,10,.900,2,3,5,3,1,0,5,4,45
walkeda01,43:00,3,11,.273,0,0,,2,4,.500,4,3,7,6,3,1,2,4,8
rodmade01,43:00,2,2,1.000,0,0,,1,2,.500,4,17,21,3,0,1,2,4,5
sallejo01,32:00,7,10,.700,0,0,,6,8,.750,2,4,6,3,1,5,2,5,20
woolror01,31:00,9,17,.529,0,0,,5,8,.625,1,3,4,1,1,0,3,2,23
laimbbi01,20:00,5,9,.556,0,0,,0,0,,1,4,5,3,0,0,2,2,10
aguirma01,17:00,4,10,.400,0,1,.000,0,0,,0,2,2,1,0,0,0,0,8
blankla01,8:00,0,3,.000,0,1,.000,0,0,,1,1,2,3,1,0,0,2,0
Team Totals,240,47,95,.495,2,5,.400,23,32,.719,15,37,52,23,7,7,16,23,119
Golden State Warriors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
hardati01,48:00,9,23,.391,3,8,.375,9,12,.750,0,4,4,12,4,0,2,5,30
mullich01,48:00,8,16,.500,4,6,.667,6,9,.667,2,3,5,1,1,2,4,2,26
owensbi01,34:00,5,10,.500,0,0,,0,0,,2,12,14,2,1,1,2,4,10
hillty01,27:00,5,9,.556,0,0,,1,2,.500,2,4,6,0,0,0,1,4,11
eliema01,23:00,6,11,.545,1,2,.500,1,1,1.000,1,5,6,1,1,2,1,1,14
marcisa01,30:00,6,12,.500,0,0,,1,4,.250,0,1,1,2,1,0,5,4,13
gatlich01,19:00,2,4,.500,0,0,,2,2,1.000,2,2,4,0,0,0,1,4,6
askewvi01,6:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
alexavi01,5:00,1,3,.333,0,0,,0,0,,0,0,0,0,0,0,0,1,2
Team Totals,240,42,88,.477,8,16,.500,20,30,.667,9,31,40,18,8,5,16,25,112
