San Antonio Spurs
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
elliose01,43:00,9,17,.529,1,1,1.000,5,5,1.000,0,2,2,1,1,1,1,1,24
cummite01,41:00,14,27,.519,2,2,1.000,2,4,.500,12,3,15,0,2,0,3,3,32
carran01,41:00,8,16,.500,0,0,,7,7,1.000,4,4,8,1,0,5,3,5,23
stricro02,31:00,3,13,.231,0,0,,2,4,.500,2,2,4,8,5,0,3,5,8
johnsvi01,28:00,3,7,.429,1,1,1.000,0,0,,0,4,4,4,0,0,0,0,7
tucketr01,21:00,2,5,.400,1,2,.500,1,2,.500,1,2,3,0,0,1,0,3,6
suttogr01,17:00,1,7,.143,1,2,.500,2,2,1.000,0,2,2,3,1,1,2,2,5
greensi02,13:00,2,3,.667,0,0,,0,0,,0,2,2,0,1,1,0,0,4
royaldo01,5:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,240,42,95,.442,6,8,.750,19,24,.792,19,21,40,17,10,9,12,19,109
New Jersey Nets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
colemde01,43:00,8,13,.615,0,1,.000,4,5,.800,3,11,14,4,0,6,4,4,20
petrodr01,39:00,6,16,.375,2,5,.400,6,6,1.000,0,0,0,4,2,1,3,0,20
morrich01,37:00,6,13,.462,0,1,.000,0,0,,5,5,10,3,3,1,3,1,12
dudlech02,34:00,7,12,.583,0,0,,2,3,.667,6,8,14,2,2,4,2,4,16
blaylmo01,31:00,8,12,.667,0,0,,2,4,.500,0,1,1,13,3,1,3,2,18
georgta01,18:00,1,9,.111,0,0,,5,6,.833,1,1,2,1,1,0,1,0,7
millste01,16:00,6,8,.750,2,2,1.000,0,0,,3,1,4,2,0,0,0,4,14
anderke01,8:00,3,4,.750,0,0,,0,0,,2,2,4,1,0,0,0,0,6
addisra01,8:00,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,1,2
bowiesa01,6:00,1,2,.500,0,0,,0,0,,0,2,2,0,0,1,0,0,2
Team Totals,240,47,91,.516,4,9,.444,19,24,.792,20,31,51,30,11,14,16,16,117
