Indiana Pacers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
millere01,37:00,11,14,.786,0,2,.000,7,8,.875,0,3,3,4,0,1,2,0,29
persoch01,31:00,8,12,.667,2,3,.667,1,2,.500,3,6,9,6,2,0,1,1,19
willimi02,31:00,1,6,.167,0,0,,1,1,1.000,0,3,3,7,7,0,3,4,3
smitsri01,28:00,7,11,.636,0,0,,0,1,.000,2,2,4,1,1,2,4,3,14
davisda01,14:00,1,2,.500,0,0,,0,0,,1,5,6,0,0,0,1,5,2
schrede01,31:00,4,8,.500,0,0,,6,6,1.000,4,7,11,4,1,0,6,2,14
flemive01,25:00,3,7,.429,0,0,,2,3,.667,1,2,3,1,1,0,1,1,8
mccloge01,17:00,3,9,.333,1,1,1.000,2,2,1.000,1,4,5,4,0,0,0,3,9
thompla01,15:00,2,5,.400,0,0,,4,4,1.000,1,2,3,2,1,0,1,2,8
dreilgr01,5:00,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,2,2
willike03,3:00,2,2,1.000,0,0,,1,2,.500,0,1,1,0,2,1,1,0,5
greense01,3:00,0,0,,0,0,,1,2,.500,1,1,2,1,0,1,0,0,1
Team Totals,240,43,77,.558,3,6,.500,25,31,.806,14,37,51,30,15,5,20,23,114
Los Angeles Lakers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
worthja01,39:00,5,17,.294,0,1,.000,2,2,1.000,4,3,7,8,2,0,2,0,12
threase01,35:00,4,10,.400,0,1,.000,3,5,.600,2,2,4,2,5,0,4,4,11
perkisa01,33:00,4,11,.364,0,2,.000,7,7,1.000,5,4,9,3,2,0,2,2,15
scottby01,23:00,4,13,.308,1,3,.333,2,2,1.000,0,1,1,3,0,1,3,2,11
campbel01,14:00,2,4,.500,0,1,.000,2,3,.667,1,2,3,0,0,0,1,2,6
greenac01,37:00,5,12,.417,0,2,.000,3,3,1.000,2,4,6,1,1,1,0,2,13
smithto02,19:00,5,11,.455,0,0,,3,4,.750,0,3,3,1,2,0,1,1,13
teaglte01,12:00,1,6,.167,0,0,,2,3,.667,1,0,1,0,0,0,0,1,4
brownch01,10:00,1,3,.333,0,1,.000,0,0,,0,0,0,1,0,0,1,1,2
sparrro01,8:00,0,2,.000,0,0,,0,0,,1,0,1,2,0,0,1,2,0
owenske01,5:00,0,3,.000,0,0,,0,0,,2,0,2,0,1,0,2,2,0
haleyja01,5:00,0,2,.000,0,0,,0,0,,1,0,1,0,0,0,0,1,0
Team Totals,240,31,94,.330,1,11,.091,24,29,.828,19,19,38,21,13,2,17,20,87
