New Jersey Nets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
petrodr01,42:00,10,19,.526,2,3,.667,6,6,1.000,1,2,3,2,2,0,2,5,28
morrich01,32:00,4,8,.500,0,1,.000,1,1,1.000,1,7,8,1,2,0,4,1,9
bowiesa01,31:00,11,17,.647,0,1,.000,3,5,.600,5,2,7,6,0,0,0,0,25
colemde01,30:00,3,11,.273,0,2,.000,2,2,1.000,1,4,5,3,1,1,4,4,8
anderke01,27:00,3,6,.500,0,0,,5,6,.833,0,3,3,6,3,0,3,1,11
millste01,21:00,4,8,.500,0,0,,1,2,.500,1,0,1,1,2,1,3,2,9
georgta01,21:00,2,5,.400,0,0,,2,4,.500,0,2,2,8,0,0,2,1,6
dudlech02,17:00,1,2,.500,0,0,,1,2,.500,1,3,4,0,1,2,1,2,3
addisra01,11:00,2,3,.667,0,0,,0,0,,0,1,1,0,0,0,0,1,4
leedo01,8:00,2,4,.500,0,0,,0,0,,1,1,2,0,0,0,0,0,4
Team Totals,240,42,83,.506,2,7,.286,21,28,.750,11,25,36,27,11,4,19,17,107
Atlanta Hawks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
willike02,41:00,11,16,.688,0,2,.000,4,4,1.000,1,14,15,2,3,1,3,4,26
volkoal01,32:00,6,13,.462,0,2,.000,6,6,1.000,3,2,5,10,2,0,3,4,18
augmost01,31:00,11,13,.846,0,0,,0,0,,1,2,3,0,3,0,5,3,22
robinru01,31:00,5,10,.500,1,1,1.000,2,4,.500,0,1,1,10,1,0,3,4,13
rasmubl01,30:00,6,10,.600,0,1,.000,0,0,,4,4,8,0,1,0,0,3,12
ferredu01,32:00,7,10,.700,0,0,,6,9,.667,0,0,0,4,1,1,3,1,20
cheekma01,21:00,2,6,.333,0,0,,0,0,,0,3,3,5,3,0,0,3,4
grahapa01,13:00,0,3,.000,0,0,,2,2,1.000,0,0,0,3,0,0,1,2,2
koncajo01,9:00,1,2,.500,0,0,,0,0,,0,1,1,1,1,0,0,1,2
Team Totals,240,49,83,.590,1,6,.167,20,25,.800,9,27,36,35,15,2,18,25,119
