GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201301230SAS,240,43,80,.538,8,25,.320,12,23,.522,6,33,39,29,9,3,8,20,106,1,1
201301250DAL,240,43,89,.483,9,23,.391,18,24,.750,8,38,46,29,11,1,15,17,113,0,1
201301260SAS,240,41,83,.494,7,24,.292,19,23,.826,7,31,38,20,7,1,9,16,108,1,1
201301300SAS,240,38,69,.551,9,16,.563,17,21,.810,6,29,35,28,16,5,23,20,102,1,1
201302020SAS,240,38,78,.487,5,20,.250,15,16,.938,3,42,45,25,5,4,16,17,96,1,1
201302060MIN,240,37,81,.457,10,25,.400,20,21,.952,7,34,41,24,13,5,13,22,104,0,1
201302080DET,240,37,81,.457,10,24,.417,25,30,.833,9,24,33,20,8,9,7,16,109,0,0
201302100BRK,240,43,73,.589,12,19,.632,13,20,.650,6,22,28,22,10,3,5,14,111,0,1
201302110CHI,240,39,75,.520,8,16,.500,17,20,.850,2,24,26,21,10,1,8,18,103,0,1
201302130CLE,240,38,84,.452,5,19,.263,15,18,.833,11,33,44,25,7,10,13,15,96,0,1
201302190SAC,240,35,75,.467,10,30,.333,28,35,.800,7,39,46,25,9,8,17,21,108,0,1
201302210LAC,240,43,73,.589,8,17,.471,22,28,.786,8,26,34,30,7,6,17,20,116,0,1
201302220GSW,265,37,95,.389,4,22,.182,23,32,.719,10,40,50,17,7,7,9,22,101,0,0
201302240PHO,240,32,72,.444,5,17,.294,28,35,.800,4,32,36,22,10,5,17,26,97,0,1
201302270SAS,265,35,81,.432,6,17,.353,25,35,.714,10,34,44,24,9,2,17,21,101,1,0
201303010SAS,240,51,84,.607,9,20,.450,19,23,.826,9,34,43,41,12,6,19,15,130,1,1
201303030SAS,240,45,89,.506,9,20,.450,15,20,.750,8,41,49,35,12,9,11,18,114,1,1
201303060SAS,240,40,74,.541,8,14,.571,13,18,.722,5,42,47,22,7,7,12,9,101,1,1
201303080SAS,240,44,84,.524,6,19,.316,12,15,.800,7,22,29,22,5,3,12,17,106,1,0
201303110SAS,240,43,82,.524,8,21,.381,11,14,.786,9,26,35,25,7,1,12,20,105,1,1
201303120MIN,240,29,82,.354,9,29,.310,16,18,.889,8,31,39,19,9,4,16,21,83,0,0
201303140SAS,240,37,84,.440,5,13,.385,13,17,.765,11,38,49,31,7,4,15,10,92,1,1
201303160SAS,240,45,78,.577,6,17,.353,23,29,.793,11,32,43,32,7,7,18,21,119,1,1
201303200SAS,240,41,85,.482,8,26,.308,14,15,.933,8,30,38,27,9,7,12,13,104,1,1
201303220SAS,265,39,84,.464,8,20,.400,18,24,.750,8,38,46,23,8,10,17,17,104,1,1
201303240HOU,240,33,78,.423,10,22,.455,19,21,.905,7,31,38,19,9,9,16,17,95,0,0
201303270SAS,240,35,76,.461,10,15,.667,20,27,.741,11,27,38,20,7,8,18,17,100,1,1
201303290SAS,240,39,74,.527,6,15,.400,20,21,.952,6,26,32,29,3,5,9,20,104,1,1
201303310SAS,240,35,79,.443,7,24,.292,9,16,.563,13,36,49,26,7,2,12,13,86,1,0
201304010MEM,240,36,75,.480,8,23,.348,10,11,.909,7,33,40,21,8,8,16,23,90,0,0
201304030SAS,240,40,90,.444,10,29,.345,8,13,.615,12,41,53,26,7,4,15,8,98,1,1
201304040OKC,240,33,83,.398,8,21,.381,14,17,.824,11,33,44,21,7,5,10,10,88,0,0
201304060SAS,240,36,80,.450,3,15,.200,24,29,.828,9,40,49,24,5,12,15,21,99,1,1
201304100DEN,240,35,87,.402,4,21,.190,12,17,.706,12,31,43,24,10,6,13,17,86,0,0
201304120SAS,240,42,77,.545,6,17,.353,18,21,.857,4,37,41,28,7,12,16,14,108,1,1
201304140LAL,240,33,89,.371,6,18,.333,14,19,.737,10,36,46,25,11,8,8,23,86,0,0
201304150GSW,240,45,98,.459,8,24,.333,8,13,.615,10,29,39,30,13,1,15,18,106,0,0
201304170SAS,240,33,79,.418,7,18,.389,22,22,1.000,4,36,40,20,5,2,17,22,95,1,0
