GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201210310NOH,240,38,80,.475,6,20,.300,17,26,.654,10,33,43,22,9,8,15,21,99,0,1
201211010SAS,240,35,79,.443,5,19,.263,11,16,.688,6,33,39,27,9,4,13,21,86,1,1
201211030SAS,240,42,74,.568,7,13,.538,19,23,.826,7,26,33,29,8,6,18,18,110,1,1
201211050SAS,240,41,87,.471,8,18,.444,11,13,.846,11,34,45,25,11,2,8,17,101,1,1
201211070LAC,240,30,73,.411,8,23,.348,16,24,.667,6,23,29,25,7,4,20,11,84,0,0
201211090SAC,240,35,72,.486,5,18,.278,22,26,.846,7,41,48,27,8,9,20,19,97,0,1
201211100POR,240,40,70,.571,7,18,.389,25,31,.806,6,30,36,20,9,5,21,20,112,0,1
201211130LAL,240,35,90,.389,7,20,.350,7,11,.636,11,27,38,22,13,5,8,17,84,0,1
201211150SAS,240,38,87,.437,8,29,.276,16,21,.762,13,35,48,21,4,7,10,20,100,1,0
201211170SAS,240,47,88,.534,16,27,.593,16,20,.800,14,26,40,33,11,6,14,21,126,1,1
201211190SAS,240,29,82,.354,6,20,.300,23,28,.821,13,29,42,16,7,3,13,19,87,1,0
201211210BOS,240,45,77,.584,8,16,.500,14,19,.737,6,35,41,26,8,2,17,17,112,0,1
201211230IND,240,41,83,.494,2,17,.118,20,22,.909,6,31,37,19,8,2,10,21,104,0,1
201211250TOR,290,44,103,.427,8,27,.296,15,19,.789,7,45,52,25,4,5,11,18,111,0,1
201211260WAS,240,45,80,.563,13,23,.565,15,20,.750,10,33,43,32,4,5,15,15,118,0,1
201211280ORL,240,44,84,.524,11,25,.440,11,15,.733,8,31,39,26,12,9,16,8,110,0,1
201211290MIA,240,36,80,.450,10,30,.333,18,24,.750,11,34,45,22,5,2,19,20,100,0,0
201212010SAS,265,37,89,.416,7,29,.241,18,24,.750,13,35,48,21,12,5,16,22,99,1,1
201212050SAS,240,40,85,.471,6,21,.286,24,28,.857,14,39,53,27,6,4,17,20,110,1,1
201212070SAS,240,48,87,.552,6,20,.300,12,13,.923,6,44,50,33,10,7,17,10,114,1,1
201212080CHA,240,50,90,.556,19,34,.559,13,15,.867,9,36,45,38,7,5,11,22,132,0,1
201212100HOU,265,48,92,.522,14,30,.467,24,26,.923,6,43,49,31,6,8,19,22,134,0,1
201212120UTA,240,37,87,.425,8,19,.421,14,18,.778,13,35,48,18,9,10,12,15,96,0,0
201212130POR,240,33,72,.458,6,19,.316,18,25,.720,7,31,38,23,8,2,19,11,90,0,0
201212150SAS,240,38,81,.469,12,25,.480,15,20,.750,11,27,38,28,9,4,12,12,103,1,1
201212170OKC,240,36,79,.456,6,20,.300,15,21,.714,9,28,37,23,9,4,16,19,93,0,0
201212180DEN,240,38,95,.400,14,36,.389,16,18,.889,9,36,45,28,12,9,14,25,106,0,0
201212210SAS,240,39,76,.513,4,18,.222,17,23,.739,2,34,36,29,7,5,11,12,99,1,1
201212230SAS,240,47,84,.560,20,30,.667,15,19,.789,8,33,41,33,17,5,16,22,129,1,1
201212260SAS,240,34,71,.479,8,19,.421,24,29,.828,10,34,44,25,11,5,17,16,100,1,1
201212280SAS,240,44,77,.571,12,23,.522,22,24,.917,4,30,34,21,14,5,19,21,122,1,1
201212300DAL,240,41,81,.506,8,19,.421,21,24,.875,6,38,44,21,6,5,11,9,111,0,1
201212310SAS,240,43,73,.589,6,14,.429,12,16,.750,4,32,36,25,9,6,13,16,104,1,1
201301020MIL,240,46,89,.517,9,17,.529,16,23,.696,8,32,40,32,8,3,8,23,117,0,1
201301030NYK,240,28,77,.364,9,34,.265,18,21,.857,7,28,35,14,8,5,13,11,83,0,0
201301050SAS,240,41,85,.482,8,25,.320,19,23,.826,8,42,50,24,11,5,15,17,109,1,1
201301070NOH,240,33,73,.452,6,21,.286,16,20,.800,9,23,32,20,7,6,19,15,88,0,0
201301090SAS,240,41,84,.488,12,25,.480,14,16,.875,8,40,48,25,9,7,18,14,108,1,1
201301110MEM,265,35,76,.461,10,25,.400,18,22,.818,7,28,35,25,9,4,18,21,98,0,0
201301130SAS,240,45,80,.563,8,21,.381,8,11,.727,7,36,43,31,9,13,17,19,106,1,1
201301160SAS,240,44,76,.579,9,18,.500,6,10,.600,4,29,33,33,7,9,13,22,103,1,1
201301180SAS,240,36,80,.450,5,22,.227,18,20,.900,7,39,46,19,2,4,10,12,95,1,1
201301190ATL,240,41,86,.477,8,24,.333,8,11,.727,5,34,39,21,8,4,8,15,98,0,1
201301210PHI,240,34,81,.420,3,18,.167,19,26,.731,9,38,47,22,8,3,14,12,90,0,1
