GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201301020MIA,265,41,94,.436,10,28,.357,17,20,.850,8,39,47,19,7,5,13,24,109,0,0
201301050DAL,265,39,85,.459,7,19,.368,11,13,.846,6,36,42,21,6,10,9,20,96,1,0
201301070UTA,240,35,81,.432,6,19,.316,18,20,.900,6,40,46,20,5,5,10,26,94,0,0
201301090LAC,240,36,84,.429,6,18,.333,15,18,.833,10,24,34,21,10,3,13,17,93,0,0
201301100SAC,265,41,96,.427,5,21,.238,30,35,.857,15,37,52,20,6,6,12,24,117,0,1
201301120DAL,240,39,80,.488,11,17,.647,15,21,.714,11,37,48,26,6,5,9,22,104,1,1
201301140DAL,240,46,77,.597,6,13,.462,15,16,.938,4,29,33,33,7,1,9,23,113,1,1
201301160DAL,240,33,86,.384,5,22,.227,34,43,.791,11,36,47,22,7,5,10,19,105,1,1
201301180DAL,265,41,91,.451,7,20,.350,25,30,.833,11,35,46,24,11,3,16,23,114,1,0
201301200ORL,240,45,90,.500,8,15,.533,13,15,.867,10,33,43,29,9,7,8,13,111,0,1
201301250DAL,240,42,91,.462,6,18,.333,17,18,.944,10,37,47,20,8,7,14,19,107,1,0
201301270DAL,240,45,88,.511,5,11,.455,15,18,.833,12,32,44,26,8,0,13,24,110,1,1
201301290POR,240,42,84,.500,8,15,.533,12,15,.800,10,30,40,31,8,2,16,21,104,0,0
201301310GSW,240,36,81,.444,8,25,.320,17,24,.708,12,35,47,25,8,5,15,18,97,0,0
201302010PHO,240,40,88,.455,8,21,.381,21,25,.840,12,39,51,25,10,12,15,18,109,0,1
201302040OKC,240,36,87,.414,3,16,.188,16,20,.800,6,34,40,21,7,9,14,18,91,0,0
201302060DAL,240,41,86,.477,10,20,.500,13,19,.684,11,35,46,22,5,3,8,16,105,1,1
201302090DAL,240,38,77,.494,11,20,.550,29,38,.763,6,38,44,25,9,6,10,23,116,1,1
201302110DAL,240,38,89,.427,9,21,.429,16,20,.800,8,29,37,25,9,3,11,20,101,1,0
201302130DAL,240,43,92,.467,13,34,.382,24,26,.923,15,36,51,27,12,10,12,27,123,1,1
201302200DAL,240,42,88,.477,11,29,.379,16,18,.889,7,37,44,32,6,8,9,19,111,1,1
201302220NOH,240,40,84,.476,8,20,.400,16,19,.842,13,31,44,26,9,17,12,18,104,0,1
201302240DAL,240,39,87,.448,8,18,.444,13,19,.684,12,32,44,19,11,1,12,23,99,1,0
201302260DAL,240,36,85,.424,1,17,.059,17,21,.810,16,40,56,20,7,4,20,21,90,1,0
201302270MEM,240,33,76,.434,3,12,.250,15,19,.789,6,29,35,20,9,9,21,23,84,0,0
201303010BRK,240,39,78,.500,9,21,.429,11,14,.786,5,26,31,18,13,6,13,18,98,0,1
201303030HOU,240,38,80,.475,12,27,.444,15,24,.625,9,23,32,19,8,3,18,33,103,0,0
201303060DAL,240,45,83,.542,11,26,.423,11,14,.786,5,28,33,35,5,3,11,22,112,1,1
201303080DET,240,41,78,.526,11,22,.500,9,15,.600,4,37,41,29,6,5,12,15,102,0,1
201303100MIN,240,42,92,.457,8,21,.381,8,10,.800,15,44,59,27,7,5,12,15,100,0,1
201303120MIL,240,41,82,.500,11,29,.379,22,27,.815,3,38,41,23,5,5,9,19,115,0,1
201303140SAS,240,37,83,.446,8,19,.421,9,10,.900,6,29,35,21,10,10,11,23,91,0,0
201303150DAL,240,41,82,.500,7,21,.333,7,11,.636,8,38,46,25,7,6,16,19,96,1,1
201303170DAL,240,38,83,.458,9,21,.429,16,16,1.000,8,26,34,18,13,2,14,20,101,1,0
201303180ATL,240,51,89,.573,13,22,.591,12,14,.857,10,29,39,33,7,3,12,20,127,0,1
201303200DAL,240,40,80,.500,7,19,.368,9,15,.600,7,27,34,19,5,3,11,20,96,1,0
201303220DAL,240,38,82,.463,6,19,.316,22,28,.786,13,35,48,26,7,3,14,22,104,1,1
201303240DAL,240,38,70,.543,9,18,.500,28,33,.848,7,27,34,23,8,7,19,18,113,1,1
201303260DAL,265,40,82,.488,6,23,.261,23,27,.852,8,34,42,23,12,7,15,21,109,1,1
201303280DAL,240,32,83,.386,4,14,.286,10,14,.714,7,27,34,18,8,7,11,24,78,1,0
201303300DAL,240,40,79,.506,6,18,.333,14,18,.778,9,30,39,24,3,9,11,17,100,1,1
201304020LAL,240,34,81,.420,7,19,.368,6,12,.500,8,29,37,23,11,6,13,24,81,0,0
201304040DEN,240,41,88,.466,4,18,.222,8,10,.800,9,32,41,26,6,7,10,24,94,0,0
201304050SAC,240,46,90,.511,6,20,.300,19,19,1.000,9,34,43,30,7,4,9,20,117,0,1
201304070POR,240,42,90,.467,3,13,.231,9,12,.750,13,35,48,28,9,7,12,11,96,0,1
201304100DAL,240,34,85,.400,6,17,.353,17,21,.810,14,36,50,21,6,8,13,17,91,1,0
201304120DAL,265,43,95,.453,11,23,.478,11,19,.579,15,37,52,29,7,9,19,16,108,1,1
201304140NOH,240,45,86,.523,9,21,.429,8,8,1.000,9,32,41,27,6,6,8,16,107,0,1
201304150DAL,240,34,76,.447,9,19,.474,20,25,.800,8,28,36,18,7,3,15,22,97,1,0
201304170DAL,240,42,82,.512,6,16,.375,9,11,.818,7,30,37,24,12,5,11,23,99,1,1
