GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201303070DEN,240,36,85,.424,7,22,.318,13,16,.813,10,26,36,21,5,3,11,17,92,0,0
201303100LAC,240,50,80,.625,14,28,.500,15,25,.600,6,29,35,37,13,4,9,28,129,1,1
201303130LAC,240,31,72,.431,6,26,.231,17,18,.944,13,21,34,22,5,4,12,22,85,1,0
201303170LAC,240,34,75,.453,8,28,.286,17,31,.548,12,39,51,20,5,8,12,18,93,1,1
201303190SAC,240,36,80,.450,9,26,.346,20,26,.769,11,26,37,30,10,4,17,24,101,0,0
201303200LAC,240,41,78,.526,6,20,.300,13,19,.684,8,36,44,24,13,3,14,16,101,1,1
201303230LAC,240,37,79,.468,9,26,.346,18,24,.750,12,29,41,19,11,6,15,23,101,1,1
201303260DAL,265,38,85,.447,10,33,.303,16,25,.640,11,33,44,19,6,4,17,24,102,0,0
201303270NOH,240,34,73,.466,13,29,.448,24,28,.857,12,23,35,18,9,3,9,18,105,0,1
201303290SAS,240,41,81,.506,8,19,.421,12,21,.571,12,26,38,26,8,4,9,23,102,0,0
201303300HOU,240,31,78,.397,7,22,.318,12,14,.857,7,31,38,15,10,7,18,26,81,0,0
201304010LAC,240,39,80,.488,5,16,.313,23,26,.885,14,22,36,24,7,1,14,23,106,1,0
201304030LAC,240,52,93,.559,9,21,.429,13,18,.722,13,24,37,39,14,5,6,23,126,1,1
201304070LAC,240,42,84,.500,8,21,.381,17,21,.810,16,34,50,26,6,1,10,22,109,1,1
201304100LAC,240,44,77,.571,11,21,.524,12,16,.750,10,38,48,34,8,11,20,19,111,1,1
201304120NOH,240,35,78,.449,7,26,.269,19,28,.679,10,31,41,28,6,5,12,24,96,0,1
201304130MEM,240,37,80,.463,6,16,.375,11,18,.611,12,33,45,18,9,8,7,20,91,0,1
201304160LAC,240,37,79,.468,7,27,.259,12,15,.800,14,37,51,30,10,4,14,12,93,1,1
201304170SAC,240,44,88,.500,12,24,.500,12,18,.667,11,33,44,25,5,3,13,20,112,0,1
