GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201210310PHO,240,33,86,.384,5,17,.294,16,23,.696,17,32,49,19,9,3,18,20,87,0,1
201211020GSW,240,36,80,.450,10,20,.500,12,17,.706,9,27,36,21,5,5,18,24,94,1,0
201211030LAC,240,41,84,.488,4,16,.250,28,39,.718,16,32,48,22,7,2,13,34,114,0,1
201211050SAC,240,31,78,.397,6,21,.286,24,28,.857,7,31,38,21,5,2,13,17,92,0,0
201211070GSW,240,42,78,.538,5,18,.278,17,23,.739,7,37,44,28,11,4,16,22,106,1,1
201211090LAL,240,29,86,.337,7,25,.280,12,20,.600,13,34,47,12,5,3,18,25,77,0,0
201211100GSW,290,39,102,.382,9,25,.360,14,23,.609,13,41,54,23,11,5,14,26,101,1,0
201211140GSW,240,33,71,.465,5,18,.278,21,25,.840,10,34,44,23,7,1,23,22,92,1,1
201211160MIN,240,43,85,.506,2,15,.133,18,26,.692,17,33,50,21,3,5,15,26,106,0,1
201211180OKC,240,43,82,.524,5,16,.313,18,22,.818,8,27,35,23,8,4,13,18,109,0,0
201211190DAL,265,37,91,.407,9,24,.375,22,30,.733,19,43,62,19,10,2,20,24,105,0,1
201211210GSW,240,40,75,.533,7,15,.467,15,19,.789,12,31,43,24,3,1,15,17,102,1,1
201211230DEN,240,35,80,.438,7,17,.412,14,18,.778,8,37,45,22,8,5,14,30,91,0,0
201211240GSW,240,33,78,.423,6,21,.286,24,29,.828,13,35,48,18,1,3,13,25,96,1,1
201211290GSW,240,44,86,.512,8,18,.444,10,13,.769,9,34,43,29,10,5,16,22,106,1,1
201212010GSW,240,38,80,.475,9,20,.450,18,19,.947,11,30,41,22,5,3,17,22,103,1,1
201212030GSW,240,37,81,.457,7,17,.412,13,18,.722,9,34,43,23,5,5,13,20,94,1,0
201212050DET,240,34,75,.453,9,24,.375,27,34,.794,9,26,35,24,9,7,10,22,104,0,1
201212070BRK,240,46,90,.511,9,19,.474,8,10,.800,15,32,47,24,9,1,11,21,109,0,1
201212080WAS,240,35,81,.432,9,22,.409,22,27,.815,13,44,57,22,4,5,19,16,101,0,1
201212100CHA,240,38,84,.452,8,20,.400,20,23,.870,14,32,46,28,9,4,16,26,104,0,1
201212120MIA,240,38,82,.463,9,24,.375,12,14,.857,8,33,41,20,9,2,13,14,97,0,1
201212140ORL,240,34,92,.370,7,20,.350,10,11,.909,16,33,49,19,5,2,12,15,85,0,0
201212150ATL,240,49,99,.495,10,24,.417,7,8,.875,10,44,54,32,10,3,11,25,115,0,1
201212180GSW,240,34,78,.436,6,18,.333,29,34,.853,16,28,44,25,8,2,14,15,103,1,1
201212190SAC,240,46,92,.500,13,26,.500,22,25,.880,14,28,42,21,4,6,12,27,127,0,0
201212210GSW,240,44,85,.518,14,27,.519,13,16,.813,12,36,48,31,4,9,11,24,115,1,1
201212220GSW,265,46,103,.447,10,29,.345,13,15,.867,15,32,47,26,13,5,19,22,115,1,0
201212260UTA,240,33,82,.402,9,18,.500,19,20,.950,9,34,43,19,10,6,10,18,94,0,1
201212280GSW,240,34,80,.425,7,17,.412,21,26,.808,9,43,52,20,5,3,18,19,96,1,1
201212290GSW,240,38,73,.521,12,19,.632,13,16,.813,5,41,46,21,8,10,18,22,101,1,1
201301020GSW,240,42,84,.500,12,23,.522,19,22,.864,13,40,53,29,11,4,20,27,115,1,1
201301050LAC,240,32,72,.444,5,20,.250,20,26,.769,5,25,30,19,4,8,16,17,89,0,0
201301090GSW,240,33,71,.465,7,17,.412,14,20,.700,6,32,38,23,8,2,15,21,87,1,0
201301110GSW,240,41,86,.477,6,15,.400,15,18,.833,8,39,47,28,10,5,11,16,103,1,1
201301130DEN,240,43,83,.518,13,24,.542,6,8,.750,6,33,39,28,3,5,18,24,105,0,0
201301160GSW,240,29,80,.363,3,12,.250,14,18,.778,11,41,52,17,5,2,21,21,75,1,0
201301180SAS,240,36,84,.429,4,16,.250,12,14,.857,7,35,42,23,4,2,9,21,88,0,0
201301190NOH,240,38,77,.494,10,22,.455,30,35,.857,10,23,33,25,10,1,14,19,116,0,1
201301210GSW,240,39,75,.520,12,22,.545,16,18,.889,6,33,39,25,4,2,17,21,106,1,1
201301230GSW,240,37,84,.440,6,23,.261,24,27,.889,11,29,40,20,10,3,15,21,104,1,1
201301250CHI,240,27,78,.346,4,19,.211,29,33,.879,10,27,37,12,6,5,11,19,87,0,0
201301260MIL,240,39,93,.419,13,28,.464,11,11,1.000,12,38,50,25,8,4,15,25,102,0,0
201301280TOR,240,46,86,.535,6,15,.400,16,20,.800,13,36,49,22,4,8,13,19,114,0,1
201301290CLE,240,45,84,.536,11,16,.688,7,10,.700,7,32,39,31,8,9,14,23,108,0,1
201301310GSW,240,36,84,.429,7,20,.350,21,25,.840,12,34,46,26,6,4,12,21,100,1,1
201302020GSW,240,45,89,.506,9,19,.474,14,20,.700,14,33,47,34,5,3,13,24,113,1,1
201302050HOU,240,41,86,.477,3,15,.200,24,30,.800,11,29,40,21,2,5,12,26,109,0,0
201302060OKC,240,38,93,.409,10,20,.500,12,16,.750,13,36,49,25,7,4,19,15,98,0,0
201302080MEM,240,36,74,.486,6,17,.353,15,20,.750,7,27,34,18,5,4,16,25,93,0,0
201302090DAL,240,34,89,.382,6,16,.375,17,24,.708,17,35,52,12,4,1,15,26,91,0,0
201302120GSW,240,38,84,.452,8,20,.400,23,31,.742,8,38,46,25,6,6,13,22,107,1,0
201302190UTA,240,39,83,.470,5,17,.294,18,24,.750,13,29,42,17,5,3,13,22,101,0,0
201302200GSW,240,42,87,.483,10,20,.500,14,17,.824,13,31,44,29,6,6,10,16,108,1,1
201302220GSW,265,39,94,.415,5,21,.238,24,30,.800,9,48,57,25,6,5,12,23,107,1,1
201302240MIN,240,37,81,.457,7,17,.412,19,23,.826,14,34,48,18,11,4,22,28,100,0,1
201302260IND,240,33,76,.434,12,21,.571,19,24,.792,15,31,46,16,11,6,20,23,97,0,0
201302270NYK,240,36,72,.500,15,27,.556,18,21,.857,5,33,38,14,6,4,17,23,105,0,0
201303010BOS,240,32,94,.340,5,23,.217,17,22,.773,13,41,54,17,6,1,11,24,86,0,0
201303020PHI,240,36,86,.419,10,26,.385,15,19,.789,11,24,35,22,14,3,19,14,97,0,0
201303040GSW,240,47,82,.573,8,17,.471,23,28,.821,6,32,38,33,3,4,14,27,125,1,1
201303060GSW,240,27,75,.360,8,23,.348,25,29,.862,6,40,46,19,9,4,17,14,87,1,1
201303080GSW,240,33,87,.379,9,21,.429,13,20,.650,12,39,51,18,6,4,16,25,88,1,0
201303090GSW,240,37,82,.451,6,15,.400,13,20,.650,12,35,47,21,4,1,17,21,93,1,0
201303110GSW,240,32,78,.410,11,20,.550,17,24,.708,13,46,59,16,7,4,14,25,92,1,1
201303130GSW,240,41,72,.569,8,18,.444,15,25,.600,11,31,42,27,5,9,13,15,105,1,1
201303150GSW,240,34,76,.447,3,14,.214,24,30,.800,7,27,34,16,8,7,12,17,95,1,0
201303170HOU,240,44,96,.458,13,26,.500,7,9,.778,8,42,50,27,7,6,10,17,108,0,1
201303180NOH,240,35,70,.500,10,19,.526,13,15,.867,6,38,44,21,6,7,16,20,93,0,1
201303200SAS,240,37,84,.440,6,12,.500,13,15,.867,12,27,39,16,9,4,16,17,93,0,0
201303230GSW,240,37,75,.493,10,20,.500,17,22,.773,8,34,42,25,5,4,21,17,101,1,1
201303250GSW,240,43,90,.478,10,23,.435,13,19,.684,9,39,48,22,3,4,11,27,109,1,1
201303270GSW,240,41,90,.456,5,24,.208,11,13,.846,13,28,41,30,9,4,14,19,98,1,0
201303300GSW,240,47,87,.540,9,20,.450,22,27,.815,11,41,52,22,6,8,10,24,125,1,1
201304030GSW,240,36,78,.462,7,19,.368,19,22,.864,11,36,47,25,5,8,13,21,98,1,1
201304050PHO,240,44,86,.512,9,16,.563,14,16,.875,12,18,30,26,15,1,14,21,111,0,1
201304070GSW,240,35,74,.473,7,17,.412,13,18,.722,8,33,41,21,5,2,16,15,90,1,0
201304090GSW,240,39,91,.429,10,24,.417,17,22,.773,12,48,60,24,7,6,13,19,105,1,1
201304110GSW,240,37,84,.440,7,16,.438,16,26,.615,7,32,39,16,10,3,16,19,97,1,0
201304120LAL,240,46,97,.474,11,26,.423,13,16,.813,15,29,44,25,7,4,8,33,116,0,0
201304150GSW,240,46,85,.541,9,20,.450,15,18,.833,9,44,53,26,9,7,21,17,116,1,1
201304170POR,240,40,93,.430,9,21,.429,10,13,.769,14,38,52,21,7,3,12,17,99,0,1
