GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201211030BRK,240,37,81,.457,6,15,.400,27,37,.730,9,32,41,20,6,5,17,19,107,1,1
201211050BRK,240,35,73,.479,13,23,.565,13,18,.722,8,21,29,24,7,4,13,17,96,1,0
201211070MIA,240,30,80,.375,3,21,.143,10,17,.588,13,27,40,12,7,1,19,15,73,0,0
201211090ORL,240,41,82,.500,9,23,.391,16,25,.640,15,33,48,21,9,6,11,13,107,0,1
201211110BRK,240,29,78,.372,7,24,.292,17,25,.680,12,43,55,20,5,8,15,17,82,1,1
201211130BRK,240,42,77,.545,5,22,.227,25,31,.806,12,27,39,27,5,10,13,23,114,1,1
201211150BRK,240,36,85,.424,8,22,.364,22,28,.786,18,29,47,19,7,7,11,18,102,1,1
201211180SAC,240,36,75,.480,5,17,.294,22,25,.880,7,26,33,22,8,6,10,18,99,0,1
201211200LAL,240,34,82,.415,7,23,.304,15,21,.714,14,32,46,24,7,3,13,26,90,0,0
201211210GSW,240,38,83,.458,6,23,.261,11,15,.733,14,21,35,26,7,6,8,16,93,0,0
201211230BRK,240,34,73,.466,5,13,.385,13,19,.684,11,24,35,19,6,3,15,22,86,1,1
201211250BRK,240,39,92,.424,5,17,.294,15,21,.714,17,31,48,26,10,9,12,11,98,1,1
201211260BRK,265,37,91,.407,9,28,.321,13,19,.684,18,32,50,23,5,7,12,21,96,1,1
201211280BOS,240,33,82,.402,10,24,.417,19,29,.655,17,33,50,21,12,3,14,24,95,0,1
201211300ORL,240,38,83,.458,11,20,.550,11,13,.846,11,30,41,22,4,6,7,17,98,0,1
201212010MIA,240,33,75,.440,6,28,.214,17,27,.630,9,29,38,20,6,4,18,21,89,0,0
201212040BRK,240,39,91,.429,14,34,.412,19,23,.826,16,24,40,22,7,1,12,25,111,1,0
201212070BRK,240,37,87,.425,11,33,.333,17,23,.739,15,29,44,23,5,4,13,13,102,1,0
201212090BRK,240,32,79,.405,7,25,.280,17,23,.739,12,32,44,22,9,5,20,20,88,1,0
201212110BRK,240,36,68,.529,4,18,.222,21,28,.750,7,30,37,21,5,3,11,21,97,1,0
201212120TOR,240,29,64,.453,10,19,.526,26,35,.743,8,30,38,20,5,1,17,16,94,0,1
201212140BRK,290,42,93,.452,10,26,.385,13,16,.813,10,33,43,20,8,8,11,24,107,1,1
201212150CHI,240,29,75,.387,7,19,.368,17,22,.773,14,27,41,15,9,8,18,18,82,0,0
201212180BRK,240,33,77,.429,7,17,.412,17,22,.773,12,26,38,16,8,3,13,19,90,1,0
201212190NYK,240,35,78,.449,10,25,.400,6,9,.667,10,28,38,19,3,2,12,16,86,0,0
201212230BRK,240,33,74,.446,8,22,.364,21,30,.700,11,32,43,18,7,3,9,11,95,1,1
201212250BRK,240,26,64,.406,7,20,.350,17,29,.586,11,25,36,14,6,5,20,22,76,1,0
201212260MIL,240,34,88,.386,4,21,.190,21,24,.875,15,28,43,17,9,7,15,18,93,0,0
201212280BRK,240,34,76,.447,9,27,.333,20,26,.769,12,31,43,19,7,7,12,24,97,1,1
201212290BRK,240,35,75,.467,4,15,.267,29,39,.744,12,27,39,15,12,4,12,16,103,1,1
201212310SAS,240,28,74,.378,4,17,.235,13,17,.765,10,25,35,14,9,4,16,18,73,0,0
201301020OKC,240,38,76,.500,9,17,.529,25,29,.862,10,28,38,22,11,3,12,13,110,0,1
201301040WAS,290,41,89,.461,8,24,.333,25,36,.694,12,42,54,22,8,7,20,28,115,0,1
201301050BRK,240,44,85,.518,7,24,.292,18,21,.857,21,30,51,26,3,10,12,19,113,1,1
201301080PHI,240,40,83,.482,10,24,.417,19,22,.864,15,35,50,27,9,2,15,15,109,0,1
201301110BRK,240,34,75,.453,6,13,.462,25,32,.781,13,31,44,12,10,2,11,15,99,1,1
201301130BRK,240,33,81,.407,6,14,.429,25,31,.806,16,31,47,19,4,3,11,15,97,1,1
201301150BRK,240,40,81,.494,8,21,.381,25,28,.893,10,24,34,22,9,4,6,21,113,1,1
201301160ATL,240,37,87,.425,4,26,.154,17,17,1.000,18,19,37,17,9,2,13,19,95,0,0
201301180BRK,240,30,74,.405,9,26,.346,25,38,.658,11,37,48,18,8,2,18,22,94,1,1
201301210NYK,240,31,74,.419,12,24,.500,14,20,.700,12,40,52,23,3,4,19,22,88,0,1
201301230MIN,240,37,84,.440,6,20,.300,11,16,.688,14,31,45,19,9,4,14,16,91,0,1
201301250MEM,240,29,71,.408,3,17,.176,16,25,.640,9,28,37,16,6,8,14,11,77,0,0
201301260HOU,240,36,80,.450,16,36,.444,18,21,.857,7,24,31,21,7,10,10,20,106,0,0
201301280BRK,240,37,74,.500,13,29,.448,10,12,.833,12,33,45,23,8,3,20,13,97,1,1
201301300BRK,240,31,69,.449,5,17,.294,18,24,.750,10,24,34,20,7,6,19,13,85,1,0
201302010BRK,240,39,75,.520,5,11,.455,10,20,.500,11,29,40,19,7,4,14,18,93,1,1
201302050BRK,240,31,89,.348,6,23,.261,15,19,.789,20,32,52,16,7,5,16,18,83,1,0
201302060DET,240,34,82,.415,6,16,.375,19,25,.760,15,31,46,22,6,5,13,19,93,0,1
201302080WAS,240,25,76,.329,5,18,.278,19,32,.594,10,37,47,17,9,5,15,14,74,0,0
201302100BRK,240,34,72,.472,6,19,.316,12,17,.706,12,27,39,12,2,4,16,17,86,1,0
201302110IND,265,31,80,.388,4,12,.333,23,32,.719,11,41,52,9,6,6,11,21,89,0,1
201302130BRK,240,41,75,.547,16,27,.593,21,30,.700,11,26,37,29,5,3,13,21,119,1,1
201302190BRK,265,43,91,.473,10,19,.526,17,23,.739,17,32,49,25,6,4,15,17,113,1,1
201302200MIL,240,34,85,.400,9,26,.346,20,26,.769,9,34,43,23,10,6,11,23,97,0,1
201302220BRK,240,40,91,.440,10,30,.333,6,11,.545,14,27,41,24,9,5,13,19,96,1,0
201302240BRK,240,29,77,.377,9,21,.429,5,13,.385,17,27,44,18,7,4,14,14,72,1,0
201302260NOH,240,37,76,.487,12,20,.600,15,18,.833,12,29,41,28,3,9,13,14,101,0,1
201303010BRK,240,36,78,.462,7,23,.304,11,14,.786,9,35,44,18,8,1,19,16,90,1,0
201303020CHI,240,32,72,.444,5,15,.333,16,23,.696,8,26,34,19,12,4,21,20,85,0,0
201303060CHA,240,34,67,.507,13,27,.481,18,22,.818,6,43,49,23,7,10,24,16,99,0,1
201303080BRK,240,32,81,.395,12,27,.444,19,33,.576,18,43,61,14,4,2,18,19,95,1,1
201303090ATL,240,36,83,.434,6,23,.261,15,22,.682,9,34,43,20,12,6,9,15,93,0,1
201303110PHI,240,40,81,.494,6,19,.316,11,16,.688,11,29,40,28,3,3,11,19,97,0,0
201303120BRK,240,40,80,.500,5,16,.313,23,31,.742,19,23,42,17,8,4,9,14,108,1,1
201303170BRK,240,36,86,.419,8,23,.348,13,16,.813,17,33,50,17,7,1,16,14,93,1,0
201303180DET,240,45,83,.542,9,21,.429,20,23,.870,13,28,41,21,9,8,9,17,119,0,1
201303200DAL,240,45,89,.506,7,21,.333,16,21,.762,13,32,45,21,6,2,9,15,113,0,1
201303230LAC,240,34,74,.459,9,25,.360,18,24,.750,10,23,33,27,9,2,15,21,95,0,0
201303240PHO,240,35,76,.461,4,14,.286,28,31,.903,15,29,44,19,7,7,16,18,102,0,1
201303270POR,240,46,95,.484,5,20,.250,14,25,.560,19,35,54,24,8,1,9,20,111,0,1
201303290DEN,240,32,79,.405,5,20,.250,18,36,.500,24,25,49,18,7,6,19,22,87,0,0
201303300UTA,240,42,81,.519,8,23,.348,15,19,.789,15,28,43,25,5,11,17,19,107,0,0
201304030CLE,240,43,76,.566,10,21,.476,17,22,.773,8,36,44,31,6,4,18,20,113,0,1
201304040BRK,240,31,70,.443,5,13,.385,23,30,.767,7,23,30,17,8,3,16,19,90,1,0
201304060BRK,240,39,80,.488,5,21,.238,22,30,.733,11,29,40,17,8,7,8,17,105,1,1
201304090BRK,240,42,93,.452,5,20,.250,15,23,.652,24,43,67,16,7,7,10,16,104,1,1
201304100BOS,240,34,74,.459,8,19,.421,25,28,.893,9,30,39,19,8,3,12,21,101,0,1
201304120IND,240,42,82,.512,12,25,.480,21,26,.808,12,27,39,24,8,6,14,24,117,0,1
201304140TOR,240,34,84,.405,8,30,.267,11,19,.579,10,28,38,23,8,5,7,20,87,0,0
201304150BRK,240,43,92,.467,7,15,.467,13,27,.481,20,25,45,12,13,2,14,18,106,1,1
201304170BRK,240,39,81,.481,8,24,.333,17,23,.739,11,27,38,28,13,3,23,24,103,1,1
