GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201210310CHI,240,34,84,.405,6,17,.353,13,16,.813,11,29,40,14,10,5,19,29,87,0,0
201211020MIN,240,32,89,.360,3,16,.188,13,16,.813,11,32,43,17,7,4,11,34,80,0,0
201211030IND,290,37,102,.363,8,22,.364,16,20,.800,16,31,47,19,15,13,16,26,98,0,0
201211050SAC,240,37,81,.457,4,19,.211,16,23,.696,10,33,43,13,7,5,13,25,94,1,1
201211070SAC,240,40,82,.488,7,16,.438,18,24,.750,14,28,42,15,8,3,13,21,105,1,1
201211090SAC,240,32,91,.352,3,16,.188,19,26,.731,15,28,43,18,11,3,11,18,86,1,0
201211110LAL,240,36,90,.400,7,23,.304,11,14,.786,14,25,39,20,10,5,11,24,90,0,0
201211130SAC,240,36,77,.468,1,11,.091,13,19,.684,10,23,33,19,7,4,13,20,86,1,0
201211160SAC,240,39,85,.459,8,20,.400,10,14,.714,10,27,37,25,11,0,14,22,96,1,0
201211180SAC,240,37,80,.463,6,18,.333,10,19,.526,15,27,42,13,6,4,17,24,90,1,0
201211210SAC,240,44,81,.543,7,15,.467,18,22,.818,9,32,41,23,9,4,16,27,113,1,1
201211230UTA,240,40,80,.500,10,17,.588,12,16,.750,6,25,31,21,5,3,13,23,102,0,0
201211240SAC,240,40,74,.541,6,16,.375,22,32,.688,14,23,37,19,8,2,14,20,108,1,1
201211270SAC,240,37,84,.440,6,17,.353,9,14,.643,8,28,36,21,11,6,13,19,89,1,0
201211300SAC,240,32,75,.427,6,17,.353,22,25,.880,8,34,42,15,6,4,12,19,92,1,0
201212010LAC,240,29,76,.382,9,23,.391,14,18,.778,10,30,40,23,2,3,17,19,81,0,0
201212050SAC,240,38,82,.463,6,15,.400,25,34,.735,10,37,47,18,5,7,15,18,107,1,1
201212070SAC,240,32,79,.405,4,21,.190,23,28,.821,10,41,51,20,11,6,18,19,91,1,1
201212080POR,240,36,86,.419,9,19,.474,18,22,.818,9,35,44,22,14,4,10,16,99,0,1
201212100DAL,240,37,84,.440,12,27,.444,10,16,.625,14,29,43,22,4,4,19,16,96,0,0
201212120MIL,240,32,86,.372,3,19,.158,18,21,.857,16,34,50,14,3,6,17,20,85,0,0
201212140OKC,240,34,75,.453,7,19,.368,28,31,.903,7,22,29,18,11,5,14,19,103,0,0
201212160SAC,240,31,91,.341,6,24,.250,29,34,.853,21,21,42,13,7,1,9,19,97,1,0
201212170PHO,240,34,83,.410,3,13,.231,19,24,.792,18,33,51,15,5,5,16,17,90,0,0
201212190SAC,240,43,86,.500,11,19,.579,34,42,.810,11,29,40,25,7,7,9,18,131,1,1
201212210LAC,240,33,79,.418,8,22,.364,11,16,.688,8,24,32,18,7,9,16,25,85,0,0
201212230SAC,240,45,81,.556,9,19,.474,9,11,.818,6,31,37,31,10,2,14,18,108,1,1
201212260POR,240,35,86,.407,9,24,.375,12,16,.750,12,23,35,28,8,3,10,18,91,0,0
201212280SAC,240,39,86,.453,15,30,.500,13,17,.765,11,23,34,28,11,6,11,19,106,1,1
