GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201212300SAC,240,44,82,.537,10,20,.500,20,25,.800,10,35,45,28,8,8,13,21,118,1,1
201301010DET,240,36,86,.419,9,26,.346,16,21,.762,16,21,37,19,10,3,13,20,97,0,0
201301020CLE,240,38,88,.432,3,16,.188,18,23,.783,15,31,46,22,8,6,10,19,97,0,1
201301040TOR,240,40,76,.526,4,12,.333,21,30,.700,11,32,43,23,9,5,17,24,105,0,1
201301050BRK,240,36,90,.400,6,19,.316,15,23,.652,22,19,41,18,7,10,9,16,93,0,0
201301070SAC,240,28,76,.368,5,21,.238,20,23,.870,11,26,37,14,5,1,14,19,81,1,0
201301100SAC,265,40,81,.494,7,27,.259,25,32,.781,7,34,41,23,8,7,20,29,112,1,0
201301120SAC,240,38,87,.437,9,18,.500,14,19,.737,16,24,40,23,4,2,17,19,99,1,0
201301140SAC,240,43,84,.512,9,19,.474,29,33,.879,16,24,40,24,8,7,11,28,124,1,1
201301160SAC,240,41,85,.482,5,11,.455,8,13,.615,11,32,43,23,10,1,18,22,95,1,1
201301180MEM,240,29,85,.341,2,10,.200,9,15,.600,14,29,43,9,8,7,15,16,69,0,0
201301190CHA,240,37,81,.457,5,18,.278,18,21,.857,10,29,39,24,6,2,11,27,97,0,1
201301210NOH,240,38,81,.469,3,15,.200,26,32,.813,12,24,36,18,5,1,10,22,105,0,0
201301230SAC,240,38,79,.481,5,11,.455,15,24,.625,18,31,49,23,8,9,24,22,96,1,0
201301250SAC,240,36,86,.419,8,15,.533,15,21,.714,8,31,39,15,11,3,18,27,95,1,0
201301260DEN,240,37,88,.420,8,22,.364,11,22,.500,13,27,40,20,8,5,19,16,93,0,0
201301280WAS,240,36,82,.439,9,23,.391,15,25,.600,7,28,35,24,14,3,10,19,96,0,1
201301300BOS,240,29,73,.397,6,17,.353,17,26,.654,11,27,38,13,11,1,18,19,81,0,0
201302010PHI,240,30,79,.380,1,10,.100,19,25,.760,9,26,35,21,12,4,13,15,80,0,0
201302020NYK,240,32,76,.421,6,21,.286,11,15,.733,5,25,30,14,8,2,18,15,81,0,0
201302040UTA,265,35,87,.402,3,20,.150,18,25,.720,15,24,39,13,11,4,13,21,91,0,0
201302090SAC,240,44,85,.518,8,19,.421,24,35,.686,16,28,44,27,11,6,16,24,120,1,1
201302100SAC,240,40,87,.460,11,20,.550,26,27,.963,15,31,46,22,9,2,13,21,117,1,1
201302120MEM,240,40,86,.465,4,16,.250,17,24,.708,12,24,36,20,12,2,14,24,101,0,0
201302130DAL,240,33,80,.413,4,16,.250,30,36,.833,12,32,44,17,8,2,18,22,100,0,0
201302190SAC,240,34,90,.378,9,25,.360,25,29,.862,10,32,42,21,8,2,10,23,102,1,0
201302220ATL,240,38,88,.432,12,22,.545,20,25,.800,14,32,46,24,3,2,15,18,108,0,0
201302240NOH,240,35,83,.422,12,19,.632,13,13,1.000,11,27,38,20,5,4,13,16,95,0,0
201302260MIA,290,48,93,.516,14,27,.519,19,26,.731,14,26,40,33,12,5,19,25,129,0,0
201302270ORL,240,46,84,.548,10,22,.455,23,29,.793,7,33,40,31,12,3,13,22,125,0,1
201303010SAS,240,39,85,.459,7,21,.333,17,19,.895,5,23,28,20,14,2,19,18,102,0,0
201303030SAC,240,42,90,.467,13,33,.394,22,27,.815,18,42,60,26,8,4,18,23,119,1,1
201303050SAC,240,39,85,.459,12,31,.387,23,28,.821,14,29,43,23,5,7,17,23,113,1,0
201303060GSW,240,33,83,.398,8,24,.333,9,12,.750,6,34,40,28,12,4,14,24,83,0,0
201303080SAC,240,45,82,.549,13,27,.481,18,21,.857,6,32,38,30,8,4,15,21,121,1,1
201303100SAC,240,44,94,.468,6,22,.273,19,25,.760,10,33,43,23,7,3,10,25,113,1,0
201303130SAC,240,45,83,.542,9,23,.391,22,26,.846,7,33,40,17,9,3,5,16,121,1,1
201303170LAL,240,42,96,.438,10,31,.323,8,8,1.000,7,26,33,21,7,3,5,22,102,0,0
201303190SAC,240,37,73,.507,14,28,.500,28,34,.824,8,29,37,25,8,1,15,25,116,1,1
201303210SAC,240,40,75,.533,6,18,.333,15,18,.833,4,36,40,21,4,6,16,23,101,1,1
201303230DEN,240,39,86,.453,8,28,.286,9,17,.529,10,26,36,24,5,10,14,26,95,0,0
201303240SAC,240,42,85,.494,9,24,.375,10,12,.833,9,28,37,18,5,3,13,15,103,1,0
201303270GSW,240,41,90,.456,11,28,.393,12,21,.571,16,29,45,24,6,1,15,14,105,0,1
201303280PHO,240,44,83,.530,7,18,.389,22,24,.917,13,37,50,21,5,3,18,21,117,0,1
201303300SAC,240,39,86,.453,7,24,.292,13,16,.813,16,28,44,19,1,2,11,18,98,1,0
201304030SAC,240,34,87,.391,6,21,.286,28,34,.824,13,27,40,19,12,4,12,20,102,1,0
201304050SAC,240,39,87,.448,6,26,.231,24,31,.774,12,33,45,20,5,1,12,16,108,1,0
201304070SAC,240,29,81,.358,7,25,.280,22,28,.786,10,31,41,18,9,4,14,24,87,1,0
201304100SAC,240,47,85,.553,10,20,.500,17,23,.739,9,28,37,26,10,7,12,28,121,1,1
201304120SAS,240,39,89,.438,11,20,.550,12,15,.800,9,25,34,26,13,4,13,16,101,0,0
201304140HOU,240,39,100,.390,8,25,.320,14,17,.824,15,30,45,24,10,10,15,21,100,0,0
201304150OKC,240,38,87,.437,7,27,.259,12,21,.571,12,33,45,19,8,0,15,15,95,0,0
201304170SAC,240,40,89,.449,9,26,.346,19,25,.760,12,32,44,23,5,4,11,20,108,1,0
