GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201210310POR,240,42,83,.506,9,20,.450,23,28,.821,10,20,30,19,10,5,12,20,116,1,1
201211020OKC,240,32,89,.360,9,26,.346,19,24,.792,11,33,44,17,4,0,11,25,92,0,0
201211030HOU,265,39,93,.419,10,24,.417,7,12,.583,10,43,53,28,11,8,16,18,95,0,1
201211050DAL,240,36,93,.387,5,22,.227,14,18,.778,23,25,48,13,5,3,13,13,91,0,0
201211080POR,240,32,75,.427,7,20,.350,19,30,.633,9,22,31,19,10,4,13,22,90,1,0
201211100POR,240,42,89,.472,10,22,.455,15,19,.789,12,25,37,23,14,5,15,23,109,1,0
201211120POR,240,30,83,.361,6,23,.261,21,26,.808,16,31,47,15,13,6,20,19,87,1,0
201211130SAC,240,35,72,.486,14,27,.519,19,22,.864,11,33,44,20,9,5,15,18,103,0,1
201211160POR,265,44,86,.512,10,25,.400,21,29,.724,10,27,37,21,4,8,15,24,119,1,1
201211180POR,240,39,79,.494,9,22,.409,15,20,.750,10,24,34,15,8,1,16,17,102,1,1
201211210PHO,240,31,77,.403,5,19,.263,20,26,.769,13,19,32,14,7,2,20,21,87,0,0
201211230POR,240,42,78,.538,11,25,.440,8,18,.444,6,27,33,24,7,6,12,26,103,1,1
201211250BRK,240,34,78,.436,7,17,.412,10,13,.769,9,25,34,22,8,6,16,19,85,0,0
201211260DET,240,36,85,.424,6,19,.316,23,31,.742,17,25,42,23,10,9,11,24,101,0,0
201211280WAS,240,30,86,.349,10,31,.323,12,18,.667,18,27,45,14,10,3,11,20,82,0,0
201211300BOS,240,24,69,.348,3,15,.200,27,37,.730,10,27,37,12,12,4,21,19,78,0,0
201212010CLE,290,46,94,.489,9,25,.360,17,21,.810,12,29,41,25,7,9,14,21,118,0,1
201212030CHA,265,43,92,.467,12,35,.343,20,26,.769,13,35,48,28,8,7,13,20,118,0,1
201212050IND,240,34,79,.430,6,22,.273,18,22,.818,9,28,37,18,5,3,10,15,92,0,0
201212080POR,240,29,75,.387,8,21,.381,14,18,.778,11,36,47,16,4,6,18,23,80,1,0
201212100POR,240,36,89,.404,0,20,.000,20,22,.909,11,37,48,16,8,3,7,18,92,1,1
201212130POR,240,40,88,.455,7,27,.259,11,12,.917,9,31,40,19,11,5,14,19,98,1,1
201212160POR,240,37,80,.463,11,29,.379,10,12,.833,14,22,36,25,9,8,10,12,95,1,1
201212200POR,240,33,92,.359,14,36,.389,21,26,.808,12,38,50,25,5,7,11,21,101,1,1
201212220POR,240,33,69,.478,7,20,.350,23,28,.821,11,34,45,21,5,4,21,12,96,1,1
201212230SAC,240,37,85,.435,7,24,.292,15,17,.882,15,26,41,24,11,5,17,17,96,0,0
201212260POR,240,44,87,.506,6,21,.286,15,20,.750,17,36,53,31,5,4,17,17,109,1,1
201212280LAL,240,36,87,.414,3,19,.158,12,16,.750,13,31,44,24,7,5,9,23,87,0,0
201212290POR,240,34,76,.447,8,23,.348,13,16,.813,6,33,39,19,8,6,11,14,89,1,1
201301010NYK,240,41,81,.506,11,33,.333,12,18,.667,13,34,47,22,6,0,16,22,105,0,1
201301020TOR,240,31,70,.443,4,22,.182,13,16,.813,9,27,36,19,4,2,18,18,79,0,0
201301040MEM,240,33,81,.407,10,27,.370,10,15,.667,13,28,41,22,9,7,15,14,86,0,1
201301050MIN,240,37,86,.430,16,24,.667,12,13,.923,11,28,39,22,3,8,13,22,102,0,1
201301070POR,265,48,94,.511,8,24,.333,21,24,.875,11,33,44,34,6,4,9,14,125,1,1
201301100POR,240,30,80,.375,9,27,.333,23,30,.767,11,34,45,18,10,2,14,15,92,1,1
201301110GSW,240,35,92,.380,15,43,.349,12,19,.632,17,35,52,18,5,3,13,14,97,0,0
201301130POR,240,31,86,.360,6,21,.286,15,18,.833,12,30,42,17,3,6,12,18,83,1,0
201301150DEN,265,42,88,.477,8,27,.296,19,23,.826,9,37,46,25,5,7,18,20,111,0,0
201301160POR,240,31,79,.392,9,29,.310,17,26,.654,15,39,54,19,6,7,19,25,88,1,0
201301190POR,240,34,81,.420,8,28,.286,28,32,.875,8,38,46,19,8,4,19,25,104,1,0
201301210POR,240,37,81,.457,7,24,.292,14,18,.778,10,32,42,25,5,3,13,17,95,1,0
201301230POR,240,44,78,.564,2,11,.182,10,12,.833,7,35,42,29,4,4,15,17,100,1,1
201301260POR,240,35,75,.467,11,25,.440,20,21,.952,9,23,32,23,10,1,14,19,101,1,1
201301270LAC,240,29,66,.439,3,15,.200,22,29,.759,9,30,39,28,9,4,19,13,83,0,0
201301290POR,240,39,86,.453,10,28,.357,18,23,.783,15,31,46,24,8,5,14,14,106,1,1
201302010UTA,240,29,79,.367,7,20,.350,12,16,.750,12,28,40,15,6,8,15,22,77,0,0
201302020POR,240,38,75,.507,10,18,.556,19,28,.679,10,39,49,25,2,6,16,17,105,1,1
201302040MIN,240,41,70,.586,7,18,.389,11,16,.688,8,31,39,23,5,8,28,24,100,0,1
201302060DAL,240,36,84,.429,10,30,.333,17,19,.895,7,35,42,20,6,1,6,20,99,0,0
201302080HOU,240,40,88,.455,8,26,.308,15,20,.750,15,25,40,21,4,4,11,12,103,0,0
201302100ORL,240,42,83,.506,10,27,.370,10,12,.833,5,33,38,31,4,3,14,13,104,0,0
201302120MIA,240,39,73,.534,8,24,.333,18,20,.900,4,21,25,15,3,2,14,18,104,0,0
201302130NOH,240,24,74,.324,2,17,.118,13,13,1.000,6,29,35,19,4,9,16,12,63,0,0
201302190POR,240,33,80,.413,6,20,.300,26,32,.813,12,25,37,18,7,1,14,15,98,1,0
201302220LAL,240,46,94,.489,8,20,.400,7,12,.583,7,35,42,25,9,2,14,28,107,0,0
201302240POR,240,35,79,.443,7,21,.333,15,19,.789,11,36,47,21,4,2,16,16,92,1,1
201302270POR,240,38,85,.447,10,25,.400,23,27,.852,13,26,39,26,9,4,19,24,109,1,0
201303020POR,240,44,90,.489,7,20,.350,14,22,.636,17,38,55,32,4,7,13,30,109,1,1
201303040POR,240,49,82,.598,12,24,.500,12,17,.706,11,30,41,29,3,9,11,16,122,1,1
201303060MEM,240,31,76,.408,6,20,.300,17,28,.607,7,31,38,19,6,4,9,18,85,0,0
201303080SAS,240,53,86,.616,13,21,.619,17,21,.810,8,30,38,27,8,6,10,17,136,0,1
201303100NOH,240,37,76,.487,11,25,.440,11,12,.917,6,24,30,20,8,1,11,10,96,0,0
201303120POR,240,32,79,.405,5,16,.313,28,29,.966,14,32,46,17,6,6,16,23,97,1,0
201303140POR,240,40,78,.513,10,28,.357,15,21,.714,9,35,44,24,8,6,14,16,105,1,1
201303160POR,240,41,86,.477,7,19,.368,23,24,.958,12,33,45,25,6,4,9,20,112,1,1
201303180PHI,240,38,90,.422,12,28,.429,12,14,.857,12,34,46,26,5,6,13,14,100,0,0
201303190MIL,240,36,83,.434,13,26,.500,10,13,.769,13,27,40,24,6,1,17,14,95,0,0
201303210CHI,240,41,84,.488,10,21,.476,7,10,.700,8,37,45,19,4,5,14,16,99,0,1
201303220ATL,240,41,87,.471,10,18,.556,12,16,.750,10,38,48,22,8,2,9,16,104,0,1
201303240OKC,240,32,79,.405,10,26,.385,9,13,.692,7,27,34,22,7,5,17,16,83,0,0
201303270POR,240,36,82,.439,8,18,.444,13,21,.619,13,27,40,22,1,5,14,23,93,1,0
201303290POR,240,33,67,.493,6,13,.462,23,32,.719,6,29,35,22,3,3,16,18,95,1,0
201303300GSW,240,33,86,.384,8,23,.348,24,29,.828,11,27,38,23,6,1,10,18,98,0,0
201304010UTA,240,39,67,.582,13,23,.565,11,17,.647,3,27,30,25,2,2,16,17,102,0,0
201304030POR,240,33,80,.413,4,29,.138,6,10,.600,8,22,30,21,5,2,16,22,76,1,0
201304050POR,240,38,91,.418,2,20,.100,20,24,.833,14,30,44,23,8,2,13,21,98,1,0
201304070POR,240,37,80,.463,4,22,.182,13,16,.813,6,33,39,23,8,3,14,16,91,1,0
201304100POR,240,38,85,.447,12,26,.462,18,20,.900,9,22,31,24,10,0,10,24,106,1,0
201304120POR,240,36,88,.409,6,20,.300,12,18,.667,10,26,36,20,4,1,11,15,90,1,0
201304140DEN,240,38,82,.463,12,32,.375,21,26,.808,12,25,37,26,5,3,21,21,109,0,0
201304160LAC,240,30,73,.411,7,21,.333,10,15,.667,5,28,33,18,6,0,14,16,77,0,0
201304170POR,240,35,82,.427,6,12,.500,12,14,.857,6,36,42,18,2,5,14,13,88,1,0
