GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201212140PHO,240,33,82,.402,3,11,.273,15,21,.714,15,32,47,19,11,8,15,17,84,0,0
201212150UTA,240,31,74,.419,5,17,.294,19,24,.792,7,28,35,20,7,4,15,20,86,1,0
201212180BRK,240,37,83,.446,5,20,.250,13,16,.813,18,30,48,23,5,8,15,24,92,0,1
201212190IND,240,32,86,.372,2,15,.133,18,25,.720,16,32,48,19,4,6,15,23,84,0,0
201212220MIA,240,30,73,.411,7,16,.438,22,26,.846,11,27,38,18,10,2,19,18,89,0,0
201212230ORL,240,36,83,.434,7,18,.389,18,25,.720,13,23,36,21,6,3,11,17,97,0,1
201212260UTA,240,32,83,.386,4,17,.235,15,22,.682,9,35,44,17,5,2,14,17,83,1,0
201212280UTA,240,34,71,.479,9,15,.600,37,40,.925,9,27,36,20,7,7,17,32,114,1,0
201212300LAC,240,33,80,.413,5,13,.385,25,34,.735,10,28,38,29,9,6,16,24,96,0,0
201301020UTA,240,43,87,.494,4,12,.333,16,19,.842,15,34,49,25,7,12,12,26,106,1,1
201301040PHO,240,40,89,.449,1,9,.111,6,9,.667,9,29,38,27,11,3,10,16,87,0,1
201301050DEN,240,28,78,.359,9,25,.360,26,35,.743,14,27,41,20,16,6,19,28,91,0,0
201301070UTA,240,31,78,.397,10,19,.526,28,36,.778,10,37,47,20,7,8,10,22,100,1,1
201301090CHA,240,44,82,.537,10,22,.455,14,21,.667,10,31,41,30,8,11,16,22,112,0,1
201301110ATL,240,36,76,.474,8,20,.400,15,19,.789,7,28,35,29,9,4,16,22,95,0,0
201301120DET,240,36,71,.507,5,10,.500,13,18,.722,9,23,32,21,12,3,16,22,90,0,1
201301140UTA,240,36,76,.474,8,18,.444,24,28,.857,13,27,40,25,9,2,14,20,104,1,1
201301190UTA,240,45,90,.500,6,16,.375,13,17,.765,15,31,46,30,7,5,8,24,109,1,1
201301230UTA,240,38,85,.447,3,12,.250,13,19,.684,9,42,51,24,8,7,14,18,92,1,1
201301250LAL,240,34,81,.420,3,14,.214,13,16,.813,9,21,30,16,14,4,10,14,84,0,0
201301260UTA,265,44,83,.530,3,10,.300,23,26,.885,9,19,28,28,17,6,14,18,114,1,1
201301280UTA,240,32,81,.395,5,18,.278,11,19,.579,14,25,39,19,2,9,15,19,80,1,0
201301300UTA,240,34,68,.500,4,12,.333,32,46,.696,7,33,40,24,6,5,13,24,104,1,1
201302010UTA,240,35,81,.432,4,15,.267,12,17,.706,9,38,47,19,7,7,13,21,86,1,1
201302020POR,240,39,90,.433,8,19,.421,13,16,.813,10,27,37,24,9,2,4,22,99,0,0
201302040UTA,265,38,72,.528,7,12,.583,15,18,.833,5,36,41,25,8,8,20,19,98,1,1
201302060UTA,240,39,81,.481,5,10,.500,17,26,.654,17,33,50,23,9,12,19,23,100,1,1
201302080UTA,240,37,78,.474,4,16,.250,11,17,.647,13,24,37,21,4,10,12,22,89,1,0
201302090SAC,240,40,82,.488,4,15,.267,25,26,.962,11,28,39,23,8,7,18,27,109,0,0
201302120UTA,240,42,87,.483,7,19,.368,18,22,.818,16,22,38,25,14,3,17,21,109,1,1
201302130MIN,240,38,87,.437,2,11,.182,19,25,.760,13,40,53,20,7,9,14,22,97,0,1
201302190UTA,240,39,78,.500,10,21,.476,27,33,.818,8,27,35,23,8,8,11,23,115,1,1
201302230LAC,240,35,84,.417,1,15,.067,23,28,.821,12,27,39,25,8,6,16,21,94,0,0
201302250UTA,265,39,88,.443,8,17,.471,21,24,.875,15,29,44,23,6,6,13,19,107,1,0
201302270UTA,240,37,83,.446,4,15,.267,13,23,.565,15,32,47,17,5,5,13,23,91,1,0
201303010UTA,240,38,78,.487,5,16,.313,17,23,.739,20,42,62,23,8,8,22,20,98,1,1
201303040MIL,265,40,99,.404,4,13,.308,24,31,.774,23,36,59,18,14,2,21,17,108,0,0
201303060CLE,240,38,87,.437,9,19,.474,16,19,.842,8,30,38,26,7,11,15,23,101,0,0
201303080CHI,240,37,81,.457,2,10,.200,12,18,.667,17,29,46,18,6,11,14,22,88,0,0
201303090NYK,240,30,78,.385,8,26,.308,16,21,.762,11,29,40,13,4,2,19,23,84,0,0
201303110UTA,240,42,81,.519,6,16,.375,13,15,.867,11,36,47,26,5,9,11,14,103,1,1
201303130OKC,240,28,80,.350,5,15,.333,26,33,.788,13,22,35,21,13,6,18,25,87,0,0
201303160UTA,240,31,71,.437,5,16,.313,23,31,.742,7,31,38,18,7,4,5,21,90,1,1
201303180UTA,240,29,76,.382,9,19,.474,16,24,.667,19,27,46,17,10,5,17,23,83,1,0
201303200HOU,240,36,79,.456,5,17,.294,16,20,.800,5,31,36,19,9,5,14,22,93,0,0
201303220SAS,265,41,96,.427,8,17,.471,7,12,.583,11,37,48,23,11,9,16,27,97,0,0
201303240DAL,240,42,82,.512,7,17,.412,17,21,.810,12,26,38,23,10,3,18,24,108,0,0
201303250UTA,240,41,84,.488,7,14,.500,18,21,.857,14,32,46,22,7,10,15,23,107,1,1
201303270UTA,240,44,85,.518,6,15,.400,9,13,.692,12,34,46,30,10,6,16,17,103,1,1
201303290POR,240,43,86,.500,4,19,.211,15,18,.833,13,29,42,25,12,4,10,23,105,0,1
201303300UTA,240,45,81,.556,10,17,.588,16,24,.667,10,25,35,27,14,6,10,18,116,1,1
201304010UTA,240,45,83,.542,9,22,.409,13,18,.722,10,22,32,26,7,3,6,17,112,1,1
201304030UTA,240,39,84,.464,6,20,.300,12,18,.667,8,25,33,25,7,4,9,21,96,1,0
201304050UTA,240,39,77,.506,11,26,.423,6,11,.545,9,26,35,28,10,8,16,25,95,1,1
201304070GSW,240,40,88,.455,11,25,.440,6,7,.857,13,29,42,29,10,6,13,14,97,0,1
201304090UTA,240,31,79,.392,7,25,.280,11,14,.786,6,37,43,22,6,8,17,19,80,1,0
201304120UTA,240,42,72,.583,8,13,.615,15,17,.882,6,30,36,23,8,4,18,19,107,1,1
201304150MIN,240,36,77,.468,3,10,.300,21,23,.913,3,38,41,21,11,2,10,18,96,0,1
201304170MEM,240,25,78,.321,3,11,.273,17,26,.654,17,30,47,15,6,6,12,18,70,0,0
