GAME,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,HOME,WIN
201210310UTA,240,38,89,.427,6,14,.429,31,42,.738,20,41,61,24,10,8,14,25,113,1,1
201211020NOH,240,35,85,.412,10,28,.357,6,12,.500,16,28,44,19,7,6,14,21,86,0,0
201211030SAS,240,38,77,.494,5,13,.385,19,22,.864,9,23,32,17,11,7,16,22,100,0,0
201211050MEM,240,40,90,.444,5,15,.333,9,13,.692,11,31,42,20,8,8,14,22,94,0,0
201211070UTA,240,37,83,.446,5,17,.294,16,18,.889,9,28,37,21,12,7,12,30,95,1,1
201211090DEN,240,32,87,.368,4,23,.174,16,22,.727,14,31,45,19,5,12,17,21,84,0,0
201211100UTA,240,38,78,.487,2,14,.143,16,24,.667,10,42,52,22,3,7,18,18,94,1,1
201211120TOR,315,46,93,.495,14,26,.538,34,43,.791,11,35,46,30,10,11,18,26,140,0,1
201211140BOS,240,33,82,.402,7,15,.467,20,28,.714,18,30,48,18,3,6,12,19,93,0,0
201211160PHI,240,36,81,.444,7,22,.318,14,18,.778,10,30,40,23,8,6,11,15,93,0,0
201211170WAS,240,31,82,.378,2,9,.222,19,27,.704,26,34,60,18,7,6,17,13,83,0,1
201211190UTA,240,37,92,.402,9,21,.429,19,23,.826,14,41,55,30,4,11,14,23,102,1,1
201211230UTA,240,36,83,.434,3,15,.200,29,33,.879,17,26,43,27,7,6,11,22,104,1,1
201211240SAC,240,32,79,.405,11,25,.440,22,30,.733,17,21,38,23,11,4,17,26,97,0,0
201211260UTA,240,36,78,.462,8,22,.364,25,34,.735,13,18,31,19,9,6,12,30,105,1,1
201211280NOH,240,31,63,.492,6,11,.545,28,38,.737,6,33,39,24,11,4,16,25,96,0,1
201211300OKC,240,38,92,.413,7,23,.304,11,12,.917,21,19,40,24,9,8,18,21,94,0,0
201212010HOU,240,48,94,.511,11,20,.550,9,11,.818,12,26,38,25,8,6,14,22,116,0,0
201212030UTA,240,42,74,.568,9,20,.450,11,15,.733,9,32,41,25,6,5,17,26,104,1,0
201212050UTA,240,32,77,.416,1,10,.100,22,27,.815,8,30,38,17,13,4,12,16,87,1,1
201212070UTA,240,45,91,.495,13,23,.565,28,35,.800,15,36,51,31,10,8,11,26,131,1,1
201212090LAL,240,45,83,.542,6,18,.333,21,27,.778,16,24,40,26,9,7,9,22,117,0,1
201212120UTA,240,41,84,.488,8,19,.421,9,15,.600,7,33,40,27,7,6,14,16,99,1,1
