Seattle SuperSonics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
allenra02,40:00,7,19,.368,2,8,.250,9,10,.900,0,2,2,3,3,1,2,4,25,-10
lewisra02,40:00,5,14,.357,0,5,.000,4,7,.571,0,11,11,4,2,1,2,2,14,-7
daniean01,26:00,3,6,.500,1,2,.500,2,2,1.000,0,4,4,6,1,0,2,1,9,+3
potapvi01,22:00,3,4,.750,0,0,,0,0,,1,1,2,1,0,0,2,3,6,+2
evansre01,18:00,3,4,.750,0,0,,0,2,.000,1,4,5,0,0,0,0,4,6,+4
murraro01,34:00,7,20,.350,2,5,.400,3,3,1.000,0,4,4,2,2,0,1,4,19,-13
radmavl01,25:00,3,8,.375,0,3,.000,0,0,,7,1,8,1,2,0,0,6,6,-13
jamesje01,17:00,3,6,.500,0,0,,3,4,.750,1,3,4,0,0,0,1,0,9,-9
ridnolu01,9:00,1,3,.333,0,0,,0,0,,0,1,1,2,0,0,0,0,2,-1
frahmri01,6:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,2,0,+1
sesayan01,3:00,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-12
Team Totals,240,35,85,.412,5,24,.208,21,28,.750,10,32,42,19,10,2,10,26,96,
Dallas Mavericks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
finlemi01,45:00,13,25,.520,3,8,.375,6,6,1.000,1,3,4,5,1,1,2,3,35,+14
daniema01,45:00,6,15,.400,0,1,.000,2,2,1.000,2,7,9,9,0,1,4,2,14,+11
nowitdi01,42:00,7,19,.368,0,3,.000,5,6,.833,3,9,12,3,0,2,1,2,19,+11
walkean02,34:00,2,6,.333,0,2,.000,2,6,.333,1,5,6,2,1,0,1,1,6,-12
najered01,12:00,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-4
jamisan01,30:00,8,9,.889,0,0,,5,7,.714,3,5,8,0,0,0,3,2,21,+17
willisc01,16:00,3,5,.600,0,0,,1,2,.500,0,5,5,3,0,0,0,4,7,+1
fortsda01,11:00,2,4,.500,0,0,,1,1,1.000,4,4,8,0,0,0,0,3,5,+3
bradlsh01,5:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,1,0,+14
Team Totals,240,41,84,.488,3,14,.214,22,30,.733,14,40,54,22,2,4,11,20,107,
