New Jersey Nets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jefferi01,39:00,9,14,.643,0,0,,5,8,.625,1,6,7,4,0,0,2,2,23,+4
harrilu01,39:00,4,11,.364,0,0,,0,0,,1,2,3,1,0,0,2,0,8,+8
kittlke01,35:00,7,16,.438,1,2,.500,2,3,.667,3,6,9,3,1,0,0,3,17,+6
martike01,34:00,3,11,.273,0,0,,3,4,.750,0,6,6,2,5,2,4,5,9,+8
collija04,29:00,3,4,.750,0,0,,1,2,.500,4,4,8,2,0,0,1,3,7,+8
williaa01,20:00,2,5,.400,0,0,,0,0,,1,1,2,1,0,2,0,3,4,-5
scalabr01,13:00,2,4,.500,0,1,.000,2,2,1.000,0,2,2,1,0,1,0,0,6,+2
armstbr01,12:00,2,6,.333,0,2,.000,0,0,,0,0,0,0,0,0,1,2,4,-1
rogerro01,10:00,0,1,.000,0,1,.000,0,0,,1,0,1,0,1,0,2,1,0,-6
planizo01,9:00,0,0,,0,0,,0,0,,0,2,2,2,0,0,0,1,0,-4
Team Totals,240,32,72,.444,1,6,.167,13,19,.684,11,29,40,16,7,5,12,20,78,
Golden State Warriors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
richaja01,42:00,10,18,.556,0,4,.000,2,3,.667,0,5,5,4,1,1,5,5,22,-2
dunlemi02,39:00,8,15,.533,2,5,.400,2,4,.500,0,5,5,3,0,0,4,3,20,-6
robincl02,37:00,3,12,.250,0,4,.000,3,3,1.000,0,4,4,6,1,1,3,3,9,-10
dampier01,34:00,2,5,.400,0,0,,1,3,.333,2,3,5,2,0,4,1,1,5,-3
pietrmi01,15:00,0,2,.000,0,2,.000,0,0,,1,2,3,0,0,0,0,1,0,0
cheanca01,34:00,5,8,.625,0,1,.000,0,0,,1,2,3,1,1,0,0,2,10,-5
cardibr01,15:00,1,4,.250,0,0,,0,0,,0,4,4,2,0,0,0,4,2,+6
foylead01,13:00,1,3,.333,0,0,,0,0,,3,0,3,2,1,1,1,0,2,0
johnsav01,11:00,2,4,.500,0,0,,0,0,,1,0,1,1,0,0,1,0,4,0
Team Totals,240,32,71,.451,2,16,.125,8,13,.615,8,25,33,21,4,7,15,19,74,
