Los Angeles Clippers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
richaqu01,45:00,4,15,.267,2,5,.400,0,0,,0,5,5,9,2,0,7,1,10,+7
brandel01,39:00,12,20,.600,0,0,,6,10,.600,2,9,11,4,1,5,1,3,30,+13
simmobo01,38:00,5,11,.455,0,0,,0,0,,4,4,8,1,2,1,3,2,10,-6
overtdo01,26:00,2,10,.200,0,3,.000,0,1,.000,0,4,4,4,0,0,0,3,4,-2
kamanch01,24:00,3,3,1.000,0,0,,0,0,,3,2,5,3,0,0,1,3,6,-3
wilcoch01,25:00,11,15,.733,0,0,,2,3,.667,4,9,13,1,1,2,2,1,24,+7
doolike01,22:00,2,5,.400,0,0,,2,2,1.000,0,2,2,0,0,0,1,2,6,+4
barnema02,13:00,3,4,.750,0,0,,2,2,1.000,1,2,3,0,0,0,0,0,8,+3
drobnpr01,8:00,0,2,.000,0,0,,0,0,,0,2,2,0,0,0,2,2,0,-13
Team Totals,240,42,85,.494,2,8,.250,12,18,.667,14,39,53,22,6,8,17,17,98,
Phoenix Suns
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
johnsjo02,45:00,3,11,.273,1,3,.333,2,2,1.000,0,3,3,5,0,0,2,0,9,0
mariosh01,44:00,9,25,.360,4,6,.667,2,2,1.000,3,7,10,4,4,1,2,2,24,-2
stoudam01,42:00,13,26,.500,0,0,,3,6,.500,6,8,14,1,2,1,2,2,29,-1
mcdyean01,34:00,3,8,.375,0,0,,0,2,.000,3,5,8,1,2,0,0,2,6,+2
barbole01,32:00,6,12,.500,3,6,.500,2,3,.667,0,2,2,2,4,0,2,4,17,-10
jacobca01,25:00,2,4,.500,0,0,,0,0,,1,1,2,2,0,0,0,2,4,+6
harvedo01,11:00,3,4,.750,0,0,,1,1,1.000,0,2,2,1,0,0,0,4,7,+1
cabarza01,4:00,0,1,.000,0,0,,0,0,,0,0,0,1,0,0,0,1,0,0
lampema01,3:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-6
Team Totals,240,39,91,.429,8,15,.533,10,16,.625,13,29,42,17,12,2,8,17,96,
