Seattle SuperSonics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
paytoga01,44:00,9,18,.500,2,4,.500,6,7,.857,0,6,6,5,1,0,5,5,26
bakervi01,39:00,8,13,.615,0,0,,1,2,.500,5,7,12,2,1,2,3,4,17
schrede01,39:00,6,13,.462,0,2,.000,4,4,1.000,2,6,8,5,1,0,1,1,16
hawkihe01,31:00,4,9,.444,1,5,.200,0,0,,1,1,2,5,2,0,0,4,9
kerseje01,28:00,5,13,.385,0,2,.000,2,2,1.000,5,4,9,0,0,2,2,2,12
perkisa01,25:00,2,6,.333,1,3,.333,1,2,.500,0,2,2,1,0,0,1,2,6
mcmilna01,15:00,1,2,.500,0,1,.000,0,0,,0,2,2,2,1,0,0,3,2
ellisda01,14:00,1,3,.333,0,1,.000,0,0,,0,0,0,1,0,0,0,2,2
anthogr01,5:00,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,1,2,0
Team Totals,240,36,78,.462,4,19,.211,14,17,.824,13,29,42,21,6,4,13,25,90
Minnesota Timberwolves
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
garneke01,44:00,9,18,.500,0,0,,1,2,.500,4,4,8,6,2,3,4,3,19
peelean01,42:00,7,15,.467,4,7,.571,2,2,1.000,2,2,4,3,0,1,0,3,20
portete01,42:00,7,12,.583,3,5,.600,1,1,1.000,0,3,3,1,2,0,1,2,18
marbust01,42:00,3,11,.273,2,5,.400,6,8,.750,1,2,3,11,2,0,0,2,14
mitchsa01,39:00,7,12,.583,1,4,.250,4,5,.800,0,6,6,2,0,0,2,3,19
hammoto01,18:00,0,1,.000,0,0,,1,2,.500,0,3,3,0,0,0,1,4,1
willimi02,12:00,1,2,.500,0,0,,5,6,.833,1,1,2,2,1,1,2,3,7
curlebi01,1:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0
Team Totals,240,34,71,.479,10,21,.476,20,26,.769,8,21,29,25,7,5,10,20,98
