Charlotte Hornets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ricegl01,43:00,9,25,.360,1,6,.167,6,6,1.000,1,4,5,1,1,1,0,2,25
divacvl01,41:00,5,8,.625,0,0,,2,4,.500,4,10,14,2,2,1,5,3,12
phillbo01,38:00,3,8,.375,2,5,.400,0,0,,0,4,4,4,1,0,3,5,8
masonan01,38:00,1,5,.200,0,0,,4,8,.500,1,6,7,2,1,0,2,1,6
wesleda01,36:00,4,9,.444,1,3,.333,2,2,1.000,0,2,2,9,0,0,3,4,11
curryde01,17:00,1,7,.143,1,3,.333,0,0,,1,0,1,1,0,0,2,4,3
reidjr01,15:00,0,1,.000,0,0,,3,3,1.000,2,1,3,0,0,0,1,3,3
armstbj01,12:00,1,4,.250,0,1,.000,0,0,,1,0,1,4,2,0,0,1,2
Team Totals,240,24,67,.358,5,18,.278,17,23,.739,10,27,37,23,7,2,16,23,70
Chicago Bulls
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
rodmade01,46:00,3,7,.429,0,1,.000,1,2,.500,4,10,14,3,0,0,1,4,7
jordami01,44:00,11,26,.423,1,3,.333,12,14,.857,4,7,11,4,1,1,3,0,35
pippesc01,37:00,9,17,.529,1,5,.200,6,7,.857,2,2,4,4,4,0,2,3,25
kukocto01,29:00,2,4,.500,0,1,.000,1,2,.500,0,2,2,3,3,0,1,5,5
harpero01,20:00,0,4,.000,0,1,.000,0,0,,0,1,1,2,1,0,1,0,0
kerrst01,24:00,2,6,.333,2,5,.400,0,0,,0,2,2,0,0,0,0,1,6
longllu01,14:00,0,1,.000,0,0,,0,0,,1,2,3,1,1,1,1,1,0
burresc01,13:00,2,5,.400,1,3,.333,0,0,,0,1,1,0,0,0,2,1,5
simpkdi01,7:00,0,0,,0,0,,0,2,.000,0,1,1,0,0,0,0,3,0
brownra02,6:00,0,0,,0,0,,0,0,,0,0,0,3,0,0,1,1,0
Team Totals,240,29,70,.414,5,19,.263,20,27,.741,11,28,39,20,10,2,12,19,83
