Los Angeles Lakers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
vanexni01,39:00,2,12,.167,1,8,.125,0,0,,0,2,2,12,0,0,0,2,5
divacvl01,38:00,12,20,.600,0,0,,3,6,.500,4,10,14,5,2,1,5,5,27
bowiesa01,36:00,6,6,1.000,0,0,,5,8,.625,5,8,13,5,0,3,2,4,17
peelean01,30:00,9,17,.529,0,2,.000,2,2,1.000,1,2,3,1,1,1,1,3,20
daniell01,25:00,4,8,.500,1,4,.250,1,2,.500,1,3,4,4,1,0,2,2,10
threase01,28:00,4,10,.400,0,2,.000,2,2,1.000,0,1,1,6,1,0,1,1,10
harvean01,17:00,5,5,1.000,0,0,,0,0,,1,0,1,0,1,0,0,3,10
campbel01,11:00,3,6,.500,0,0,,0,2,.000,2,2,4,0,0,0,2,0,6
millean01,10:00,1,3,.333,0,0,,1,2,.500,2,0,2,0,0,0,1,2,3
smithto02,6:00,0,0,,0,0,,0,0,,0,0,0,0,2,0,1,3,0
Team Totals,240,46,87,.529,2,16,.125,14,24,.583,16,28,44,33,8,5,15,25,108
Golden State Warriors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
sprewla01,46:00,8,16,.500,4,7,.571,0,0,,3,1,4,5,2,0,1,2,20
mullich01,42:00,11,23,.478,1,2,.500,10,11,.909,2,3,5,6,2,0,4,3,33
hardati01,36:00,9,20,.450,4,9,.444,2,2,1.000,0,3,3,12,2,0,1,1,24
roziecl01,36:00,4,9,.444,0,0,,1,5,.200,7,12,19,0,0,3,1,5,9
gatlich01,31:00,3,6,.500,0,0,,2,2,1.000,3,3,6,2,1,0,4,3,8
marshdo01,27:00,8,14,.571,1,5,.200,3,5,.600,3,5,8,0,0,2,2,4,20
jennike01,12:00,0,3,.000,0,0,,0,0,,0,0,0,3,0,0,1,0,0
woodda01,10:00,2,2,1.000,0,0,,1,3,.333,1,1,2,0,0,0,0,3,5
Team Totals,240,45,93,.484,10,23,.435,19,28,.679,19,28,47,28,7,5,14,21,119
