New Jersey Nets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
colemde01,38:00,5,18,.278,1,3,.333,11,13,.846,5,7,12,2,0,0,1,3,22
anderke01,35:00,3,8,.375,0,3,.000,10,13,.769,2,4,6,6,0,0,5,5,16
brownpj01,30:00,0,5,.000,0,0,,0,0,,0,7,7,1,2,3,1,4,0
willija01,25:00,1,9,.111,0,0,,1,3,.333,2,9,11,0,1,0,1,4,3
waltere01,23:00,4,7,.571,0,1,.000,2,2,1.000,0,1,1,1,0,0,2,0,10
gilliar01,25:00,5,9,.556,0,0,,3,4,.750,2,4,6,0,0,0,0,0,13
floydsl01,23:00,2,7,.286,0,1,.000,0,0,,0,1,1,1,0,0,1,3,4
childch01,16:00,3,6,.500,1,4,.250,3,4,.750,0,0,0,2,1,0,1,0,10
mahorri01,16:00,3,7,.429,0,0,,4,4,1.000,2,2,4,1,0,0,0,3,10
schindw01,9:00,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,2,2
Team Totals,240,27,78,.346,2,12,.167,34,43,.791,13,36,49,15,4,3,12,24,90
New York Knicks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
ewingpa01,36:00,13,22,.591,0,0,,6,9,.667,2,13,15,4,1,2,1,4,32
starkjo01,32:00,3,9,.333,3,6,.500,0,0,,0,0,0,9,1,0,1,3,9
harpede01,29:00,5,7,.714,3,4,.750,2,2,1.000,1,2,3,6,1,0,0,2,15
willimo01,23:00,4,6,.667,0,0,,1,4,.250,3,5,8,0,1,0,1,2,9
smithch01,21:00,3,11,.273,0,1,.000,1,3,.333,2,3,5,1,0,1,1,4,7
masonan01,33:00,4,9,.444,0,0,,2,2,1.000,3,9,12,3,1,0,0,4,10
davishu01,25:00,5,10,.500,3,6,.500,4,6,.667,0,1,1,3,1,0,0,0,17
bonnean01,24:00,2,6,.333,0,0,,1,2,.500,3,6,9,1,0,0,1,5,5
chrisdo01,6:00,1,3,.333,1,1,1.000,0,0,,1,0,1,1,1,0,3,0,3
kitegr01,6:00,0,2,.000,0,0,,0,0,,1,1,2,0,0,0,1,1,0
wardch01,5:00,0,4,.000,0,3,.000,0,0,,0,0,0,0,1,0,0,1,0
Team Totals,240,40,89,.449,10,21,.476,17,28,.607,16,40,56,28,8,3,9,26,107
