Washington Bullets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
webbech01,42:00,10,23,.435,0,1,.000,0,2,.000,1,10,11,1,3,4,2,3,20
howarju01,40:00,6,14,.429,0,0,,5,7,.714,6,3,9,4,0,1,4,2,17
stricro02,36:00,7,15,.467,1,3,.333,8,9,.889,2,4,6,10,3,0,2,2,23
muresgh01,31:00,1,2,.500,0,0,,2,2,1.000,1,5,6,0,1,1,0,3,4
grantha01,30:00,4,7,.571,0,0,,0,0,,0,2,2,1,1,0,0,3,8
jacksja01,26:00,3,8,.375,2,5,.400,0,0,,0,2,2,2,1,0,0,3,8
murratr01,23:00,1,4,.250,0,1,.000,1,2,.500,1,0,1,3,0,1,1,1,3
whitnch01,12:00,2,4,.500,0,1,.000,0,0,,0,0,0,4,1,0,2,3,4
Team Totals,240,34,77,.442,3,11,.273,16,22,.727,11,26,37,25,10,7,11,20,87
Vancouver Grizzlies
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
abdursh01,39:00,9,17,.529,0,1,.000,6,9,.667,3,3,6,1,0,2,3,2,24
peelean01,37:00,10,17,.588,5,6,.833,2,2,1.000,2,2,4,6,1,0,1,1,27
reevebr01,36:00,5,11,.455,0,0,,0,0,,2,7,9,4,0,1,2,3,10
lynchge01,34:00,4,13,.308,0,1,.000,4,6,.667,6,6,12,2,3,0,4,3,12
maybele01,31:00,1,5,.200,0,2,.000,0,0,,0,1,1,5,2,0,2,5,2
edwarbl01,23:00,3,8,.375,1,1,1.000,4,6,.667,1,5,6,2,0,0,2,0,11
norrimo01,17:00,1,5,.200,1,1,1.000,0,0,,1,3,4,4,0,0,0,2,3
rogerro02,17:00,0,0,,0,0,,0,0,,0,4,4,1,1,1,0,3,0
motenla01,6:00,1,3,.333,0,1,.000,0,0,,1,1,2,2,0,0,0,0,2
Team Totals,240,34,79,.430,7,13,.538,16,23,.696,16,32,48,27,7,4,14,19,91
