Orlando Magic
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
grantho01,41:00,7,9,.778,0,0,,5,6,.833,1,7,8,7,1,2,3,2,19
seikaro01,40:00,3,4,.750,0,0,,5,7,.714,0,9,9,1,0,4,3,3,11
hardaan01,39:00,6,16,.375,3,7,.429,2,2,1.000,2,5,7,6,2,2,2,2,17
anderni01,36:00,7,13,.538,3,6,.500,0,0,,2,4,6,5,2,0,2,3,17
scottde01,33:00,6,12,.500,4,10,.400,1,1,1.000,0,4,4,0,1,1,1,3,17
shawbr01,18:00,3,6,.500,1,2,.500,7,8,.875,0,2,2,2,0,0,5,3,14
wilkige01,18:00,0,4,.000,0,1,.000,2,2,1.000,0,2,2,3,1,0,3,3,2
stronde01,15:00,1,1,1.000,0,0,,0,2,.000,1,1,2,0,1,0,1,4,2
Team Totals,240,33,65,.508,11,26,.423,22,28,.786,6,34,40,24,8,9,20,23,99
Indiana Pacers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
jacksma01,38:00,5,11,.455,1,2,.500,2,5,.400,3,2,5,7,0,0,7,0,13
millere01,37:00,9,23,.391,4,11,.364,4,4,1.000,1,3,4,4,2,0,2,1,26
davisda01,35:00,4,8,.500,0,0,,2,4,.500,6,5,11,1,1,0,2,2,10
davisan01,33:00,3,9,.333,0,1,.000,3,5,.600,4,9,13,1,1,0,1,2,9
smitsri01,24:00,6,11,.545,0,1,.000,2,2,1.000,2,1,3,2,1,0,1,5,14
besttr01,23:00,4,8,.500,1,2,.500,0,0,,1,2,3,3,0,0,0,3,9
roseja01,19:00,0,7,.000,0,3,.000,3,4,.750,0,0,0,1,3,0,1,2,3
ferredu01,18:00,1,5,.200,0,0,,2,2,1.000,0,2,2,0,1,0,0,1,4
dampier01,9:00,0,1,.000,0,0,,2,2,1.000,1,3,4,0,1,0,0,3,2
thompla01,4:00,0,2,.000,0,0,,0,0,,0,1,1,1,0,0,0,2,0
Team Totals,240,32,85,.376,6,20,.300,20,28,.714,18,28,46,20,10,0,14,21,90
