Sacramento Kings
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
polynol01,26:00,5,10,.500,0,0,,0,0,,4,2,6,1,1,1,1,4,10
grantbr01,26:00,4,8,.500,0,0,,0,0,,0,5,5,0,0,3,2,3,8
edneyty01,22:00,2,6,.333,1,2,.500,2,2,1.000,1,0,1,1,1,0,3,0,7
richmmi01,20:00,1,11,.091,0,5,.000,4,5,.800,1,2,3,3,0,0,4,2,6
causwdu01,17:00,0,5,.000,0,0,,0,0,,1,0,1,1,0,1,1,5,0
simmoli01,30:00,6,13,.462,5,9,.556,2,2,1.000,0,4,4,4,0,0,2,1,19
willico02,29:00,7,8,.875,0,0,,3,6,.500,2,2,4,3,2,0,3,4,17
smithmi02,29:00,7,8,.875,0,0,,1,3,.333,1,4,5,2,3,2,3,4,15
hurlebo01,26:00,2,5,.400,2,3,.667,1,2,.500,0,2,2,6,0,0,3,3,7
gamblke01,15:00,0,3,.000,0,1,.000,0,0,,0,3,3,2,0,0,2,0,0
Team Totals,240,34,77,.442,8,20,.400,13,20,.650,10,24,34,23,7,7,24,26,89
Seattle SuperSonics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
kempsh01,30:00,6,9,.667,0,0,,7,7,1.000,2,9,11,5,0,1,1,2,19
schrede01,29:00,6,10,.600,1,3,.333,7,8,.875,3,2,5,4,1,0,1,4,20
paytoga01,29:00,4,7,.571,0,0,,0,0,,1,0,1,7,2,0,2,2,8
johnser02,28:00,7,9,.778,0,0,,0,0,,2,10,12,0,3,5,4,3,14
hawkihe01,27:00,4,12,.333,2,4,.500,4,4,1.000,1,0,1,1,4,0,3,0,14
mcmilna01,23:00,0,5,.000,0,4,.000,0,0,,1,2,3,7,3,1,1,2,0
askewvi01,19:00,5,7,.714,1,2,.500,4,4,1.000,1,0,1,0,0,0,2,2,15
brickfr01,16:00,1,1,1.000,0,0,,0,0,,0,1,1,1,2,0,2,3,2
perkisa01,13:00,1,7,.143,1,2,.500,0,0,,1,1,2,0,0,0,0,3,3
snower01,10:00,3,4,.750,0,1,.000,1,2,.500,1,1,2,2,1,0,2,3,7
wingada01,10:00,2,4,.500,0,0,,0,0,,0,0,0,0,1,0,0,0,4
schefst01,6:00,1,3,.333,0,0,,0,0,,0,1,1,0,0,0,0,0,2
Team Totals,240,40,78,.513,5,16,.313,23,25,.920,13,27,40,27,17,7,18,24,108
